date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source
2018-09-28,9849,482463,0,0,0.0,0.0,,0.0,ohlcv_proxy
2018-10-01,9805,435490,0,0,0.0,0.0,,0.0,ohlcv_proxy
2018-10-02,9653,457408,0,0,0.0,0.0,,0.0,ohlcv_proxy
2018-10-04,9374,426121,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2018-10-05,9185,463413,0,0,-1e-06,0.0,,0.0,ohlcv_proxy
2018-10-08,9083,434354,0,0,-1e-06,0.0,,0.0,ohlcv_proxy
2018-10-10,9026,445264,0,0,-1e-06,0.0,,0.0,ohlcv_proxy
2018-10-11,8631,483932,0,0,-1e-06,0.0,,0.0,ohlcv_proxy
2018-10-12,9021,517852,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2018-10-15,9074,484033,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2018-10-16,9108,397801,0,0,-0.0,0.0,-0.051042,0.0,ohlcv_proxy
2018-10-17,9223,409935,0,0,-0.0,0.0,-0.046396,0.0,ohlcv_proxy
2018-10-18,9132,544833,0,0,-0.0,0.0,-0.033484,0.0,ohlcv_proxy
2018-10-19,9199,480730,0,0,-0.0,0.0,-0.02726,0.0,ohlcv_proxy
2018-10-22,9460,635473,0,0,0.0,0.0,-0.016323,0.0,ohlcv_proxy
2018-10-23,9046,664521,0,0,-0.0,0.0,-0.01472,0.0,ohlcv_proxy
2018-10-24,8866,584165,0,0,-0.0,0.0,-0.016961,0.0,ohlcv_proxy
2018-10-25,9021,521961,0,0,-0.0,0.0,-0.015761,0.0,ohlcv_proxy
2018-10-26,8798,590163,0,0,-1e-06,0.0,-0.018242,0.0,ohlcv_proxy
2018-10-29,8664,282427,0,0,-1e-06,0.0,-0.027876,0.0,ohlcv_proxy
2018-10-30,8794,264354,0,0,-0.0,0.0,-0.029087,0.0,ohlcv_proxy
2018-10-31,8906,275256,0,0,-0.0,0.0,-0.024648,0.0,ohlcv_proxy
2018-11-01,8726,290799,0,0,-0.0,0.0,-0.02845,0.0,ohlcv_proxy
2018-11-02,9156,293803,0,0,0.0,0.0,-0.019288,0.0,ohlcv_proxy
2018-11-05,9060,261374,0,0,0.0,0.0,-0.009893,0.0,ohlcv_proxy
2018-11-06,9011,270010,0,0,-0.0,0.0,-0.004902,0.0,ohlcv_proxy
2018-11-07,8886,233553,0,0,-0.0,0.0,-0.004608,0.0,ohlcv_proxy
2018-11-08,8962,692702,0,0,-0.0,0.1,-0.002348,0.0,ohlcv_proxy
2018-11-09,8746,259024,0,0,-0.0,0.1,-0.008632,0.0,ohlcv_proxy
2018-11-12,8697,246861,0,0,-0.0,0.1,-0.013167,0.0,ohlcv_proxy
2018-11-13,8766,258146,0,0,-0.0,0.1,-0.016028,0.0,ohlcv_proxy
2018-11-14,8674,243523,0,0,-0.0,0.1,-0.017002,0.0,ohlcv_proxy
2018-11-15,8794,187941,0,0,-0.0,0.1,-0.024907,0.0,ohlcv_proxy
2018-11-16,8756,237840,0,0,-0.0,0.1,-0.022248,0.0,ohlcv_proxy
2018-11-19,8813,278017,0,0,-0.0,0.1,-0.013503,0.0,ohlcv_proxy
2018-11-20,8582,258529,0,0,-0.0,0.1,-0.014767,0.0,ohlcv_proxy
2018-11-21,8617,278010,0,0,-0.0,0.1,-0.015043,0.0,ohlcv_proxy
2018-11-22,8529,259619,0,0,-0.0,0.0,-0.017171,0.0,ohlcv_proxy
2018-11-23,8191,335997,0,0,-1e-06,0.0,-0.027807,0.0,ohlcv_proxy
2018-11-26,8268,276631,0,0,-1e-06,0.0,-0.03794,0.0,ohlcv_proxy
2018-11-27,8365,307582,0,0,-0.0,0.0,-0.040075,0.0,ohlcv_proxy
2018-11-28,8258,237397,0,0,-1e-06,0.0,-0.044653,0.0,ohlcv_proxy
2018-11-29,8278,243253,0,0,-0.0,0.0,-0.047819,0.0,ohlcv_proxy
2018-11-30,8308,278110,0,0,-0.0,0.0,-0.039871,0.0,ohlcv_proxy
2018-12-03,8640,261114,0,0,0.0,0.0,-0.029178,0.0,ohlcv_proxy
2018-12-04,8558,290336,0,0,-0.0,0.0,-0.021732,0.0,ohlcv_proxy
2018-12-05,8428,204027,0,0,-0.0,0.0,-0.01603,0.0,ohlcv_proxy
2018-12-06,8191,249844,0,0,-0.0,0.0,-0.010104,0.0,ohlcv_proxy
