date,name,position,change_dir,shares_before,shares_after,change_amount
2024-06-13,권병현,,,0,0,0
2024-06-24,권병현,,,0,0,0
2024-09-13,권병현,,,0,0,0
2025-01-02,조삼열,,,0,0,0
2025-05-20,조덕수,,,0,0,0
2025-05-20,조삼열,,,0,0,0
2025-07-30,김주현,,,0,0,0
2025-07-30,강현철,,,0,0,0
2025-07-30,송인용,,,0,0,0
2025-11-11,박동섭,,,0,0,0
2025-11-11,김주현,,,0,0,0
2025-11-11,송인용,,,0,0,0
2025-11-11,강현철,,,0,0,0
2026-02-12,김주현,,,0,0,0
2026-02-12,강현철,,,0,0,0
2026-02-12,송인용,,,0,0,0
2026-02-23,강창현,,,0,0,0
2026-03-13,송인용,,,0,0,0
2026-03-13,강현철,,,0,0,0
2026-03-13,김주현,,,0,0,0
2026-03-13,강창현,,,0,0,0
2024-09-13,권병현,,,0,0,0
2025-01-02,조삼열,,,0,0,0
2025-05-20,조덕수,,,0,0,0
2025-05-20,조삼열,,,0,0,0
2025-07-30,김주현,,,0,0,0
2025-07-30,강현철,,,0,0,0
2025-07-30,송인용,,,0,0,0
2025-11-11,김주현,,,0,0,0
2025-11-11,박동섭,,,0,0,0
2025-11-11,강현철,,,0,0,0
2025-11-11,송인용,,,0,0,0
2026-02-12,김주현,,,0,0,0
2026-02-12,강현철,,,0,0,0
2026-02-12,송인용,,,0,0,0
2026-02-23,강창현,,,0,0,0
2026-03-13,송인용,,,0,0,0
2026-03-13,김주현,,,0,0,0
2026-03-13,강현철,,,0,0,0
2026-03-13,강창현,,,0,0,0
