year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,31552799554,16899953474,265729684455,154611976517,31552799554,265729684455,0.7187,0.867,0.0,0.6342,1.0
2021,Q4,94084940603,31552799554,445803726054,265729684455,94084940603,445803726054,0.6777,1.9818,0.0,0.7985,1.0
2022,Q4,91842998729,94084940603,460909201007,445803726054,91842998729,460909201007,0.0339,-0.0238,0.0,-0.0455,-1.0
2023,Q4,54118591422,91842998729,351863805650,460909201007,54118591422,351863805650,-0.2366,-0.4107,0.0,-0.451,-1.0
2024,Q1,21343121853.0,0,77739768949.0,0.0,21343121853.0,77739768949.0,0,21343121853.0,0.0,0.0,0.0
2024,Q2,22782012785.0,0,97133170697.0,0.0,22782012785.0,97133170697.0,0,22782012785.0,0.0,0.0,0.0
2024,Q3,29124805762.0,0,118006251997.0,0.0,29124805762.0,118006251997.0,0,29124805762.0,0.0,0.0,0.0
2024,Q4,83924423263,54118591422,398050977575,351863805650,83924423263,398050977575,0.1313,0.5508,0.0,0.5241,1.0
2025,Q1,22633611790.0,0,101958871892.0,0.0,22633611790.0,101958871892.0,0,22633611790.0,0.0,0.0,0.0
2025,Q2,20563963939.0,0,108451042678.0,0.0,20563963939.0,108451042678.0,0,20563963939.0,0.0,0.0,0.0
2025,Q3,23398597601.0,0,104135755017.0,0.0,23398597601.0,104135755017.0,0,23398597601.0,0.0,0.0,0.0
2025,Q4,88494057075,83924423263,457213151918,398050977575,88494057075,457213151918,0.1486,0.0544,0.0,0.0982,1.0
