year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,50870000000,46850000000,536917000000,550214000000,50870000000,536917000000,-0.0242,0.0858,0.0,0.1465,1.0
2021,Q4,69925557744,50870000000,688892613518,536917000000,69925557744,688892613518,0.2831,0.3746,0.0,0.4283,1.0
2022,Q4,84772900155,69925557744,729362921828,688892613518,84772900155,729362921828,0.0587,0.2123,0.0,0.2981,1.0
2023,Q4,11805382266,84772900155,809006057001,729362921828,11805382266,809006057001,0.1092,-0.8607,0.0,-0.6326,-1.0
2024,Q1,4325792627.0,0,241707544353.0,0.0,4325792627.0,241707544353.0,0,4325792627.0,0.0,0.0,0.0
2024,Q2,3032433387.0,0,262700694495.0,0.0,3032433387.0,262700694495.0,0,3032433387.0,0.0,0.0,0.0
2024,Q3,-31737988162.0,0,211447693928.0,0.0,-31737988162.0,211447693928.0,0,-31737988162.0,0.0,0.0,0.0
2024,Q4,-64444649841,11805382266,902252020191,809006057001,-64444649841,902252020191,0.1153,-6.4589,0.0,-0.9281,-1.0
2025,Q1,-46022018318.0,0,157974854210.0,0.0,-46022018318.0,157974854210.0,0,-46022018318.0,0.0,0.0,0.0
2025,Q2,-31103338140.0,0,204945979311.0,0.0,-31103338140.0,204945979311.0,0,-31103338140.0,0.0,0.0,0.0
2025,Q3,-34283273043.0,0,143705956170.0,0.0,-34283273043.0,143705956170.0,0,-34283273043.0,0.0,0.0,0.0
2025,Q4,0,-64444649841,677530806593,902252020191,0,677530806593,-0.2491,1.0,0.0,0.6667,1.0
