ticker,ask_price_1,ask_vol_1,ask_price_2,ask_vol_2,ask_price_3,ask_vol_3,ask_price_4,ask_vol_4,ask_price_5,ask_vol_5,bid_price_1,bid_vol_1,bid_price_2,bid_vol_2,bid_price_3,bid_vol_3,bid_price_4,bid_vol_4,bid_price_5,bid_vol_5,total_ask_vol,total_bid_vol,order_imbalance,spread,spread_pct,bid_depth_ratio,timestamp
271560,140400,34,140500,104,140600,40,140700,37,140800,108,140300,177,140200,60,140100,61,140000,25,139800,51,323,374,0.0731707317062672,100,0.0712758374910854,0.4732620320729074,2026-05-06 09:18:18
271560,140000,9,140100,26,140200,19,140300,42,140400,18,139900,151,139800,52,139700,54,139600,74,139500,519,114,850,0.7634854771705033,100,0.0714796283059276,0.1776470588214394,2026-05-06 09:26:18
271560,140800,88,140900,12,141000,1020,141100,2,141200,76,140500,86,140400,37,140300,15,140200,67,140100,52,1198,257,-0.6467353951845586,300,0.2135231316725826,0.3346303501815318,2026-05-06 09:34:48
271560,139900,1,140000,53,140100,23,140300,10,140400,11,139800,33,139700,88,139600,343,139500,522,139400,13,98,999,0.8213309024537709,100,0.071530758226032,0.0330330330327023,2026-05-06 09:43:46
271560,140700,75,140800,67,140900,43,141000,120,141100,500,140600,22,140500,12,140400,17,140300,99,140200,3,805,153,-0.6805845511411213,100,0.0711237553342765,0.1437908496638045,2026-05-06 09:52:37
271560,140400,58,140500,12,140600,10,140700,29,140800,554,140200,147,140100,12,140000,30,139900,63,139800,58,663,310,-0.3627954778996629,200,0.1426533523537701,0.4741935483718002,2026-05-06 10:00:23
271560,139600,286,139700,91,139800,109,139900,8,140200,8,139500,1298,139400,74,139300,165,139200,100,139100,23,502,1660,0.535615171135358,100,0.0716845878136149,0.7819277108386631,2026-05-06 10:16:47
271560,139800,73,139900,36,140000,10,140200,2,140500,5,139600,54,139500,1150,139400,210,139300,108,139200,106,126,1628,0.8563283922414121,200,0.1432664756446888,0.0331695331693294,2026-05-06 10:32:24
271560,139700,46,139800,118,139900,28,140000,7,140100,1,139600,57,139500,1104,139400,210,139300,112,139200,107,200,1590,0.7765363128448238,100,0.0716332378223444,0.0358490566035481,2026-05-06 10:41:02
271560,140600,92,140700,67,140800,49,140900,15,141000,104,140400,79,140300,19,140200,25,140100,26,140000,95,327,244,-0.1453590192619026,200,0.1424501424501323,0.3237704917900094,2026-05-06 10:49:37
271560,140300,4,140400,17,140500,9,140600,2,140700,54,140200,100,140100,20,140000,142,139900,7,139800,44,86,313,0.5689223057501523,100,0.071326676176885,0.3194888178811665,2026-05-06 10:58:19
271560,140300,70,140400,33,140600,1,140700,53,140800,44,140200,45,140100,10,140000,534,139900,16,139800,44,201,649,0.5270588235232111,100,0.071326676176885,0.0693374422177297,2026-05-06 11:06:27
271560,140300,64,140400,59,140500,9,140600,2,140700,53,140200,84,140100,17,140000,918,139900,9,139800,44,187,1072,0.7029388403439004,100,0.071326676176885,0.0783582089544929,2026-05-06 11:14:46
