year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2021,Q4,89175689000,0,603767421000,0,89175689000,603767421000,0.0,0,0.0,0.0,0.0
2022,Q4,-52295439000,89175689000,585798633000,603767421000,-52295439000,585798633000,-0.0298,-1.5864,0.0,-0.7604,-1.0
2023,Q4,32027920000,-52295439000,649568305000,585798633000,32027920000,649568305000,0.1089,1.6124,0.0,0.7633,1.0
2024,Q1,-72527734000.0,0,46154338000.0,0.0,-72527734000.0,46154338000.0,0,-72527734000.0,0.0,0.0,0.0
2024,Q2,-62465103000.0,0,61695093000.0,0.0,-62465103000.0,61695093000.0,0,-62465103000.0,0.0,0.0,0.0
2024,Q3,-59724920000.0,0,50761475000.0,0.0,-59724920000.0,50761475000.0,0,-59724920000.0,0.0,0.0,0.0
2024,Q4,-290994179000,32027920000,217864619000,649568305000,-290994179000,217864619000,-0.6646,-10.0856,0.0,-0.9528,-1.0
2025,Q1,-69636326000.0,0,58235097000.0,0.0,-69636326000.0,58235097000.0,0,-69636326000.0,0.0,0.0,0.0
2025,Q2,-53715706000.0,0,82724538000.0,0.0,-53715706000.0,82724538000.0,0,-53715706000.0,0.0,0.0,0.0
2025,Q3,-47223939000.0,0,79086711000.0,0.0,-47223939000.0,79086711000.0,0,-47223939000.0,0.0,0.0,0.0
2025,Q4,-246364302000,-290994179000,261874278000,217864619000,-246364302000,261874278000,0.202,0.1534,0.0,0.2347,1.0
