date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source,foreign_ratio
2016-04-20,3680.0,1010.0,0.0,0.0,5e-06,0.0,,0.0,ohlcv_proxy,
2016-04-21,3815.0,369.0,0.0,0.0,6e-06,0.0,,0.0,ohlcv_proxy,
2016-04-22,3710.0,0.0,0.0,0.0,5e-06,0.0,,0.0,ohlcv_proxy,
2016-04-25,3800.0,100.0,0.0,0.0,5e-06,0.0,,0.0,ohlcv_proxy,
2016-04-26,3550.0,0.0,0.0,0.0,5e-06,0.0,,0.0,ohlcv_proxy,
2016-04-27,3390.0,0.0,0.0,0.0,4e-06,0.0,,0.0,ohlcv_proxy,
2016-04-28,3055.0,800.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2016-04-29,3100.0,0.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2016-05-02,3000.0,100.0,0.0,0.0,-1e-06,0.0,,0.0,ohlcv_proxy,
2016-05-03,2965.0,0.0,0.0,0.0,-1e-06,0.0,,0.0,ohlcv_proxy,
2016-05-04,2965.0,800.0,0.0,0.0,-1e-06,0.0,-0.142435,0.0,ohlcv_proxy,
2016-05-09,2675.0,0.0,0.0,0.0,-1e-06,0.0,-0.153965,0.0,ohlcv_proxy,
2016-05-10,2650.0,0.0,0.0,0.0,-1e-06,0.0,-0.153912,0.0,ohlcv_proxy,
2016-05-11,2900.0,0.0,0.0,0.0,-1e-06,0.0,-0.154926,0.0,ohlcv_proxy,
2016-05-12,2860.0,0.0,0.0,0.0,-1e-06,0.0,-0.122128,0.0,ohlcv_proxy,
2016-05-13,2860.0,0.0,0.0,0.0,-1e-06,0.0,,0.0,ohlcv_proxy,
2016-05-16,2860.0,510.0,0.0,0.0,-1e-06,0.0,-0.136502,0.0,ohlcv_proxy,
2016-05-17,2860.0,0.0,0.0,0.0,-1e-06,0.0,-0.126346,0.0,ohlcv_proxy,
2016-05-18,2860.0,0.0,0.0,0.0,-0.0,0.0,-0.126346,0.0,ohlcv_proxy,
2016-05-19,2860.0,0.0,0.0,0.0,-0.0,0.0,-0.126548,0.0,ohlcv_proxy,
2016-05-20,2860.0,0.0,0.0,0.0,-0.0,0.0,-0.083756,0.0,ohlcv_proxy,
2016-05-23,2860.0,0.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2016-05-24,2860.0,0.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2016-05-25,2860.0,0.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2016-05-26,2860.0,0.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2016-05-27,2860.0,0.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2016-05-30,2650.0,0.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2016-05-31,2700.0,0.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2016-06-01,2700.0,0.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2016-06-02,2700.0,500.0,0.0,0.0,-0.0,0.0,-0.056673,0.0,ohlcv_proxy,
2016-06-03,2650.0,2.0,0.0,0.0,-1e-06,0.0,-0.029035,0.0,ohlcv_proxy,
2016-06-07,2700.0,0.0,0.0,0.0,-1e-06,0.0,-0.029035,0.0,ohlcv_proxy,
2016-06-08,2860.0,411.0,0.0,0.0,1e-06,0.1,-0.011261,0.0,ohlcv_proxy,
2016-06-09,2860.0,0.0,0.0,0.0,1e-06,0.1,-0.011261,0.0,ohlcv_proxy,
2016-06-10,2700.0,401.0,0.0,0.0,-1e-06,0.0,-2.6e-05,0.1,ohlcv_proxy,
2016-06-13,2500.0,800.0,0.0,0.0,-4e-06,-0.1,-0.01989,0.2,ohlcv_proxy,
2016-06-14,2600.0,0.0,0.0,0.0,-3e-06,-0.1,-0.00521,0.2,ohlcv_proxy,
2016-06-15,2755.0,501.0,0.0,0.0,-1e-06,0.0,-0.019547,0.2,ohlcv_proxy,
2016-06-16,2650.0,0.0,0.0,0.0,-1e-06,0.0,-0.019547,0.2,ohlcv_proxy,
2016-06-17,2755.0,510.0,0.0,0.0,1e-06,0.1,-0.016836,0.2,ohlcv_proxy,
2016-06-20,2500.0,500.0,0.0,0.0,-3e-06,0.0,0.00334,0.3,ohlcv_proxy,
2016-06-21,2500.0,500.0,0.0,0.0,-3e-06,0.0,-0.005271,0.3,ohlcv_proxy,
2016-06-22,2500.0,0.0,0.0,0.0,-2e-06,-0.1,-0.021195,0.3,ohlcv_proxy,
2016-06-23,2500.0,0.0,0.0,0.0,-2e-06,-0.1,-0.021195,0.3,ohlcv_proxy,
2016-06-24,2650.0,1.0,0.0,0.0,0.0,0.0,-0.053736,0.2,ohlcv_proxy,
2016-06-27,2900.0,1.0,0.0,0.0,3e-06,0.1,-0.0534,0.1,ohlcv_proxy,
2016-06-28,3200.0,5001.0,0.0,0.0,6e-06,0.2,0.085498,0.1,ohlcv_proxy,
2016-06-29,3000.0,2002.0,0.0,0.0,3e-06,0.0,0.062739,0.2,ohlcv_proxy,
2016-06-30,3000.0,0.0,0.0,0.0,3e-06,0.0,0.062739,0.2,ohlcv_proxy,
2016-07-01,2700.0,1000.0,0.0,0.0,-1e-06,-0.2,0.047974,0.2,ohlcv_proxy,
2016-07-04,2650.0,1000.0,0.0,0.0,-1e-06,-0.2,0.039747,0.1,ohlcv_proxy,
2016-07-05,2950.0,2.0,0.0,0.0,2e-06,-0.2,-0.029115,0.1,ohlcv_proxy,
2016-07-06,2700.0,0.0,0.0,0.0,2e-06,-0.2,-0.085327,0.1,ohlcv_proxy,
2016-07-07,3000.0,502.0,0.0,0.0,6e-06,-0.2,-0.064018,0.1,ohlcv_proxy,
2016-07-08,2700.0,0.0,0.0,0.0,5e-06,-0.2,-0.057237,0.1,ohlcv_proxy,
2016-07-11,2505.0,0.0,0.0,0.0,5e-06,-0.2,0.011585,0.1,ohlcv_proxy,
2016-07-12,2130.0,1.0,0.0,0.0,-3e-06,-0.3,0.011093,0.1,ohlcv_proxy,
2016-07-13,2000.0,502.0,0.0,0.0,-5e-06,-0.2,-0.1476,0.0,ohlcv_proxy,
2016-07-14,1700.0,1.0,0.0,0.0,-1.3e-05,-0.2,-0.2,0.0,ohlcv_proxy,
2016-07-15,1615.0,12.0,0.0,0.0,-1.5e-05,-0.1,-0.2,0.0,ohlcv_proxy,
2016-07-18,1715.0,1.0,0.0,0.0,-1e-05,0.0,-0.2,0.0,ohlcv_proxy,
2016-07-19,1970.0,2.0,0.0,0.0,-2e-06,0.0,-0.2,0.0,ohlcv_proxy,
2016-07-20,1815.0,511.0,0.0,0.0,-6e-06,0.0,-0.2,0.0,ohlcv_proxy,
2016-07-21,1900.0,1675.0,0.0,0.0,-3e-06,0.1,-0.2,0.0,ohlcv_proxy,
2016-07-22,1900.0,501.0,0.0,0.0,-3e-06,0.1,-0.2,0.0,ohlcv_proxy,
2016-07-25,2185.0,1002.0,0.0,0.0,4e-06,0.1,-0.2,0.0,ohlcv_proxy,
2016-07-26,2510.0,1.0,0.0,0.0,9e-06,0.1,-0.190158,0.0,ohlcv_proxy,
2016-07-27,2500.0,0.0,0.0,0.0,9e-06,0.1,-0.11813,0.0,ohlcv_proxy,
2016-07-28,2875.0,1101.0,0.0,0.0,1.3e-05,0.2,0.033371,0.0,ohlcv_proxy,
2016-07-29,3000.0,510.0,0.0,0.0,1.3e-05,0.2,0.125589,0.0,ohlcv_proxy,
2016-08-01,3450.0,1.0,0.0,0.0,1.6e-05,0.2,0.2,0.0,ohlcv_proxy,
2016-08-02,2935.0,400.0,0.0,0.0,9e-06,0.2,0.2,0.0,ohlcv_proxy,
2016-08-03,2860.0,401.0,0.0,0.0,8e-06,0.2,0.2,0.0,ohlcv_proxy,
2016-08-04,2500.0,511.0,0.0,0.0,2e-06,0.1,0.2,0.0,ohlcv_proxy,
2016-08-05,2875.0,1.0,0.0,0.0,7e-06,0.1,0.179902,0.0,ohlcv_proxy,
2016-08-08,2500.0,501.0,0.0,0.0,1e-06,0.1,0.145178,0.0,ohlcv_proxy,
2016-08-09,2650.0,503.0,0.0,0.0,3e-06,0.1,0.109918,0.0,ohlcv_proxy,
2016-08-10,2300.0,1.0,0.0,0.0,-2e-06,0.1,0.071684,0.0,ohlcv_proxy,
2016-08-11,2645.0,17803.0,0.0,0.0,3e-06,0.1,0.029622,0.0,ohlcv_proxy,
2016-08-12,3040.0,301.0,0.0,0.0,8e-06,0.1,0.029658,0.0,ohlcv_proxy,
2016-08-16,3490.0,4.0,0.0,0.0,1.1e-05,0.1,0.031202,0.0,ohlcv_proxy,
2016-08-17,2970.0,350.0,0.0,0.0,5e-06,0.1,0.031403,0.0,ohlcv_proxy,
2016-08-18,2675.0,401.0,0.0,0.0,1e-06,0.1,0.024987,0.0,ohlcv_proxy,
2016-08-19,3075.0,1.0,0.0,0.0,6e-06,0.1,0.090455,0.0,ohlcv_proxy,
2016-08-22,2965.0,479.0,0.0,0.0,4e-06,0.1,0.079305,0.0,ohlcv_proxy,
2016-08-23,2525.0,400.0,0.0,0.0,-2e-06,0.1,0.039602,0.0,ohlcv_proxy,
2016-08-24,2200.0,501.0,0.0,0.0,-7e-06,0.1,-0.031768,0.0,ohlcv_proxy,
2016-08-25,2500.0,1.0,0.0,0.0,-2e-06,0.1,-0.041462,0.0,ohlcv_proxy,
2016-08-26,2435.0,453.0,0.0,0.0,-2e-06,0.0,-0.048108,0.0,ohlcv_proxy,
2016-08-29,2330.0,503.0,0.0,0.0,-4e-06,0.0,-0.105837,0.0,ohlcv_proxy,
2016-08-30,2500.0,1.0,0.0,0.0,-1e-06,0.0,-0.122637,0.0,ohlcv_proxy,
2016-08-31,2250.0,503.0,0.0,0.0,-5e-06,0.0,-0.111708,0.0,ohlcv_proxy,
2016-09-01,2500.0,1.0,0.0,0.0,-0.0,0.0,-0.110356,0.0,ohlcv_proxy,
