year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,14980848495,8035712410,71223135801,51973741930,14980848495,71223135801,0.3704,0.8643,0.0,0.6335,1.0
2021,Q4,17580876116,14980848495,85250257554,71223135801,17580876116,85250257554,0.1969,0.1736,0.0,0.2577,1.0
2022,Q4,32648280440,17580876116,124522011401,85250257554,32648280440,124522011401,0.4607,0.857,0.0,0.6315,1.0
2023,Q4,27560237095,32648280440,144806376321,124522011401,27560237095,144806376321,0.1629,-0.1558,0.0,-0.2376,-1.0
2024,Q1,509570226.0,0,25664386428.0,0.0,509570226.0,25664386428.0,0,509570226.0,0.0,0.0,0.0
2024,Q2,12694645397.0,0,44696800463.0,0.0,12694645397.0,44696800463.0,0,12694645397.0,0.0,0.0,0.0
2024,Q3,8747594356.0,0,41374479728.0,0.0,8747594356.0,41374479728.0,0,8747594356.0,0.0,0.0,0.0
2024,Q4,38529871391,27560237095,175059849427,144806376321,38529871391,175059849427,0.2089,0.398,0.0,0.4432,1.0
2025,Q1,13150053946.0,0,50909652662.0,0.0,13150053946.0,50909652662.0,0,13150053946.0,0.0,0.0,0.0
2025,Q2,11966820237.0,0,52309189062.0,0.0,11966820237.0,52309189062.0,0,11966820237.0,0.0,0.0,0.0
2025,Q3,8634106798.0,0,45620559224.0,0.0,8634106798.0,45620559224.0,0,8634106798.0,0.0,0.0,0.0
2025,Q4,42191026195,38529871391,205613479882,175059849427,42191026195,205613479882,0.1745,0.095,0.0,0.1597,1.0
