year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,-7530525117,-24658887227,28634181276,18930987559,-7530525117,28634181276,0.5126,0.6946,0.0,0.5815,1.0
2021,Q4,-16797556309,-7530525117,26653873354,28634181276,-16797556309,26653873354,-0.0692,-1.2306,0.0,-0.7111,-1.0
2022,Q4,-23331280109,-16797556309,30726176390,26653873354,-23331280109,30726176390,0.1528,-0.389,0.0,-0.4376,-1.0
2023,Q4,-14488566140,-23331280109,31720932232,30726176390,-14488566140,31720932232,0.0324,0.379,0.0,0.4312,1.0
2024,Q1,-4066222700.0,0,1670799095.0,0.0,-4066222700.0,1670799095.0,0,-4066222700.0,0.0,0.0,0.0
2024,Q2,-4598984366.0,0,2268674650.0,0.0,-4598984366.0,2268674650.0,0,-4598984366.0,0.0,0.0,0.0
2024,Q3,-1658391191.0,0,1746970506.0,0.0,-1658391191.0,1746970506.0,0,-1658391191.0,0.0,0.0,0.0
2024,Q4,-14299550646,-14488566140,8611620880,31720932232,-14299550646,8611620880,-0.7285,0.013,0.0,0.0254,1.0
2025,Q1,-3518255958.0,0,1602914090.0,0.0,-3518255958.0,1602914090.0,0,-3518255958.0,0.0,0.0,0.0
2025,Q2,-3547630702.0,0,1744204057.0,0.0,-3547630702.0,1744204057.0,0,-3547630702.0,0.0,0.0,0.0
2025,Q3,-4651587291.0,0,1735160674.0,0.0,-4651587291.0,1735160674.0,0,-4651587291.0,0.0,0.0,0.0
2025,Q4,-16768533041,-14299550646,7909500393,8611620880,-16768533041,7909500393,-0.0815,-0.1727,0.0,-0.2567,-1.0
