close,high,low,open,volume
172695.0,172695.0,169150.0,169150.0,0
171600.0,173150.0,171500.0,172585.0,132536
171795.0,172895.0,170430.0,171630.0,96131
171190.0,172770.0,171050.0,171800.0,76736
170730.0,171330.0,169575.0,171310.0,70071
169220.0,170835.0,168905.0,170835.0,64137
168440.0,169960.0,168440.0,169225.0,67246
168020.0,169445.0,167770.0,168400.0,54921
166735.0,168415.0,166520.0,168000.0,40486
167895.0,167895.0,166100.0,166635.0,64627
168700.0,169275.0,167835.0,167985.0,29885
168930.0,169250.0,167760.0,168720.0,30390
167690.0,169465.0,167125.0,169190.0,21222
167430.0,168060.0,167120.0,167690.0,20129
167540.0,168175.0,167065.0,167450.0,9459
168680.0,168980.0,167335.0,167605.0,13177
168820.0,169075.0,168160.0,168775.0,17586
170535.0,170535.0,168580.0,168825.0,14010
170890.0,171350.0,170140.0,170535.0,23382
169225.0,170890.0,169105.0,170710.0,23346
169395.0,169855.0,168890.0,169220.0,20843
169495.0,169795.0,168685.0,169422.0,11114
170330.0,170470.0,169360.0,169595.0,11345
171120.0,171425.0,170235.0,170440.0,11530
170350.0,171210.0,170020.0,171100.0,17959
170250.0,170535.0,169885.0,170365.0,13215
169855.0,170360.0,169535.0,170360.0,16027
170025.0,170180.0,169150.0,169855.0,12569
171430.0,171685.0,169955.0,169955.0,26278
171965.0,172155.0,171260.0,171430.0,17135
171140.0,171985.0,171000.0,171895.0,13808
170870.0,171325.0,170610.0,171140.0,14302
170780.0,171350.0,170700.0,170995.0,16222
171680.0,171790.0,170835.0,170835.0,5082
171790.0,171875.0,171340.0,171645.0,18127
172100.0,172315.0,171760.0,171860.0,19897
171785.0,172265.0,171745.0,172080.0,19416
172425.0,172445.0,171695.0,171715.0,9956
172080.0,172640.0,171950.0,172435.0,17391
172570.0,172870.0,172180.0,172180.0,12610
172005.0,172850.0,171970.0,172575.0,13515
172490.0,172610.0,171815.0,172005.0,17347
172310.0,172640.0,172180.0,172355.0,17446
172870.0,172970.0,172175.0,172310.0,14276
172925.0,172985.0,172675.0,172875.0,19498
172375.0,172925.0,172375.0,172815.0,7260
172315.0,172750.0,172165.0,172495.0,6100
171890.0,172470.0,171667.0,172315.0,8585
173500.0,173530.0,172105.0,172105.0,24431
173200.0,173570.0,172945.0,173450.0,18712
173115.0,173360.0,173055.0,173140.0,7097
173635.0,173870.0,173020.0,173230.0,21133
173800.0,174140.0,173495.0,173575.0,16375
174840.0,174845.0,173825.0,173825.0,25572
175425.0,175425.0,174645.0,174840.0,53955
175772.0,175795.0,175140.0,175400.0,44653
175915.0,175915.0,175170.0,175760.0,51818
175960.0,176205.0,175730.0,175920.0,40150
175630.0,175975.0,175335.0,175960.0,34158
175170.0,175865.0,175105.0,175630.0,24202
175480.0,176040.0,175080.0,175120.0,24945
175915.0,176100.0,175255.0,175480.0,11682
175930.0,175950.0,175330.0,175810.0,18955
174900.0,175920.0,174680.0,175805.0,20452
175820.0,175955.0,174900.0,174900.0,19397
175275.0,175910.0,175000.0,175895.0,24325
174410.0,175600.0,174400.0,175275.0,18071
173925.0,174800.0,173440.0,174500.0,17167
174235.0,174835.0,173920.0,173950.0,12507
175000.0,175000.0,174055.0,174390.0,16947
174270.0,175060.0,174270.0,175060.0,13831
174460.0,174800.0,174225.0,174260.0,11090
