date,name,position,change_dir,shares_before,shares_after,change_amount
2024-06-05,박성우,,,0,0,0
2024-10-08,이정선,,,0,0,0
2024-10-10,류재혁,,,0,0,0
2024-12-06,장연성,,,0,0,0
2024-12-06,김도완,,,0,0,0
2025-01-10,김도완,,,0,0,0
2025-02-11,구홍진,,,0,0,0
2025-03-13,한화에어로스페이스,,,0,0,0
2025-03-13,HanwhaImpactPartnersINC.,,,0,0,0
2025-04-30,한국산업은행,,,0,0,0
2025-10-21,조성원,,,0,0,0
2025-11-06,윤찬웅,,,0,0,0
2025-11-06,김창수,,,0,0,0
2025-11-07,김기환,,,0,0,0
2025-11-07,정해진,,,0,0,0
2025-11-07,박재성,,,0,0,0
2025-11-07,김범성,,,0,0,0
2026-01-21,김형석,,,0,0,0
2026-04-08,한화시스템,,,0,0,0
2024-10-08,이정선,,,0,0,0
2024-10-10,류재혁,,,0,0,0
2024-12-06,장연성,,,0,0,0
2024-12-06,김도완,,,0,0,0
2025-01-10,김도완,,,0,0,0
2025-02-11,구홍진,,,0,0,0
2025-03-13,한화에어로스페이스,,,0,0,0
2025-03-13,HanwhaImpactPartnersINC.,,,0,0,0
2025-04-30,한국산업은행,,,0,0,0
2025-10-21,조성원,,,0,0,0
2025-11-06,김창수,,,0,0,0
2025-11-06,윤찬웅,,,0,0,0
2025-11-07,정해진,,,0,0,0
2025-11-07,김기환,,,0,0,0
2025-11-07,박재성,,,0,0,0
2025-11-07,김범성,,,0,0,0
2026-01-21,김형석,,,0,0,0
2026-04-08,한화시스템,,,0,0,0
2026-07-16,장연성,,,0,0,0
