year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,3248069243,7138728770,110104515277,117971769760,3248069243,110104515277,-0.0667,-0.545,0.0,-0.5215,-1.0
2021,Q4,2230007517,3248069243,137999647178,110104515277,2230007517,137999647178,0.2534,-0.3134,0.0,-0.3853,-1.0
2022,Q4,15342554581,2230007517,239465349593,137999647178,15342554581,239465349593,0.7353,5.88,0.0,0.9216,1.0
2023,Q4,10725550527,15342554581,10375409026,239465349593,10725550527,10375409026,-0.9567,-0.3009,0.0,-0.3757,-1.0
2024,Q1,-9345658844.0,0,46697934211.0,0.0,-9345658844.0,46697934211.0,0,-9345658844.0,0.0,0.0,0.0
2024,Q2,910464541.0,0,71699403378.0,0.0,910464541.0,71699403378.0,0,910464541.0,0.0,0.0,0.0
2024,Q3,-5735455232.0,0,62360862093.0,0.0,-5735455232.0,62360862093.0,0,-5735455232.0,0.0,0.0,0.0
2024,Q4,-19443692778,10725550527,20489557043,10375409026,-19443692778,20489557043,0.9748,-2.8128,0.0,-0.8491,-1.0
2025,Q1,-12038860310.0,0,43350439171.0,0.0,-12038860310.0,43350439171.0,0,-12038860310.0,0.0,0.0,0.0
2025,Q2,1763174467.0,0,74736003382.0,0.0,1763174467.0,74736003382.0,0,1763174467.0,0.0,0.0,0.0
2025,Q3,2373046193.0,0,77226483698.0,0.0,2373046193.0,77226483698.0,0,2373046193.0,0.0,0.0,0.0
2025,Q4,11953671226,-19443692778,11137092347,20489557043,11953671226,11137092347,-0.4565,1.6148,0.0,0.7636,1.0
