close,high,low,open,volume
200280.0,200525.0,200205.0,200295.0,0
200780.0,200835.0,200170.0,200300.0,19790
200820.0,200965.0,200720.0,200780.0,27796
200955.0,201015.0,200705.0,200815.0,30963
200855.0,200970.0,200785.0,200950.0,25352
201040.0,201075.0,200805.0,200850.0,42918
201280.0,201300.0,200995.0,201060.0,35698
201275.0,201365.0,201195.0,201280.0,17483
201335.0,201415.0,201210.0,201270.0,35970
201205.0,201380.0,201170.0,201335.0,51522
201195.0,201300.0,201110.0,201200.0,26940
201230.0,201310.0,201080.0,201180.0,26440
200825.0,201275.0,200795.0,201225.0,71072
200685.0,200970.0,200665.0,200820.0,58785
200940.0,200950.0,200667.0,200685.0,28106
200720.0,200960.0,200630.0,200920.0,16762
200850.0,200850.0,200600.0,200715.0,32430
200890.0,200955.0,200795.0,200830.0,23928
200975.0,201000.0,200840.0,200870.0,14928
200890.0,200975.0,200820.0,200975.0,13222
200750.0,200935.0,200745.0,200890.0,24867
200835.0,200880.0,200740.0,200795.0,16897
201045.0,201060.0,200790.0,200870.0,17934
200965.0,201050.0,200890.0,201030.0,22422
200905.0,200970.0,200825.0,200970.0,20113
200925.0,200940.0,200760.0,200915.0,21218
200930.0,201065.0,200890.0,200935.0,19868
200930.0,200965.0,200800.0,200910.0,28271
200720.0,200960.0,200695.0,200940.0,16082
200685.0,200800.0,200580.0,200740.0,20146
200590.0,200780.0,200565.0,200670.0,14781
200345.0,200600.0,200345.0,200590.0,59520
200325.0,200430.0,200225.0,200350.0,16961
200110.0,200335.0,200055.0,200307.0,22493
199960.0,200100.0,199927.0,200085.0,24602
199905.0,200115.0,199890.0,199960.0,13210
199760.0,199985.0,199735.0,199915.0,29602
200110.0,200150.0,199720.0,199760.0,31276
200500.0,200505.0,200102.0,200110.0,27920
200235.0,200500.0,200220.0,200500.0,12650
200195.0,200355.0,200165.0,200230.0,16542
200590.0,200630.0,200220.0,200225.0,20291
200680.0,200830.0,200580.0,200580.0,17207
200590.0,200810.0,200555.0,200680.0,7291
200550.0,200655.0,200535.0,200600.0,2868
200480.0,200585.0,200470.0,200555.0,3865
200435.0,200555.0,200365.0,200500.0,17464
200615.0,200650.0,200400.0,200435.0,24574
200345.0,200645.0,200330.0,200615.0,15376
200490.0,200555.0,200270.0,200325.0,17988
200405.0,200555.0,200345.0,200485.0,12603
200290.0,200470.0,200260.0,200410.0,9012
200305.0,200440.0,200255.0,200285.0,12099
200350.0,200445.0,200280.0,200307.0,7565
200640.0,200640.0,200355.0,200355.0,10281
200845.0,200855.0,200575.0,200640.0,4605
200935.0,201017.0,200805.0,200845.0,13294
201060.0,201060.0,200925.0,200945.0,26576
201130.0,201175.0,201060.0,201060.0,9722
201425.0,201440.0,201085.0,201130.0,11886
201535.0,201557.0,201405.0,201420.0,36600
201660.0,201730.0,201460.0,201535.0,34987
201565.0,201705.0,201555.0,201670.0,8175
201865.0,201880.0,201560.0,201590.0,14184
201920.0,201930.0,201762.0,201867.0,20643
201740.0,202012.0,201710.0,201945.0,23870
201935.0,202000.0,201765.0,201765.0,26183
202015.0,202060.0,201900.0,201937.0,35660
201815.0,202060.0,201800.0,202015.0,17076
201740.0,201845.0,201660.0,201825.0,13387
201550.0,201740.0,201500.0,201740.0,19599
201415.0,201585.0,201395.0,201560.0,11250
