date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-23,0.0,0,0.0
2026-02-24,0.0,1,0.5
2026-02-25,0.436,1,0.718
2026-02-26,1.234,0,0.617
2026-02-27,0.539,0,0.27
2026-03-03,0.0,0,0.0
2026-03-04,0.54,0,0.27
2026-03-05,0.0,0,0.0
2026-03-06,0.0,1,0.5
2026-03-09,0.0,0,0.0
2026-03-10,0.0,0,0.0
2026-03-11,0.53,0,0.265
2026-03-12,0.0,0,0.0
2026-03-13,0.0,1,0.5
2026-03-16,0.485,0,0.242
2026-03-17,0.395,0,0.198
2026-03-18,0.0,0,0.0
2026-03-19,0.707,1,0.853
2026-03-20,0.965,1,0.982
2026-03-23,0.56,0,0.28
2026-03-24,0.0,0,0.0
2026-03-25,0.591,0,0.296
2026-03-26,0.81,0,0.405
2026-03-27,0.0,0,0.0
2026-03-30,0.663,0,0.332
2026-03-31,1.19,0,0.595
2026-04-01,0.0,0,0.0
2026-04-02,1.058,0,0.529
2026-04-03,0.799,0,0.4
2026-04-06,0.885,0,0.442
2026-04-07,0.0,0,0.0
2026-04-08,0.0,0,0.0
2026-04-09,0.839,0,0.42
2026-04-10,0.714,0,0.357
2026-04-13,0.57,0,0.285
2026-04-14,1.11,0,0.555
2026-04-15,0.0,0,0.0
2026-04-16,1.389,0,0.694
2026-04-17,0.0,0,0.0
2026-04-20,0.0,0,0.0
2026-04-21,0.899,1,0.95
2026-04-22,0.0,0,0.0
2026-04-23,0.0,0,0.0
2026-04-24,0.0,0,0.0
2026-04-27,0.0,0,0.0
2026-04-28,0.8,0,0.4
2026-04-29,0.0,0,0.0
2026-04-30,1.069,1,1.034
2026-05-04,0.0,0,0.0
2026-05-06,0.738,0,0.369
2026-05-07,0.784,0,0.392
2026-05-08,0.876,0,0.438
2026-05-11,1.036,0,0.518
2026-05-12,0.0,0,0.0
2026-05-13,0.844,0,0.422
2026-05-14,0.0,0,0.0
2026-05-15,1.184,0,0.592
2026-05-18,0.68,0,0.34
2026-05-19,0.0,0,0.0
2026-05-20,1.585,1,1.292
2026-05-21,0.0,0,0.0
