date,news_sentiment_mean,news_sentiment_std,news_count,volume_ratio,source,news_positive_total,news_negative_total,news_pos_ratio,news_intensity
2016-08-23,0.6128,0.1058,0,0.9725,price_proxy,,,,
2016-08-24,0.6311,0.1038,0,0.5762,price_proxy,,,,
2016-08-25,0.5908,0.0949,0,0.5656,price_proxy,,,,
2016-08-26,0.548,0.0957,0,0.9669,price_proxy,,,,
2016-08-29,0.5139,0.0928,0,1.0573,price_proxy,,,,
2016-08-30,0.5393,0.0921,0,1.0615,price_proxy,,,,
2016-08-31,0.5392,0.084,0,1.0724,price_proxy,,,,
2016-09-01,0.5224,0.0846,0,0.661,price_proxy,,,,
2016-09-02,0.5221,0.0854,0,0.7006,price_proxy,,,,
2016-09-05,0.569,0.0816,0,0.9042,price_proxy,,,,
2016-09-06,0.5937,0.0822,0,0.8218,price_proxy,,,,
2016-09-07,0.5796,0.0826,0,1.4197,price_proxy,,,,
2016-09-08,0.644,0.0714,0,1.3737,price_proxy,,,,
2016-09-09,0.6255,0.0668,0,1.0252,price_proxy,,,,
2016-09-12,0.4733,0.0875,0,1.7429,price_proxy,,,,
2016-09-13,0.4895,0.0855,0,1.3757,price_proxy,,,,
2016-09-19,0.5686,0.0907,0,1.7521,price_proxy,,,,
2016-09-20,0.5284,0.0903,0,0.8499,price_proxy,,,,
2016-09-21,0.5103,0.0845,0,0.596,price_proxy,,,,
2016-09-22,0.6297,0.0835,0,1.1247,price_proxy,,,,
2016-09-23,0.582,0.082,0,0.745,price_proxy,,,,
2016-09-26,0.5153,0.082,0,0.594,price_proxy,,,,
2016-09-27,0.5968,0.0903,0,1.3643,price_proxy,,,,
2016-09-28,0.6047,0.09,0,1.3916,price_proxy,,,,
2016-09-29,0.5406,0.0956,0,1.2952,price_proxy,,,,
2016-09-30,0.5432,0.0957,0,1.2065,price_proxy,,,,
2016-10-04,0.6165,0.1024,0,1.1516,price_proxy,,,,
2016-10-05,0.5705,0.1014,0,1.3318,price_proxy,,,,
2016-10-06,0.5655,0.1016,0,0.842,price_proxy,,,,
2016-10-07,0.5995,0.1014,0,0.7853,price_proxy,,,,
2016-10-10,0.5547,0.1051,0,0.8581,price_proxy,,,,
2016-10-11,0.4761,0.1049,0,0.8391,price_proxy,,,,
2016-10-12,0.4366,0.1034,0,1.0541,price_proxy,,,,
2016-10-13,0.4248,0.1039,0,1.0747,price_proxy,,,,
2016-10-14,0.4692,0.0862,0,0.8268,price_proxy,,,,
2016-10-17,0.5484,0.0855,0,0.7243,price_proxy,,,,
2016-10-18,0.5169,0.0807,0,0.8365,price_proxy,,,,
2016-10-19,0.4418,0.092,0,1.5821,price_proxy,,,,
2016-10-20,0.456,0.0919,0,1.6114,price_proxy,,,,
2016-10-21,0.4711,0.0945,0,0.7322,price_proxy,,,,
2016-10-24,0.3983,0.0973,0,0.6634,price_proxy,,,,
2016-10-25,0.4712,0.0998,0,1.2869,price_proxy,,,,
2016-10-26,0.6423,0.1014,0,1.7723,price_proxy,,,,
2016-10-27,0.6473,0.1014,0,1.3291,price_proxy,,,,
2016-10-28,0.5733,0.0985,0,0.6367,price_proxy,,,,
2016-10-31,0.5423,0.1061,0,0.9389,price_proxy,,,,
