date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-13,0.0,1,0.5
2026-02-19,0.0,1,0.5
2026-02-20,0.0,0,0.0
2026-02-23,0.0,0,0.0
2026-02-24,0.0,0,0.0
2026-02-25,0.0,0,0.0
2026-02-26,0.0,0,0.0
2026-02-27,1.275,0,0.638
2026-03-03,1.057,0,0.528
2026-03-04,1.882,0,0.941
2026-03-05,0.0,1,0.5
2026-03-06,0.0,0,0.0
2026-03-09,0.265,0,0.132
2026-03-10,0.0,0,0.0
2026-03-11,0.0,0,0.0
2026-03-12,0.581,0,0.29
2026-03-13,0.0,0,0.0
2026-03-16,1.09,0,0.545
2026-03-17,0.862,0,0.431
2026-03-18,0.0,0,0.0
2026-03-19,0.808,0,0.404
2026-03-20,0.0,0,0.0
2026-03-23,0.973,1,0.986
2026-03-24,0.885,1,0.942
2026-03-25,0.0,0,0.0
2026-03-26,0.439,0,0.22
2026-03-27,0.0,0,0.0
2026-03-30,0.622,0,0.311
2026-03-31,1.11,0,0.555
2026-04-01,0.0,0,0.0
2026-04-02,1.577,0,0.788
2026-04-03,0.0,0,0.0
2026-04-06,0.0,0,0.0
2026-04-07,0.0,0,0.0
2026-04-08,0.0,0,0.0
2026-04-09,0.0,0,0.0
2026-04-10,0.0,0,0.0
2026-04-13,0.466,0,0.233
2026-04-14,0.0,0,0.0
2026-04-15,0.0,0,0.0
2026-04-16,0.0,0,0.0
2026-04-17,0.776,0,0.388
2026-04-20,0.774,0,0.387
2026-04-21,0.0,0,0.0
2026-04-22,0.0,0,0.0
2026-04-23,0.0,0,0.0
2026-04-24,0.0,0,0.0
2026-04-27,1.432,1,1.216
2026-04-28,0.0,0,0.0
2026-04-29,0.0,0,0.0
2026-04-30,0.654,1,0.827
2026-05-04,0.509,0,0.254
2026-05-06,0.624,0,0.312
2026-05-07,0.0,0,0.0
2026-05-08,0.0,0,0.0
2026-05-11,0.0,0,0.0
2026-05-12,1.15,0,0.575
2026-05-13,0.0,1,0.5
2026-05-14,0.0,0,0.0
2026-05-15,1.132,0,0.566
2026-05-18,0.502,0,0.251
2026-05-19,1.014,0,0.507
