year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2021,Q4,957257982914,0,7631650898582,0,957257982914,7631650898582,0.0,0,0.0,0.0,0.0
2022,Q4,496965230080,957257982914,7496823679468,7631650898582,496965230080,7496823679468,-0.0177,-0.4808,0.0,-0.4902,-1.0
2023,Q4,330659390232,496965230080,7991063616680,7496823679468,330659390232,7991063616680,0.0659,-0.3346,0.0,-0.4009,-1.0
2024,Q1,60891558247.0,0,1890537605313.0,0.0,60891558247.0,1890537605313.0,0,60891558247.0,0.0,0.0,0.0
2024,Q2,32569939240.0,0,2070221320140.0,0.0,32569939240.0,2070221320140.0,0,32569939240.0,0.0,0.0,0.0
2024,Q3,83343429742.0,0,1918868748408.0,0.0,83343429742.0,1918868748408.0,0,83343429742.0,0.0,0.0,0.0
2024,Q4,270944859542,330659390232,203121227839,7991063616680,270944859542,203121227839,-0.9746,-0.1806,0.0,-0.2653,-1.0
2025,Q1,80971204104.0,0,1808165128969.0,0.0,80971204104.0,1808165128969.0,0,80971204104.0,0.0,0.0,0.0
2025,Q2,126205591469.0,0,1991446059297.0,0.0,126205591469.0,1991446059297.0,0,126205591469.0,0.0,0.0,0.0
2025,Q3,116756387904.0,0,1906994631344.0,0.0,116756387904.0,1906994631344.0,0,116756387904.0,0.0,0.0,0.0
2025,Q4,386953267819,270944859542,193718373623,203121227839,386953267819,193718373623,-0.0463,0.4282,0.0,0.4613,1.0
