date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-19,0.0,1,0.5
2026-02-20,0.0,0,0.0
2026-02-23,0.0,0,0.0
2026-02-24,0.965,0,0.482
2026-02-25,0.0,1,0.5
2026-02-26,0.886,0,0.443
2026-02-27,0.747,0,0.374
2026-03-03,0.732,0,0.366
2026-03-04,1.151,0,0.576
2026-03-05,0.0,0,0.0
2026-03-06,0.84,0,0.42
2026-03-09,0.87,0,0.435
2026-03-10,0.0,0,0.0
2026-03-11,0.0,1,0.5
2026-03-12,0.844,0,0.422
2026-03-13,0.825,0,0.412
2026-03-16,0.0,0,0.0
2026-03-17,0.0,0,0.0
2026-03-18,0.0,1,0.5
2026-03-19,1.112,0,0.556
2026-03-20,0.0,0,0.0
2026-03-23,0.461,0,0.23
2026-03-24,0.0,0,0.0
2026-03-25,0.0,0,0.0
2026-03-26,0.0,0,0.0
2026-03-27,0.0,0,0.0
2026-03-30,1.022,0,0.511
2026-03-31,1.077,0,0.538
2026-04-01,0.0,1,0.5
2026-04-02,1.002,0,0.501
2026-04-03,0.0,0,0.0
2026-04-06,1.645,0,0.822
2026-04-07,0.0,0,0.0
2026-04-08,0.0,0,0.0
2026-04-09,1.217,0,0.608
2026-04-10,0.0,0,0.0
2026-04-13,0.0,0,0.0
2026-04-14,0.0,0,0.0
2026-04-15,0.0,0,0.0
2026-04-16,0.0,0,0.0
2026-04-17,0.0,0,0.0
2026-04-20,0.0,0,0.0
2026-04-21,1.099,0,0.55
2026-04-22,0.0,0,0.0
2026-04-23,0.0,0,0.0
2026-04-24,0.0,0,0.0
2026-04-27,0.819,1,0.91
2026-04-28,0.0,0,0.0
2026-04-29,0.0,0,0.0
2026-04-30,0.0,1,0.5
2026-05-04,1.37,1,1.185
2026-05-06,0.0,0,0.0
2026-05-07,0.0,0,0.0
2026-05-08,0.817,0,0.408
2026-05-11,0.97,0,0.485
2026-05-12,0.0,0,0.0
2026-05-13,1.163,0,0.582
2026-05-14,0.0,0,0.0
2026-05-15,1.184,0,0.592
2026-05-18,0.0,0,0.0
2026-05-19,0.0,0,0.0
