year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,43519674567,27024997834,458746167572,381400317567,43519674567,458746167572,0.2028,0.6103,0.0,0.5497,1.0
2021,Q4,86329952850,43519674567,655373012865,458746167572,86329952850,655373012865,0.4286,0.9837,0.0,0.663,1.0
2022,Q4,204416060360,86329952850,839357973218,655373012865,204416060360,839357973218,0.2807,1.3678,0.0,0.7323,1.0
2023,Q4,102511938741,204416060360,672245278175,839357973218,102511938741,672245278175,-0.1991,-0.4985,0.0,-0.4993,-1.0
2024,Q1,20883124339.0,0,154904425555.0,0.0,20883124339.0,154904425555.0,0,20883124339.0,0.0,0.0,0.0
2024,Q2,18009547844.0,0,153470183276.0,0.0,18009547844.0,153470183276.0,0,18009547844.0,0.0,0.0,0.0
2024,Q3,11709776726.0,0,149422700483.0,0.0,11709776726.0,149422700483.0,0,11709776726.0,0.0,0.0,0.0
2024,Q4,56869813937,102511938741,602993604010,672245278175,56869813937,602993604010,-0.103,-0.4452,0.0,-0.471,-1.0
2025,Q1,354674816.0,0,137478273534.0,0.0,354674816.0,137478273534.0,0,354674816.0,0.0,0.0,0.0
2025,Q2,8228054891.0,0,157382615237.0,0.0,8228054891.0,157382615237.0,0,8228054891.0,0.0,0.0,0.0
2025,Q3,16112702890.0,0,178588544592.0,0.0,16112702890.0,178588544592.0,0,16112702890.0,0.0,0.0,0.0
2025,Q4,46491092436,56869813937,653396882375,602993604010,46491092436,653396882375,0.0836,-0.1825,0.0,-0.2674,-1.0
