year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,156248961998,174854879971,430987292319,21320496,156248961998,430987292319,20213.6935,-0.1064,0.0,-0.1755,-1.0
2021,Q4,216401073913,156248961998,592106736584,430987292319,216401073913,592106736584,0.3738,0.385,0.0,0.435,1.0
2022,Q4,489830602915,216401073913,103566293538,592106736584,489830602915,103566293538,-0.8251,1.2635,0.0,0.7165,1.0
2023,Q4,493689284141,489830602915,0,103566293538,493689284141,0,-1.0,0.0079,0.0,0.0155,1.0
2024,Q1,69341290834.0,0,3737751206656.0,0.0,69341290834.0,3737751206656.0,0,69341290834.0,0.0,0.0,0.0
2024,Q2,165113152372.0,0,4107852445373.0,0.0,165113152372.0,4107852445373.0,0,165113152372.0,0.0,0.0,0.0
2024,Q3,179002894398.0,0,4143043040649.0,0.0,179002894398.0,4143043040649.0,0,179002894398.0,0.0,0.0,0.0
2024,Q4,340468760521,493689284141,0,0,340468760521,0,0.0,-0.3104,0.0,-0.383,-1.0
2025,Q1,17954717273.0,0,3585252425700.0,0.0,17954717273.0,3585252425700.0,0,17954717273.0,0.0,0.0,0.0
2025,Q2,142199157410.0,0,4043186553890.0,0.0,142199157410.0,4043186553890.0,0,142199157410.0,0.0,0.0,0.0
2025,Q3,185067817225.0,0,4154307233412.0,0.0,185067817225.0,4154307233412.0,0,185067817225.0,0.0,0.0,0.0
2025,Q4,239439333968,340468760521,328963006269,0,239439333968,328963006269,0.0,-0.2967,0.0,-0.3724,-1.0
