year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,225212000000,210019000000,2497159000000,2467891000000,225212000000,2497159000000,0.0119,0.0723,0.0,0.1264,1.0
2021,Q4,572946000000,225212000000,4616107000000,2497159000000,572946000000,4616107000000,0.8485,1.544,0.0,0.7554,1.0
2022,Q4,789618000000,572946000000,6420312000000,4616107000000,789618000000,6420312000000,0.3908,0.3782,0.0,0.4306,1.0
2023,Q4,385854000000,789618000000,4360982000000,6420312000000,385854000000,4360982000000,-0.3208,-0.5113,0.0,-0.5056,-1.0
2024,Q1,98175000000.0,0,975515000000.0,0.0,98175000000.0,975515000000.0,0,98175000000.0,0.0,0.0,0.0
2024,Q2,135151000000.0,0,1233427000000.0,0.0,135151000000.0,1233427000000.0,0,135151000000.0,0.0,0.0,0.0
2024,Q3,128074000000.0,0,1276787000000.0,0.0,128074000000.0,1276787000000.0,0,128074000000.0,0.0,0.0,0.0
2024,Q4,471180000000,385854000000,5161218000000,4360982000000,471180000000,5161218000000,0.1835,0.2211,0.0,0.3066,1.0
2025,Q1,113293000000.0,0,1393446000000.0,0.0,113293000000.0,1393446000000.0,0,113293000000.0,0.0,0.0,0.0
2025,Q2,123034000000.0,0,1293649000000.0,0.0,123034000000.0,1293649000000.0,0,123034000000.0,0.0,0.0,0.0
2025,Q3,125195000000.0,0,1269455000000.0,0.0,125195000000.0,1269455000000.0,0,125195000000.0,0.0,0.0,0.0
2025,Q4,491948000000,471180000000,5432888000000,5161218000000,491948000000,5432888000000,0.0526,0.0441,0.0,0.081,1.0
