date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-23,0.0,0,0.0
2026-02-24,0.0,0,0.0
2026-02-25,0.0,0,0.0
2026-02-26,0.948,0,0.474
2026-02-27,0.938,0,0.469
2026-03-03,1.217,0,0.608
2026-03-04,1.363,0,0.682
2026-03-05,0.0,0,0.0
2026-03-06,0.0,0,0.0
2026-03-09,0.748,0,0.374
2026-03-10,0.0,0,0.0
2026-03-11,0.0,0,0.0
2026-03-12,0.0,0,0.0
2026-03-13,0.0,0,0.0
2026-03-16,0.942,0,0.471
2026-03-17,0.817,0,0.408
2026-03-18,0.0,0,0.0
2026-03-19,0.0,1,0.5
2026-03-20,0.0,0,0.0
2026-03-23,0.0,1,0.5
2026-03-24,0.923,0,0.462
2026-03-25,0.784,1,0.892
2026-03-26,0.329,0,0.164
2026-03-27,0.0,0,0.0
2026-03-30,0.401,0,0.2
2026-03-31,0.743,0,0.372
2026-04-01,0.0,0,0.0
2026-04-02,1.267,0,0.634
2026-04-03,0.0,0,0.0
2026-04-06,0.0,0,0.0
2026-04-07,0.0,0,0.0
2026-04-08,0.0,0,0.0
2026-04-09,1.171,1,1.086
2026-04-10,0.0,1,0.5
2026-04-13,0.397,1,0.698
2026-04-14,0.0,0,0.0
2026-04-15,0.0,0,0.0
2026-04-16,0.794,1,0.897
2026-04-17,0.415,0,0.208
2026-04-20,0.286,0,0.143
2026-04-21,0.0,0,0.0
2026-04-22,0.601,1,0.8
2026-04-23,0.0,1,0.5
2026-04-24,0.5,0,0.25
2026-04-27,0.0,0,0.0
2026-04-28,0.0,0,0.0
2026-04-29,0.586,0,0.293
2026-04-30,1.309,1,1.154
2026-05-04,0.895,0,0.448
2026-05-06,0.551,0,0.276
2026-05-07,0.0,0,0.0
2026-05-08,0.545,0,0.272
2026-05-11,0.443,0,0.222
2026-05-12,0.921,0,0.46
2026-05-13,0.439,0,0.22
2026-05-14,0.0,0,0.0
2026-05-15,1.225,0,0.612
2026-05-18,0.847,0,0.424
2026-05-19,0.822,0,0.411
2026-05-20,0.84,0,0.42
2026-05-21,0.0,0,0.0
2026-07-21,0.0,0,0.0
