year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2022,Q4,2313546898,0,61247953344,0,2313546898,61247953344,0.0,0,0.0,0.0,0.0
2023,Q4,-685706946,2313546898,33338955327,61247953344,-685706946,33338955327,-0.4557,-1.2964,0.0,-0.7217,-1.0
2024,Q1,2082902250.0,0,-5411677275.0,0.0,2082902250.0,-5411677275.0,0,2082902250.0,0.0,0.0,0.0
2024,Q2,2696804791.0,0,-6076304135.0,0.0,2696804791.0,-6076304135.0,0,2696804791.0,0.0,0.0,0.0
2024,Q3,-1017459526.0,0,-5481115263.0,0.0,-1017459526.0,-5481115263.0,0,-1017459526.0,0.0,0.0,0.0
2024,Q4,6037657086,-685706946,59212420040,33338955327,6037657086,59212420040,0.7761,9.805,0.0,0.9515,1.0
2025,Q1,-1562524289.0,0,2923234043.0,0.0,-1562524289.0,2923234043.0,0,-1562524289.0,0.0,0.0,0.0
2025,Q2,-1178848560.0,0,2684561934.0,0.0,-1178848560.0,2684561934.0,0,-1178848560.0,0.0,0.0,0.0
2025,Q3,-1176130529.0,0,3866484255.0,0.0,-1176130529.0,3866484255.0,0,-1176130529.0,0.0,0.0,0.0
2025,Q4,-2506348104,6037657086,37859245040,59212420040,-2506348104,37859245040,-0.3606,-1.4151,0.0,-0.7389,-1.0
