date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source,foreign_ratio
2022-12-01,12200.0,889885.0,0.0,0.0,1e-06,0.0,,0.0,ohlcv_proxy,
2022-12-02,11300.0,1519689.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2022-12-05,11300.0,402463.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2022-12-06,11650.0,293091.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,
2022-12-07,11800.0,230103.0,0.0,0.0,0.0,0.0,,0.0,ohlcv_proxy,
2022-12-08,11200.0,177577.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2022-12-09,11350.0,116221.0,0.0,0.0,-0.0,0.0,,0.0,ohlcv_proxy,
2022-12-12,10700.0,140771.0,0.0,0.0,-1e-06,0.0,,0.0,ohlcv_proxy,
2022-12-13,10300.0,101690.0,0.0,0.0,-1e-06,0.0,,0.0,ohlcv_proxy,
2022-12-14,10300.0,111997.0,0.0,0.0,-1e-06,0.0,,0.0,ohlcv_proxy,
2022-12-15,10900.0,587671.0,0.0,0.0,-0.0,0.0,-0.088298,0.0,ohlcv_proxy,
2022-12-16,11150.0,188029.0,0.0,0.0,-0.0,0.0,-0.116633,0.0,ohlcv_proxy,
2022-12-19,10950.0,152230.0,0.0,0.0,-0.0,0.0,-0.137258,0.0,ohlcv_proxy,
2022-12-20,10500.0,92768.0,0.0,0.0,-1e-06,0.0,-0.142489,0.0,ohlcv_proxy,
2022-12-21,11600.0,458920.0,0.0,0.0,0.0,0.0,-0.136075,0.0,ohlcv_proxy,
2022-12-22,11550.0,205035.0,0.0,0.0,0.0,0.0,-0.109252,0.0,ohlcv_proxy,
2022-12-23,10600.0,199692.0,0.0,0.0,-1e-06,0.0,-0.073522,0.0,ohlcv_proxy,
2022-12-26,11050.0,184951.0,0.0,0.0,-0.0,0.0,-0.039886,0.0,ohlcv_proxy,
2022-12-27,11500.0,639343.0,0.0,0.0,0.0,0.1,-0.009011,0.0,ohlcv_proxy,
2022-12-28,12450.0,581058.0,0.0,0.0,1e-06,0.2,0.018494,0.0,ohlcv_proxy,
2022-12-29,12600.0,138378.0,0.0,0.0,1e-06,0.2,0.033149,0.0,ohlcv_proxy,
2023-01-02,12550.0,316245.0,0.0,0.0,1e-06,0.2,0.047514,0.0,ohlcv_proxy,
2023-01-03,12900.0,171547.0,0.0,0.0,1e-06,0.2,0.057434,0.0,ohlcv_proxy,
2023-01-04,13000.0,105564.0,0.0,0.0,1e-06,0.2,0.089962,0.0,ohlcv_proxy,
2023-01-05,12900.0,131066.0,0.0,0.0,1e-06,0.2,0.099956,0.0,ohlcv_proxy,
2023-01-06,12850.0,225368.0,0.0,0.0,1e-06,0.2,0.097092,0.0,ohlcv_proxy,
2023-01-09,12750.0,139107.0,0.0,0.0,1e-06,0.2,0.101117,0.0,ohlcv_proxy,
2023-01-10,13300.0,129271.0,0.0,0.0,1e-06,0.2,0.100305,0.0,ohlcv_proxy,
2023-01-11,14100.0,666836.0,0.0,0.0,1e-06,0.2,0.120758,0.0,ohlcv_proxy,
2023-01-12,13700.0,200532.0,0.0,0.0,1e-06,0.1,0.119021,0.0,ohlcv_proxy,
2023-01-13,14300.0,542684.0,0.0,0.0,1e-06,0.2,0.113746,0.0,ohlcv_proxy,
2023-01-16,14750.0,919165.0,0.0,0.0,1e-06,0.3,0.110218,0.0,ohlcv_proxy,
2023-01-17,14950.0,325930.0,0.0,0.0,1e-06,0.3,0.10709,0.0,ohlcv_proxy,
