year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q1,869263000000.0,0.0,869263000000.0,,,,,0.0,0.0
2025,Q2,1108451000000.0,0.0,239188000000.0,,,,-0.7248381675051164,-0.7071067811865475,-1.0
2025,Q3,988030000000.0,0.0,-120421000000.0,,,,-1.50345753131428,-0.8977983140991369,-2.0
2025,Q4,3674808000000.0,4255190000000.0,2686778000000.0,,,,-23.31154034595295,1.4171005254766746,-1.0
2026,Q1,808155000000.0,0.0,808155000000.0,,,-0.07029863228965227,-0.6992103553028943,-0.0762860467244364,-1.0
