,Open,High,Low,Close,Volume
2016-01-04,,,,97800,1005
2016-01-05,,,,97442,2135
2016-01-06,,,,97597,5644
2016-01-07,,,,97895,695
2016-01-08,,,,97622,11604
2016-01-11,,,,97729,86
2016-01-12,,,,97767,200
2016-01-13,,,,97803,64
2016-01-14,,,,97891,1044
2016-01-15,,,,97583,17
2016-01-18,,,,97907,438
2016-01-19,,,,97492,411
2016-01-20,,,,97949,1510
2016-01-21,,,,97879,608
2016-01-22,,,,97720,494
2016-01-25,,,,97879,604
2016-01-26,,,,98178,456
2016-01-27,,,,97995,1537
2016-01-28,,,,97985,237
2016-01-29,,,,98236,1701
2016-02-01,,,,98780,244
2016-02-02,,,,98856,884
2016-02-03,,,,99130,1367
2016-02-04,,,,99188,1911
2016-02-05,,,,99112,85
2016-02-11,,,,100026,1382
2016-02-12,,,,99920,51
2016-02-15,,,,99620,552
2016-02-16,,,,100114,4586
2016-02-17,,,,99978,264
2016-02-18,,,,99894,83
2016-02-19,,,,99841,144
2016-02-22,,,,99743,295
2016-02-23,,,,99802,13
2016-02-24,,,,99765,963
2016-02-25,,,,99785,52
2016-02-26,,,,100034,155
2016-02-29,,,,100064,54
2016-03-02,,,,99769,144
2016-03-03,,,,99469,1167
2016-03-04,,,,99283,103
2016-03-07,,,,99287,112
2016-03-08,,,,99574,14
2016-03-09,,,,99523,914
2016-03-10,,,,99430,895
2016-03-11,,,,99112,742
2016-03-14,,,,98939,656
2016-03-15,,,,99055,185
2016-03-16,,,,99018,560
2016-03-17,,,,99387,3977
2016-03-18,,,,99725,86
2016-03-21,,,,99814,152
2016-03-22,,,,99694,44
2016-03-23,,,,99406,1155
2016-03-24,,,,99640,615
2016-03-25,,,,99632,650
2016-03-28,,,,99694,664
2016-03-29,,,,99901,1311
2016-03-30,,,,100253,881
2016-03-31,,,,100135,860
2016-04-01,,,,100130,169
2016-04-04,,,,100185,131
2016-04-05,,,,100102,233
2016-04-06,,,,100192,2382
2016-04-07,,,,100030,371
2016-04-08,,,,100047,5606
2016-04-11,,,,100196,279
2016-04-12,,,,100192,65
2016-04-14,,,,99732,869
2016-04-15,,,,99794,193
2016-04-18,,,,99789,1809
2016-04-19,,,,99789,628
2016-04-20,,,,100026,3281
2016-04-21,,,,99948,1031
2016-04-22,,,,100009,1328
2016-04-25,,,,99916,3
2016-04-26,,,,100105,265
2016-04-27,,,,100102,172
2016-04-28,,,,100102,247
2016-04-29,,,,100262,1153
2016-05-02,,,,100267,743
2016-05-03,,,,100249,1038
2016-05-04,,,,100487,498
2016-05-09,,,,100496,126
2016-05-10,,,,100524,81
2016-05-11,,,,100630,21
2016-05-12,,,,100607,54
2016-05-13,,,,100558,608
2016-05-16,,,,100538,95
2016-05-17,,,,100426,160
2016-05-18,,,,100321,473
2016-05-19,,,,100076,2205
2016-05-20,,,,100375,2629
2016-05-23,,,,100302,1200
2016-05-24,,,,100479,28
2016-05-25,,,,100496,168
2016-05-26,,,,100476,68
2016-05-27,,,,100516,66
2016-05-30,,,,100330,1773
2016-05-31,,,,100355,391
2016-06-01,,,,100720,20
2016-06-02,,,,100695,793
2016-06-03,,,,100699,264
2016-06-07,,,,101173,27
2016-06-08,,,,101238,49
2016-06-09,,,,101488,420
2016-06-10,,,,101696,126
2016-06-13,,,,101876,745
2016-06-14,,,,101768,424
2016-06-15,,,,101804,23
2016-06-16,,,,102099,456
2016-06-17,,,,102095,185
2016-06-20,,,,101881,456
2016-06-21,,,,101812,1969
2016-06-22,,,,101829,273
2016-06-23,,,,101891,183
2016-06-24,,,,102710,8546
2016-06-27,,,,103101,531
2016-06-28,,,,103207,49
2016-06-29,,,,103263,279
2016-06-30,,,,103367,115
2016-07-01,,,,103810,189
2016-07-04,,,,103778,623
2016-07-05,,,,103887,28
2016-07-06,,,,103948,1839
2016-07-07,,,,104056,986
2016-07-08,,,,104135,382
2016-07-11,,,,104086,881
2016-07-12,,,,103993,98
2016-07-13,,,,103982,400
2016-07-14,,,,104327,1336
2016-07-15,,,,104131,831
2016-07-18,,,,103944,656
2016-07-19,,,,103810,1352
2016-07-20,,,,103762,93
2016-07-21,,,,103682,1124
2016-07-22,,,,103757,232
2016-07-25,,,,103824,124
2016-07-26,,,,103920,1823
2016-07-27,,,,103997,40
2016-07-28,,,,104169,389
2016-07-29,,,,104196,218
2016-08-01,,,,104327,835
2016-08-02,,,,104201,208
2016-08-03,,,,103814,410
2016-08-04,,,,103873,608
2016-08-05,,,,104105,296
2016-08-08,,,,103814,629
2016-08-09,,,,103845,270
2016-08-10,,,,104043,198
2016-08-11,,,,104102,162
2016-08-12,,,,103935,1097
2016-08-16,,,,103997,656
2016-08-17,,,,103845,606
2016-08-18,,,,103982,208
2016-08-19,,,,103857,257
2016-08-22,,,,103773,389
2016-08-23,,,,103814,17
2016-08-24,,,,103940,1383
2016-08-25,,,,103832,41
2016-08-26,,,,103841,128
2016-08-29,,,,103694,218
2016-08-30,,,,103824,47
2016-08-31,,,,103362,711
2016-09-01,,,,103131,529
2016-09-02,,,,102972,753
2016-09-05,,,,103110,177
2016-09-06,,,,103184,81
2016-09-07,,,,103531,432
2016-09-08,,,,103524,147
2016-09-09,,,,103176,808
2016-09-12,,,,102710,1259
2016-09-13,,,,102652,64
2016-09-19,,,,102548,144
2016-09-20,,,,102585,37
2016-09-21,,,,102548,4190
2016-09-22,,,,102976,536
2016-09-23,,,,103233,24
2016-09-26,,,,103393,115
2016-09-27,,,,103271,98
2016-09-28,,,,103395,28
2016-09-29,,,,103531,407
2016-09-30,,,,104131,109
2016-10-04,,,,103665,256
2016-10-05,,,,103256,17317
2016-10-06,,,,103067,475
2016-10-07,,,,102967,169
2016-10-10,,,,102988,258
2016-10-11,,,,102323,244
2016-10-12,,,,102461,707
2016-10-13,,,,103006,595
2016-10-14,,,,103126,686
2016-10-17,,,,102477,284
2016-10-18,,,,102382,491
2016-10-19,,,,102461,53
2016-10-20,,,,102394,14495
2016-10-21,,,,102444,248
2016-10-24,,,,102204,7257
2016-10-25,,,,102278,78
2016-10-26,,,,102378,240
2016-10-27,,,,101991,289
2016-10-28,,,,101597,1308
2016-10-31,,,,101797,145
2016-11-01,,,,101570,394
2016-11-02,,,,101538,5380
2016-11-03,,,,101881,334
2016-11-04,,,,101804,615
2016-11-07,,,,101775,66
2016-11-08,,,,101693,31
2016-11-09,,,,102208,1489
2016-11-10,,,,100949,1514
2016-11-11,,,,100002,1726
2016-11-14,,,,98996,317
2016-11-15,,,,98777,1516
2016-11-16,,,,98755,1873
2016-11-17,,,,98528,391
2016-11-18,,,,98207,287
2016-11-21,,,,98146,162
2016-11-22,,,,98190,55
2016-11-23,,,,98207,183
2016-11-24,,,,97800,472
2016-11-25,,,,97941,276
2016-11-28,,,,98000,97
2016-11-29,,,,98289,67
2016-11-30,,,,98332,93
2016-12-01,,,,97729,159
2016-12-02,,,,97294,125
2016-12-05,,,,97662,10529
2016-12-06,,,,97965,2727
2016-12-07,,,,97792,71
2016-12-08,,,,97946,72
2016-12-09,,,,97710,31
2016-12-12,,,,97231,525
2016-12-13,,,,97542,1020
2016-12-14,,,,98078,138
2016-12-15,,,,97680,35
2016-12-16,,,,97891,167
2016-12-19,,,,97937,134
2016-12-20,,,,98146,134
2016-12-21,,,,98252,37
2016-12-22,,,,98390,1214
2016-12-23,,,,98538,1985
2016-12-26,,,,98456,171
2016-12-27,,,,98318,1838
2016-12-28,,,,98723,1360
2016-12-29,,,,99023,68
2017-01-02,,,,98988,84
2017-01-03,,,,99089,130
2017-01-04,,,,98739,123
2017-01-05,,,,98866,122
2017-01-06,,,,99081,201
2017-01-09,,,,98487,9
2017-01-10,,,,98580,12
2017-01-11,,,,98550,18
2017-01-12,,,,98905,52
2017-01-13,,,,98820,84
2017-01-16,,,,98585,82
2017-01-17,,,,98550,52
2017-01-18,,,,98610,28
2017-01-19,,,,98185,3
2017-01-20,,,,98386,33
2017-01-23,,,,98690,58
2017-01-24,,,,98730,189
2017-01-25,,,,98631,3191
2017-01-26,,,,98181,38
2017-01-31,,,,98366,130
2017-02-01,,,,98383,96
2017-02-02,,,,98348,13174
2017-02-03,,,,98256,320
2017-02-06,,,,98373,68
2017-02-07,,,,98690,204
2017-02-08,,,,98572,43
2017-02-09,,,,98871,193
2017-02-10,,,,98369,113
2017-02-13,,,,98366,56
2017-02-14,,,,98550,118
2017-02-15,,,,98500,136
2017-02-16,,,,98588,40
2017-02-17,,,,98723,164
2017-02-20,,,,98416,173
2017-02-21,,,,98128,212
2017-02-22,,,,97769,348
2017-02-23,,,,98045,48
2017-02-24,,,,98592,402
2017-02-27,,,,98496,4
