날짜,Open,High,Low,Close,Volume
2016-04-11,10021,10043,9936,9939,6513
2016-04-12,9951,10053,9916,10055,5738
2016-04-14,10218,10366,10181,10365,13841
2016-04-15,10359,10389,10086,10099,8999
2016-04-18,9980,10145,9938,10151,5498
2016-04-19,10204,10204,9977,10012,9207
2016-04-20,10068,10104,9839,9852,16888
2016-04-21,9959,9989,9730,9912,13203
2016-04-22,9851,9882,9709,9774,6856
2016-04-25,9772,9854,9757,9847,9291
2016-04-26,9824,9824,9607,9659,11143
2016-04-27,9656,9719,9625,9659,3628
2016-04-28,9714,9741,9530,9542,7211
2016-04-29,9533,9533,9348,9440,2053
2016-05-02,9408,9537,9400,9413,45607
2016-05-03,9440,9452,9401,9430,9196
2016-05-04,9322,9344,9133,9197,7578
2016-05-09,9065,9100,8907,8954,7602
2016-05-10,8935,9120,8935,9113,13652
2016-05-11,9189,9299,9170,9303,5764
2016-05-12,9282,9320,9236,9320,7723
2016-05-13,9323,9323,9073,9148,5442
2016-05-16,9099,9192,9074,9171,1686
2016-05-17,9263,9263,9163,9176,3772
2016-05-18,9164,9164,8908,9035,8598
2016-05-19,9030,9030,8898,8914,3337
2016-05-20,8878,8986,8848,8963,1650
2016-05-23,8973,9035,8917,9027,7133
2016-05-24,8994,8994,8851,8855,1510
2016-05-25,8916,9030,8916,8958,728
2016-05-26,8964,9044,8964,9030,902
2016-05-27,9047,9285,9047,9255,6377
2016-05-30,9248,9248,9108,9223,117883
2016-05-31,9036,9199,9036,9189,11263
2016-06-01,9089,9180,9035,9042,9944
2016-06-02,9040,9061,9008,9030,899
2016-06-03,9047,9047,8889,8929,5525
2016-06-07,9025,9066,8999,9069,13830
2016-06-08,9104,9153,9073,9157,18411
2016-06-09,9177,9182,9076,9122,3590
2016-06-10,9081,9140,9081,9144,1653
2016-06-13,8999,9025,8933,8973,7040
2016-06-14,8940,9002,8780,8855,6712
2016-06-15,8813,8813,8695,8700,8935
2016-06-16,8721,8805,8669,8700,115613
2016-06-17,8770,8809,8634,8660,3132
2016-06-20,8747,8821,8738,8817,1905
2016-06-21,8730,8730,8607,8624,6054
2016-06-22,8675,8825,8619,8813,7810
2016-06-23,8740,8758,8651,8687,4630
2016-06-24,8788,8788,8243,8308,20421
2016-06-27,8080,8332,8068,8294,16333
2016-06-28,8202,8321,8153,8324,14206
2016-06-29,8439,8619,8421,8588,5452
2016-06-30,8713,8713,8545,8643,6327
2016-07-01,8636,8636,8585,8619,1091
2016-07-04,8644,8846,8644,8851,6646
2016-07-05,8845,8855,8736,8779,79032
2016-07-06,8722,8722,8497,8532,8230
2016-07-07,8586,8616,8515,8532,4750
2016-07-08,8501,8501,8392,8447,4345
2016-07-11,8474,8624,8474,8628,1712
2016-07-12,8603,8611,8549,8615,90595
2016-07-13,8719,8794,8678,8727,5715
2016-07-14,8691,8856,8662,8859,10638
2016-07-15,8883,8927,8808,8836,6466
2016-07-18,8848,8906,8835,8889,6820
2016-07-19,8916,8916,8774,8841,546
2016-07-20,8842,8883,8813,8836,905
2016-07-21,8863,8876,8726,8733,1370
2016-07-22,8766,8766,8689,8770,6692
2016-07-25,8722,8797,8722,8792,493
2016-07-26,8788,8816,8742,8813,4511
2016-07-27,8843,8843,8739,8760,2458
2016-07-28,8757,8779,8690,8695,4522
2016-07-29,8722,8839,8722,8809,9570
2016-08-01,8824,8997,8814,8999,7509
2016-08-02,8929,8953,8845,8877,2932
2016-08-03,8778,8778,8704,8742,4728
2016-08-04,8785,8844,8766,8792,627
2016-08-05,8820,8856,8820,8859,304
2016-08-08,8869,8880,8810,8855,2841
2016-08-09,8850,9027,8850,9030,9408
2016-08-10,9022,9154,9022,9117,4051
2016-08-11,9086,9086,8952,8999,3890
2016-08-12,9108,9206,9046,9077,7690
2016-08-16,9119,9163,9079,9106,7745
2016-08-17,9077,9157,9065,9157,950
2016-08-18,9154,9194,8993,9030,4797
2016-08-19,9040,9073,8972,9066,4160
2016-08-22,9078,9124,9031,9047,3506
2016-08-23,9035,9035,8858,8929,2716
2016-08-24,8930,8997,8899,8934,790
2016-08-25,8883,8883,8823,8836,7409
2016-08-26,8864,8864,8799,8855,885
2016-08-29,8801,8801,8634,8655,5156
2016-08-30,8665,8752,8665,8700,1171
2016-08-31,8694,8797,8694,8770,2262
2016-09-01,8764,8838,8725,8836,1442
2016-09-02,8831,8831,8730,8760,487
2016-09-05,8836,8919,8836,8924,8567
2016-09-06,8868,8868,8694,8738,5137
2016-09-07,8751,8783,8735,8738,4879
2016-09-08,8735,8776,8661,8722,6623
2016-09-09,8689,8731,8598,8733,3336
2016-09-12,8561,8676,8561,8619,9437
2016-09-13,8665,8677,8519,8544,2763
2016-09-19,8407,8577,8378,8579,890
2016-09-20,8523,8575,8466,8572,6228
2016-09-21,8558,8666,8537,8669,360
2016-09-22,8764,8764,8713,8733,2685
2016-09-23,8745,8801,8745,8779,4221
2016-09-26,8793,8863,8793,8846,7965
2016-09-27,8838,8902,8782,8904,2600
2016-09-28,8904,8904,8834,8851,274
2016-09-29,8977,9101,8977,9101,8759
2016-09-30,9002,9065,8942,9038,8133
2016-10-04,9047,9075,9017,9023,6722
