날짜,Open,High,Low,Close,Volume
2017-09-27,9462,9482,9457,9472,379
2017-09-28,9497,9566,9497,9561,12007
2017-09-29,9536,9541,9512,9531,52308
2017-10-10,9512,9512,9452,9457,8367
2017-10-11,9432,9472,9412,9452,2812
2017-10-12,9417,9457,9412,9432,3846
2017-10-13,9437,9437,9393,9403,3636
2017-10-16,9363,9393,9363,9393,10300
2017-10-17,9403,9432,9403,9427,3562
2017-10-18,9417,9422,9393,9398,2067
2017-10-19,9422,9437,9403,9427,2542
2017-10-20,9403,9437,9378,9422,3756
2017-10-23,9422,9437,9393,9412,7412
2017-10-24,9393,9398,9383,9388,1408
2017-10-25,9393,9407,9383,9393,2269
2017-10-26,9373,9373,9358,9368,10736
2017-10-27,9398,9412,9393,9412,10277
2017-10-30,9378,9383,9358,9368,3356
2017-10-31,9353,9353,9328,9333,12608
2017-11-01,9313,9313,9269,9284,46811
2017-11-02,9239,9284,9239,9284,17965
2017-11-03,9264,9279,9249,9279,4227
2017-11-06,9284,9313,9284,9289,4963
2017-11-07,9284,9353,9244,9264,2168699
2017-11-08,9264,9294,9264,9294,2146
2017-11-09,9274,9289,9264,9289,1229
2017-11-10,9294,9313,9294,9303,2901
2017-11-13,9308,9338,9308,9338,9831
2017-11-14,9328,9328,9303,9308,1516
2017-11-15,9274,9294,9264,9269,2202
2017-11-16,9219,9219,9160,9175,126527
2017-11-17,9135,9150,9100,9140,24281
2017-11-20,9140,9170,9115,9165,10092
2017-11-21,9135,9155,9125,9130,5547
2017-11-22,9085,9115,9071,9071,12014
2017-11-23,9051,9076,9001,9046,17192
2017-11-24,9041,9046,9016,9041,29421
2017-11-27,9041,9071,9041,9071,21546
2017-11-28,9090,9090,9036,9036,5898
2017-11-29,9041,9041,8976,8976,9565
2017-11-30,9011,9066,8991,9066,11602
2017-12-01,9066,9071,9026,9041,15721
2017-12-04,9165,9165,9041,9076,25162
2017-12-05,9051,9056,9016,9031,26932
2017-12-06,9051,9110,9051,9110,4801
2017-12-07,9110,9125,9081,9115,9499
2017-12-08,9115,9125,9095,9110,3282
2017-12-11,9095,9110,9085,9105,1333
2017-12-12,9076,9105,9071,9105,6905
2017-12-13,9105,9115,9081,9095,12648
2017-12-14,9041,9066,9041,9061,6186
2017-12-15,9076,9090,9061,9081,7471
2017-12-18,9085,9085,9061,9076,9331
2017-12-19,9041,9071,9041,9046,4070
2017-12-20,9041,9046,9006,9011,26505
2017-12-21,9011,9026,8986,9026,44411
2017-12-22,9001,9006,8976,8986,16285
2017-12-26,8976,8981,8962,8972,23805
2017-12-27,8972,8972,8947,8952,7182
2017-12-28,8957,8962,8922,8927,11229
2018-01-02,8892,8902,8838,8838,60066
2018-01-03,8853,8902,8853,8877,8776
2018-01-04,8887,8907,8858,8858,13640
2018-01-05,8853,8867,8848,8858,8972
2018-01-08,8858,8917,8828,8892,1446987
2018-01-09,8902,8917,8882,8902,11453
2018-01-10,8947,8947,8917,8947,262489
2018-01-11,8932,8957,8922,8947,7962
2018-01-12,8902,8902,8872,8887,8858
2018-01-15,8858,8867,8843,8867,16316
2018-01-16,8872,8887,8863,8867,8653
2018-01-17,8892,8922,8872,8922,2889
2018-01-18,8922,8937,8912,8937,10598
2018-01-19,8937,8942,8887,8892,7906
2018-01-22,8912,8922,8892,8922,96299
2018-01-23,8922,8942,8902,8927,23402
2018-01-24,8962,8962,8912,8927,12516
2018-01-25,8892,8897,8838,8848,38205
2018-01-26,8887,8897,8872,8892,10454
2018-01-29,8887,8902,8872,8897,9846
2018-01-30,8932,8972,8932,8972,16437
2018-01-31,8967,8967,8922,8927,10577
2018-02-01,8937,8972,8927,8957,15413
2018-02-02,8952,9031,8952,9026,31147
2018-02-05,9095,9115,9085,9085,47123
2018-02-06,9155,9170,9085,9105,99553
2018-02-07,9046,9081,9016,9081,36439
2018-02-08,9090,9110,9071,9081,15335
2018-02-09,9160,9165,9100,9115,15550
2018-02-12,9066,9066,9036,9066,16800
2018-02-13,9031,9061,9026,9061,6226
2018-02-14,9056,9056,9001,9001,5355
2018-02-19,8937,8942,8917,8932,22046
2018-02-20,8937,8976,8932,8967,3538
2018-02-21,8981,9001,8967,9001,7188
2018-02-22,9006,9071,9006,9061,7589
2018-02-23,9051,9051,9006,9026,13415
2018-02-26,9011,9011,8976,8981,20692
2018-02-27,8957,8981,8942,8967,6774
