,Open,High,Low,Close,Volume
2016-01-04,14587.0,14587.0,14292.0,14292.0,1282
2016-01-05,14229.0,14399.0,14225.0,14357.0,294
2016-01-06,14344.0,14394.0,14007.0,14062.0,493
2016-01-07,14014.0,14039.0,13998.0,14014.0,82
2016-01-08,13831.0,13993.0,13754.0,13939.0,27661
2016-01-11,13712.0,14148.0,13712.0,14128.0,2743
2016-01-12,14247.0,14299.0,14086.0,14168.0,2698
2016-01-13,14266.0,14357.0,14214.0,14218.0,6576
2016-01-14,14086.0,14280.0,13989.0,14244.0,7609
2016-01-15,14319.0,14344.0,14079.0,14182.0,1080
2016-01-18,14058.0,14182.0,13939.0,13989.0,303
2016-01-19,13949.0,14067.0,13869.0,14011.0,448
2016-01-20,14053.0,14053.0,13648.0,13655.0,1536
2016-01-21,13655.0,13891.0,13648.0,13648.0,1909
2016-01-22,13815.0,14053.0,13815.0,13925.0,1142
2016-01-25,14039.0,14062.0,14018.0,14053.0,1432
2016-01-26,13989.0,13989.0,13745.0,13918.0,230
2016-01-27,13928.0,14190.0,13913.0,14155.0,7434
2016-01-28,14062.0,14332.0,14062.0,14332.0,6051
2016-01-29,14186.0,14287.0,13887.0,13998.0,1372
2016-02-01,13861.0,13861.0,13587.0,13741.0,5857
2016-02-02,13635.0,13652.0,13419.0,13460.0,798
2016-02-03,13407.0,13509.0,13268.0,13509.0,1054
2016-02-04,13613.0,13704.0,13516.0,13695.0,1706
2016-02-05,13732.0,13769.0,13676.0,13708.0,834
2016-02-11,13550.0,13617.0,13493.0,13498.0,5312
2016-02-12,13505.0,14062.0,13505.0,14007.0,71404
2016-02-15,14152.0,14336.0,14023.0,14067.0,2936
2016-02-16,14103.0,14239.0,13953.0,14164.0,1104
2016-02-17,14177.0,14472.0,14177.0,14451.0,1988
2016-02-18,14523.0,14625.0,14394.0,14409.0,4368
2016-02-19,14409.0,14691.0,14409.0,14592.0,2939
2016-02-22,14569.0,14673.0,14508.0,14523.0,859
2016-02-23,14583.0,14605.0,14512.0,14601.0,8557
2016-02-24,14601.0,14650.0,14565.0,14650.0,1312
2016-02-25,14673.0,14822.0,14495.0,14539.0,12485
2016-02-26,14601.0,14625.0,14528.0,14539.0,1548
2016-02-29,14523.0,14523.0,14390.0,14520.0,823
2016-03-02,14670.0,14670.0,14499.0,14616.0,2976
2016-03-03,14673.0,14673.0,14467.0,14531.0,4893
2016-03-04,14552.0,14552.0,14357.0,14467.0,10959
2016-03-07,14512.0,14576.0,14463.0,14556.0,1241
2016-03-08,14512.0,14673.0,14512.0,14576.0,1000
2016-03-09,14601.0,14805.0,14601.0,14805.0,8407
2016-03-10,14817.0,14817.0,14673.0,14763.0,1287
2016-03-11,14658.0,14801.0,14641.0,14641.0,1490
2016-03-14,14706.0,14755.0,14556.0,14592.0,1719
2016-03-15,14592.0,14592.0,14430.0,14478.0,199
2016-03-16,14520.0,14576.0,14413.0,14438.0,117
