날짜,Open,High,Low,Close,Volume
2018-08-30,9956,9961,9922,9936,10700
2018-08-31,10011,10011,9991,10001,5526
2018-09-03,10021,10036,9966,9976,500
2018-09-04,9996,10021,9996,10006,2351
2018-09-05,10026,10051,9976,10051,2720
2018-09-06,10021,10071,10011,10071,976
2018-09-07,10116,10116,10061,10081,5954
2018-09-10,10071,10096,10061,10091,4223
2018-09-11,10091,10096,10036,10046,48114
2018-09-12,10046,10066,10031,10051,21451
2018-09-13,10051,10051,9976,10001,2106
2018-09-14,9991,9996,9951,9961,4413
2018-09-17,9966,10061,9966,10036,5568
2018-09-18,10036,10071,9996,10001,2191
2018-09-19,9966,9986,9941,9941,16569
2018-09-20,9936,9946,9917,9936,3364
2018-09-21,9927,9927,9867,9882,3377
2018-09-27,9922,9922,9852,9887,2114
2018-09-28,9887,9887,9817,9847,3703
2018-10-01,9842,9857,9802,9857,12637
2018-10-02,9877,9931,9872,9931,892
2018-10-04,9927,9951,9902,9941,1330
2018-10-05,9941,9966,9927,9946,2090
2018-10-08,9892,9946,9892,9946,1394
2018-10-10,9922,9976,9922,9976,1534
2018-10-11,10046,10101,10041,10096,6304
2018-10-12,10056,10056,9961,9991,1977
2018-10-15,10041,10041,9976,10026,7540
2018-10-16,10041,10041,9971,9971,2153
2018-10-17,9966,9966,9902,9951,2059
2018-10-18,9941,10001,9912,10001,1144
2018-10-19,10051,10051,9966,9986,789
2018-10-22,9951,9996,9907,9936,3813
2018-10-23,9961,10046,9961,10046,1539
2018-10-24,10036,10036,9981,10006,2914
2018-10-25,10071,10121,10071,10101,15057
2018-10-26,10106,10150,10076,10140,14398
2018-10-29,10140,10165,10081,10165,5288
2018-10-30,10160,10165,10111,10126,7139
2018-10-31,10096,10116,10081,10111,654
2018-11-01,10126,10131,10041,10086,8108
2018-11-02,10006,10006,9872,9922,15924
2018-11-05,9902,9936,9897,9922,1616
2018-11-06,9912,9931,9897,9931,1670
2018-11-07,9907,9912,9867,9887,3596
2018-11-08,9822,9862,9812,9842,2553
2018-11-09,9857,9946,9857,9946,11115
2018-11-12,9981,10016,9951,10011,1318
2018-11-13,10051,10101,10006,10011,2506
2018-11-14,10026,10031,9981,10031,705
2018-11-15,10036,10046,10006,10016,5066
2018-11-16,10046,10046,9991,10021,2125
2018-11-19,9971,10076,9971,10056,3453
2018-11-20,10076,10076,10021,10036,2970
2018-11-21,10106,10106,10051,10076,4293
2018-11-22,10096,10096,10051,10066,2912
2018-11-23,10076,10091,10036,10081,2793
2018-11-26,10031,10106,10031,10076,823
2018-11-27,10091,10091,10051,10081,1025
2018-11-28,10140,10140,10006,10006,7567
2018-11-29,9922,10021,9917,10011,2754
2018-11-30,9991,10021,9991,10011,2777
2018-12-03,9976,9976,9892,9907,15098
2018-12-04,10021,10021,9922,9922,4613
2018-12-05,9986,10026,9946,10001,2050
2018-12-06,10031,10101,10021,10101,4331
2018-12-07,10101,10101,10026,10076,3463
2018-12-10,10081,10195,10081,10150,3976
2018-12-11,10205,10225,10170,10210,3047
2018-12-12,10185,10185,10140,10145,3223
2018-12-13,10145,10145,10096,10116,5414
2018-12-14,10126,10185,10126,10170,1372
2018-12-17,10126,10225,10126,10225,2476
2018-12-18,10449,10449,10195,10235,4161
2018-12-19,10200,10225,10200,10205,9254
2018-12-20,10230,10260,10210,10240,6318
2018-12-21,10140,10195,10140,10175,9273
2018-12-24,10175,10220,10165,10220,7481
2018-12-26,10250,10255,10210,10250,3728
2018-12-27,10210,10210,10116,10150,7020
2018-12-28,10140,10190,10131,10145,1753
2019-01-02,10150,10255,10150,10215,22024
2019-01-03,10340,10340,10310,10340,7098
2019-01-04,10369,10429,10340,10340,17963
2019-01-07,10379,10379,10220,10255,4974
2019-01-08,10215,10285,10180,10285,6249
2019-01-09,10240,10250,10185,10250,6425
2019-01-10,10255,10260,10195,10225,7359
2019-01-11,10165,10210,10165,10195,6199
2019-01-14,10205,10290,10200,10290,1510
2019-01-15,10275,10275,10215,10245,6283
2019-01-16,10200,10260,10200,10240,3711
2019-01-17,10195,10260,10190,10260,1956
2019-01-18,10225,10225,10200,10225,2720
2019-01-21,10225,10225,10200,10225,3813
2019-01-22,10260,10295,10260,10290,1237
2019-01-23,10300,10300,10240,10270,18927
2019-01-24,10295,10295,10240,10285,20123
2019-01-25,10285,10290,10220,10230,10355
2019-01-28,10145,10190,10145,10180,25715
2019-01-29,10140,10210,10140,10165,13805
2019-01-30,10180,10195,10180,10180,2716
2019-01-31,10180,10190,10150,10175,6679
2019-02-01,10195,10280,10180,10280,13227
2019-02-07,10200,10285,10200,10270,6719
2019-02-08,10344,10344,10285,10315,16870
2019-02-11,10330,10335,10305,10325,6694
2019-02-12,10335,10335,10270,10275,4028
2019-02-13,10230,10265,10230,10265,13431
2019-02-14,10250,10290,10250,10265,2558
2019-02-15,10325,10344,10310,10330,5499
2019-02-18,10285,10330,10285,10320,4945
2019-02-19,10285,10330,10285,10330,7619
2019-02-20,10310,10325,10290,10315,7598
2019-02-21,10275,10330,10265,10320,11434
2019-02-22,10305,10315,10290,10310,5554
2019-02-25,10255,10285,10240,10280,5704
2019-02-26,10230,10270,10200,10270,4047
2019-02-27,10215,10285,10215,10285,7834
2019-02-28,10260,10315,10215,10315,17374
2019-03-04,10260,10260,10210,10240,23482
2019-03-05,10051,10275,10051,10275,7908
2019-03-06,10275,10320,10270,10320,2859
2019-03-07,10344,10344,10295,10315,8582
2019-03-08,10374,10449,10374,10449,11490
2019-03-11,10449,10449,10394,10424,10922
2019-03-12,10369,10384,10340,10369,3784
2019-03-13,10364,10429,10354,10424,6785
2019-03-14,10414,10434,10389,10434,2610
2019-03-15,10404,10474,10404,10469,6734
2019-03-18,10469,10474,10404,10429,9511
2019-03-19,10399,10429,10389,10419,15624
2019-03-20,10374,10414,10374,10394,3104
2019-03-21,10384,10419,10384,10419,7607
2019-03-22,10449,10454,10419,10454,13991
2019-03-25,10499,10583,10499,10563,57703
