날짜,Open,High,Low,Close,Volume
2017-11-30,10232,10267,10187,10212,70447
2017-12-01,10252,10252,10182,10187,52181
2017-12-04,10182,10262,10182,10257,33429
2017-12-05,10232,10232,10202,10207,22172
2017-12-06,10247,10286,10242,10247,14780
2017-12-07,10252,10267,10212,10232,25734
2017-12-08,10232,10232,10217,10227,8143
2017-12-11,10217,10237,10207,10232,20815
2017-12-12,10232,10232,10187,10197,21947
2017-12-13,10217,10242,10197,10237,11730
2017-12-14,10237,10296,10237,10262,16978
2017-12-15,10242,10252,10222,10242,27922
2017-12-18,10242,10242,10202,10227,14865
2017-12-19,10217,10247,10202,10202,16760
2017-12-20,10187,10207,10147,10152,35521
2017-12-21,10122,10122,10044,10079,14562
2017-12-22,10064,10079,10044,10069,40381
2017-12-26,10069,10089,10029,10029,28156
2017-12-27,10029,10059,10029,10059,8543
2017-12-28,10094,10122,10079,10122,10448
2018-01-02,10122,10132,10099,10104,30326
2018-01-03,10089,10137,10084,10122,18745
2018-01-04,10122,10142,10069,10069,44614
2018-01-05,10069,10122,10064,10118,20814
2018-01-08,10118,10172,10099,10157,12578
2018-01-09,10157,10177,10127,10142,32114
2018-01-10,10162,10172,10113,10132,14711
2018-01-11,10109,10109,10069,10109,17786
2018-01-12,10109,10109,10044,10079,18910
2018-01-15,10079,10079,10054,10079,11809
2018-01-16,10069,10109,10064,10104,8733
2018-01-17,10104,10113,10084,10113,10508
2018-01-18,10094,10142,10094,10118,13403
2018-01-19,10109,10118,10054,10079,13005
2018-01-22,10064,10064,10020,10049,15754
2018-01-23,10049,10089,10049,10084,11973
2018-01-24,10113,10142,10109,10132,12660
2018-01-25,10099,10118,10074,10089,13828
2018-01-26,10118,10142,10094,10132,7901
2018-01-29,10142,10187,10127,10172,14928
2018-01-30,10152,10177,10132,10137,10256
2018-01-31,10132,10172,10099,10113,13921
2018-02-01,10099,10132,10079,10118,12239
2018-02-02,10099,10099,10039,10064,10949
2018-02-05,10054,10059,10020,10044,15374
2018-02-06,10044,10079,9976,10010,32142
2018-02-07,10010,10044,9911,9921,18893
2018-02-08,9921,9956,9896,9921,6555
2018-02-09,9876,9916,9785,9823,33888
2018-02-12,9921,9921,9770,9848,18012
2018-02-13,9838,9891,9833,9858,9709
2018-02-14,9863,9906,9848,9863,5784
2018-02-19,9881,9881,9799,9843,20623
2018-02-20,9833,9848,9814,9823,5352
2018-02-21,9814,9858,9814,9858,3303
2018-02-22,9833,9858,9804,9848,5041
2018-02-23,9853,9871,9853,9871,2845
2018-02-26,9871,9886,9858,9871,3606
2018-02-27,9871,9891,9853,9871,4057
2018-02-28,9863,9881,9843,9868,9658
2018-03-02,10262,10262,9799,9818,8897
2018-03-05,9809,9809,9770,9770,10462
2018-03-06,9775,9804,9770,9799,3034
2018-03-07,9780,9799,9745,9780,7050
2018-03-08,9780,9818,9765,9818,16712
2018-03-09,9818,9896,9818,9871,2555
2018-03-12,9871,9876,9838,9868,2747
2018-03-13,9871,9916,9871,9916,3693
2018-03-14,9896,9926,9896,9906,4202
2018-03-15,9886,9956,9876,9951,4070
2018-03-16,9956,9966,9916,9941,6149
2018-03-19,9911,9941,9901,9921,2801
2018-03-20,9916,9926,9871,9921,23563
2018-03-21,9921,9931,9906,9931,1910
2018-03-22,9911,9941,9906,9941,2667
2018-03-23,9951,9971,9911,9926,5697
2018-03-26,9911,9931,9858,9926,18549
2018-03-27,9921,9921,9868,9881,8888
2018-03-28,9881,9881,9799,9853,5948
2018-03-29,9823,9838,9799,9838,1455
2018-03-30,9886,9891,9853,9876,4968
2018-04-02,9871,9871,9818,9818,4442
2018-04-03,9765,9818,9765,9809,2834
2018-04-04,9799,9799,9745,9760,2579
2018-04-05,9780,9818,9780,9809,1937
2018-04-06,9799,9833,9780,9833,6333
2018-04-09,9843,9868,9823,9863,5020
2018-04-10,9863,9863,9818,9858,3963
2018-04-11,9858,9868,9828,9848,5039
2018-04-12,9863,9891,9858,9871,4630
2018-04-13,9871,9886,9848,9881,2449
2018-04-16,9871,9886,9843,9871,9314
2018-04-17,9871,9886,9848,9853,3581
2018-04-18,9853,9886,9848,9881,1901
2018-04-19,9891,9891,9858,9881,5629
2018-04-20,9868,9881,9853,9868,3814
2018-04-23,9838,9863,9838,9853,10974
2018-04-24,9871,9871,9838,9871,2163
2018-04-25,9848,9863,9814,9863,7608
2018-04-26,9838,9901,9838,9901,3291
2018-04-27,9916,9941,9901,9936,6064
2018-04-30,9911,9916,9868,9916,5321
2018-05-02,9886,9936,9886,9931,4725
2018-05-03,9931,9936,9911,9921,2090
2018-05-04,9926,9926,9868,9896,3075
2018-05-08,9868,9936,9868,9881,2957
2018-05-09,9881,9881,9843,9868,2372
2018-05-10,9838,9868,9823,9848,8716
2018-05-11,9853,9863,9838,9863,3832
2018-05-14,9863,9868,9818,9858,3306
2018-05-15,9843,9843,9809,9818,3505
2018-05-16,9809,9838,9804,9838,3006
2018-05-17,9833,9848,9809,9828,2813
2018-05-18,9838,9838,9809,9818,2925
2018-05-21,9828,9901,9804,9891,3283
2018-05-23,9886,9896,9848,9896,1458
2018-05-24,9916,9916,9881,9911,2751
2018-05-25,9906,9906,9886,9901,7358
2018-05-28,9901,9916,9868,9911,13928
2018-05-29,9901,9926,9886,9916,2515
2018-05-30,9941,9976,9886,9891,8161
2018-05-31,9863,9863,9814,9858,3434
2018-06-01,9868,9886,9833,9876,3001
2018-06-04,9828,9853,9818,9853,2584
2018-06-05,9833,9858,9814,9858,2513
2018-06-07,9828,9868,9828,9868,2187
2018-06-08,9848,9876,9838,9868,1008
2018-06-11,9868,9906,9843,9906,13826
2018-06-12,9871,9911,9853,9868,1998
2018-06-14,9891,9901,9848,9863,6236
2018-06-15,9858,9926,9858,9916,5889
2018-06-18,9941,9941,9886,9886,8595
2018-06-19,9926,9936,9886,9911,1874
2018-06-20,9911,9946,9891,9926,4159
2018-06-21,9881,9916,9868,9901,2199
2018-06-22,9871,9901,9858,9901,1735
2018-06-25,9901,9985,9901,9985,7266
2018-06-26,9941,9966,9911,9966,4753
2018-06-27,9966,9971,9941,9971,2255
2018-06-28,9971,10000,9946,9981,2704
2018-06-29,9966,9966,9896,9931,11649
2018-07-02,9936,9941,9876,9881,7216
2018-07-03,9876,9886,9838,9881,8365
2018-07-04,9876,9881,9838,9853,2505
2018-07-05,9853,9853,9823,9853,2005
2018-07-06,9853,9876,9843,9868,1900
2018-07-09,9871,9881,9838,9881,15449
2018-07-10,9863,9881,9848,9881,6223
2018-07-11,9891,9906,9848,9901,4488
2018-07-12,9906,9951,9906,9946,10791
2018-07-13,9936,9971,9911,9966,2226
2018-07-16,9946,10000,9946,9990,4394
2018-07-17,9946,9976,9936,9951,15303
2018-07-18,9976,10000,9966,9981,797
2018-07-19,9985,9985,9941,9976,11482
2018-07-20,9990,10010,9971,10010,9614
2018-07-23,9976,9976,9916,9946,2890
2018-07-24,9941,9951,9911,9941,810
2018-07-25,9946,9946,9891,9906,3545
2018-07-26,9881,9891,9863,9886,6211
2018-07-27,9911,9911,9868,9886,2523
2018-07-30,9886,9886,9858,9886,3253
2018-07-31,9881,9901,9863,9901,7934
2018-08-01,9876,9916,9876,9916,1521
2018-08-02,9891,9891,9853,9871,14724
2018-08-03,9871,9916,9868,9916,13833
2018-08-06,9921,9926,9876,9896,4588
2018-08-07,9911,9916,9871,9916,3131
2018-08-08,9906,9911,9876,9901,1982
2018-08-09,9886,9886,9863,9881,1663
2018-08-10,9921,9921,9868,9921,1540
2018-08-13,9951,9951,9886,9921,1058
2018-08-14,9916,9936,9881,9891,6062
2018-08-16,9891,9891,9833,9868,6606
2018-08-17,9858,9863,9838,9848,2899
2018-08-20,9848,9858,9828,9848,3244
2018-08-21,9828,9876,9809,9876,967
2018-08-22,9871,9896,9858,9896,1834
2018-08-23,9906,9906,9871,9901,4907
2018-08-24,9931,9931,9881,9906,944
2018-08-27,9901,9916,9871,9916,6832
2018-08-28,9916,9916,9868,9911,5257
2018-08-29,9876,9896,9853,9896,1596
2018-08-30,9886,9886,9863,9886,1636
2018-08-31,9906,9916,9871,9916,2741
2018-09-03,9936,9936,9886,9896,4889
2018-09-04,9891,9906,9858,9906,1686
2018-09-05,9926,9931,9871,9906,11717
2018-09-06,9881,9911,9853,9906,2262
2018-09-07,9863,9876,9863,9876,1171
2018-09-10,9843,9906,9843,9906,9519
2018-09-11,9906,9921,9868,9886,1555
2018-09-12,9868,9868,9833,9848,7386
2018-09-13,9843,9848,9828,9848,2434
2018-09-14,9868,9891,9853,9876,16070
2018-09-17,9871,9896,9853,9896,4325
2018-09-18,9896,9901,9868,9891,1763
2018-09-19,9843,9876,9833,9863,4372
2018-09-20,9871,9886,9858,9858,7045
2018-09-21,9858,9886,9843,9871,5411
2018-09-27,9863,9886,9863,9886,4838
2018-09-28,9906,9906,9848,9868,7287
2018-10-01,9876,9876,9838,9868,6184
2018-10-02,9868,9868,9833,9858,2803
2018-10-04,9858,9868,9780,9809,6795
2018-10-05,9809,9809,9750,9804,3808
2018-10-08,9795,9795,9755,9780,8045
2018-10-10,9785,9785,9745,9770,1788
