,Open,High,Low,Close,Volume
2016-01-04,,,,8179,119223
2016-01-05,,,,8263,42033
2016-01-06,,,,8263,36491
2016-01-07,,,,8413,135163
2016-01-08,,,,8467,190653
2016-01-11,,,,8472,39654
2016-01-12,,,,8408,38680
2016-01-13,,,,8323,34111
2016-01-14,,,,8383,46032
2016-01-15,,,,8308,38150
2016-01-18,,,,8373,63367
2016-01-19,,,,8363,30461
2016-01-20,,,,8373,45394
2016-01-21,,,,8453,101083
2016-01-22,,,,8438,277513
2016-01-25,,,,8463,100569
2016-01-26,,,,8547,74205
2016-01-27,,,,8607,67988
2016-01-28,,,,8602,23985
2016-01-29,,,,8567,37930
2016-02-01,,,,8607,51062
2016-02-02,,,,8637,30314
2016-02-03,,,,8666,110443
2016-02-04,,,,8771,108803
2016-02-05,,,,8861,107142
2016-02-11,,,,9259,481894
2016-02-12,,,,9512,380626
2016-02-15,,,,9373,326639
2016-02-16,,,,9184,262973
2016-02-17,,,,9259,180501
2016-02-18,,,,9283,119984
2016-02-19,,,,9418,104041
2016-02-22,,,,9353,98094
2016-02-23,,,,9358,143038
2016-02-24,,,,9433,164406
2016-02-25,,,,9502,113567
2016-02-26,,,,9527,73164
2016-02-29,,,,9448,59916
2016-03-02,,,,9423,192597
2016-03-03,,,,9522,77744
2016-03-04,,,,9696,142863
2016-03-07,,,,9676,67725
2016-03-08,,,,9741,126837
2016-03-09,,,,9637,47298
2016-03-10,,,,9592,34197
2016-03-11,,,,9786,151295
2016-03-14,,,,9632,52761
2016-03-15,,,,9413,113908
2016-03-16,,,,9453,50303
2016-03-17,,,,9672,113043
2016-03-18,,,,9741,172161
2016-03-21,,,,9552,46379
2016-03-22,,,,9572,64974
2016-03-23,,,,9472,44113
2016-03-24,,,,9348,63350
2016-03-25,,,,9487,111195
2016-03-28,,,,9338,99160
2016-03-29,,,,9358,31715
2016-03-30,,,,9497,61669
2016-03-31,,,,9443,16686
2016-04-01,,,,9458,84564
2016-04-04,,,,9333,64619
2016-04-05,,,,9403,25216
2016-04-06,,,,9438,16498
2016-04-07,,,,9443,18089
2016-04-08,,,,9482,12213
2016-04-11,,,,9577,43304
2016-04-12,,,,9622,27634
2016-04-14,,,,9487,67651
2016-04-15,,,,9448,45994
2016-04-18,,,,9463,43567
2016-04-19,,,,9472,34414
2016-04-20,,,,9567,82963
2016-04-21,,,,9622,54220
2016-04-22,,,,9567,36835
2016-04-25,,,,9487,17744
2016-04-26,,,,9487,17732
2016-04-27,,,,9532,7719
2016-04-28,,,,9602,35102
2016-04-29,,,,9771,158058
2016-05-02,,,,9920,89736
2016-05-03,,,,9880,67138
2016-05-04,,,,9811,132762
2016-05-09,,,,9806,67497
2016-05-10,,,,9701,78971
2016-05-11,,,,9741,50641
2016-05-12,,,,9751,55050
2016-05-13,,,,9771,14323
2016-05-16,,,,9786,35185
2016-05-17,,,,9806,29193
2016-05-18,,,,9751,32152
2016-05-19,,,,9622,78821
2016-05-20,,,,9602,27782
2016-05-23,,,,9582,22834
2016-05-24,,,,9552,16708
2016-05-25,,,,9403,50297
2016-05-26,,,,9438,137384
2016-05-27,,,,9358,38010
2016-05-30,,,,9214,57638
2016-05-31,,,,9278,16096
2016-06-01,,,,9313,20034
2016-06-02,,,,9298,10595
2016-06-03,,,,9269,40476
2016-06-07,,,,9512,42840
2016-06-08,,,,9562,23376
2016-06-09,,,,9652,41804
2016-06-10,,,,9706,53328
2016-06-13,,,,9816,97406
2016-06-14,,,,9786,77649
2016-06-15,,,,9866,58058
2016-06-16,,,,9970,206286
2016-06-17,,,,9851,101649
2016-06-20,,,,9811,77068
2016-06-21,,,,9846,96712
2016-06-22,,,,9662,88301
2016-06-23,,,,9696,112219
2016-06-24,,,,10139,669817
2016-06-27,,,,10209,567709
2016-06-28,,,,10114,209383
2016-06-29,,,,10134,119442
2016-06-30,,,,10075,89915
2016-07-01,,,,10229,128759
2016-07-04,,,,10328,139418
2016-07-05,,,,10313,113119
2016-07-06,,,,10507,145775
2016-07-07,,,,10502,91111
2016-07-08,,,,10418,79084
2016-07-11,,,,10448,134820
2016-07-12,,,,10373,65382
2016-07-13,,,,10269,177308
2016-07-14,,,,10224,29859
2016-07-15,,,,10229,48302
2016-07-18,,,,10179,40117
2016-07-19,,,,10184,43178
2016-07-20,,,,10159,28548
2016-07-21,,,,10070,32569
2016-07-22,,,,10149,45054
2016-07-25,,,,10075,27922
2016-07-26,,,,10084,25046
2016-07-27,,,,10075,17105
2016-07-28,,,,10244,79455
2016-07-29,,,,10239,42760
2016-08-01,,,,10288,51934
2016-08-02,,,,10343,97294
2016-08-03,,,,10443,67798
2016-08-04,,,,10313,32891
2016-08-05,,,,10428,53952
2016-08-08,,,,10214,40444
2016-08-09,,,,10154,17696
2016-08-10,,,,10338,61310
2016-08-11,,,,10244,87467
2016-08-12,,,,10229,17332
2016-08-16,,,,10308,33138
2016-08-17,,,,10249,84312
2016-08-18,,,,10313,26634
2016-08-19,,,,10313,22027
2016-08-22,,,,10174,21991
2016-08-23,,,,10209,15674
2016-08-24,,,,10184,13225
2016-08-25,,,,10099,36885
2016-08-26,,,,10075,70335
2016-08-29,,,,10045,26367
2016-08-30,,,,10055,47884
2016-08-31,,,,10000,237361
2016-09-01,,,,9990,8085
2016-09-02,,,,9980,15306
2016-09-05,,,,10114,44762
2016-09-06,,,,10114,10690
2016-09-07,,,,10303,56904
2016-09-08,,,,10278,10993
2016-09-09,,,,10199,17201
2016-09-12,,,,10109,29199
2016-09-13,,,,10119,20639
2016-09-19,,,,10040,26629
2016-09-20,,,,10045,6920
2016-09-21,,,,10050,18451
2016-09-22,,,,10184,21272
2016-09-23,,,,10179,164711
2016-09-26,,,,10179,48070
2016-09-27,,,,10189,40857
2016-09-28,,,,10114,13832
2016-09-29,,,,10094,10871
2016-09-30,,,,10124,12560
2016-10-04,,,,9975,81937
2016-10-05,,,,9676,91017
2016-10-06,,,,9657,70314
2016-10-07,,,,9547,41968
2016-10-10,,,,9637,43214
2016-10-11,,,,9582,77725
2016-10-12,,,,9552,180193
2016-10-13,,,,9612,57214
2016-10-14,,,,9547,10596
2016-10-17,,,,9542,10841
2016-10-18,,,,9567,27365
2016-10-19,,,,9602,20709
2016-10-20,,,,9681,30185
2016-10-21,,,,9632,15201
2016-10-24,,,,9622,12508
2016-10-25,,,,9647,24873
2016-10-26,,,,9706,39166
2016-10-27,,,,9652,34378
2016-10-28,,,,9652,32388
2016-10-31,,,,9741,30272
2016-11-01,,,,9731,13951
2016-11-02,,,,9856,97479
2016-11-03,,,,9910,78995
2016-11-04,,,,9875,26948
2016-11-07,,,,9806,62946
2016-11-08,,,,9751,32850
2016-11-09,,,,10035,410262
2016-11-10,,,,9806,116514
2016-11-11,,,,9622,155129
2016-11-14,,,,9278,166183
2016-11-15,,,,9343,51126
2016-11-16,,,,9383,46389
2016-11-17,,,,9333,41857
2016-11-18,,,,9154,113126
2016-11-21,,,,9234,50049
2016-11-22,,,,9273,158393
2016-11-23,,,,9209,100713
2016-11-24,,,,8995,151152
2016-11-25,,,,8980,100858
2016-11-28,,,,9050,60286
2016-11-29,,,,9065,59448
2016-11-30,,,,9030,67090
2016-12-01,,,,8945,172031
2016-12-02,,,,8920,66380
2016-12-05,,,,8950,66648
2016-12-06,,,,8885,81151
2016-12-07,,,,8890,56864
2016-12-08,,,,8945,34333
2016-12-09,,,,8875,131744
2016-12-12,,,,8791,102687
2016-12-13,,,,8826,184406
2016-12-14,,,,8821,472317
2016-12-15,,,,8686,306887
2016-12-16,,,,8607,220940
2016-12-19,,,,8671,132575
2016-12-20,,,,8637,122904
2016-12-21,,,,8642,92229
2016-12-22,,,,8587,139702
2016-12-23,,,,8597,95753
2016-12-26,,,,8781,65910
2016-12-27,,,,8676,241213
2016-12-28,,,,8691,87877
2016-12-29,,,,8736,122425
2017-01-02,,,,8856,206597
2017-01-03,,,,8801,258086
2017-01-04,,,,8846,180791
2017-01-05,,,,8945,165681
2017-01-06,,,,8945,254980
2017-01-09,,,,8920,108761
2017-01-10,,,,9015,131127
2017-01-11,,,,9030,138097
2017-01-12,,,,9094,172638
2017-01-13,,,,9045,336519
2017-01-16,,,,9094,110789
2017-01-17,,,,9174,146474
2017-01-18,,,,9204,166996
2017-01-19,,,,9119,153279
2017-01-20,,,,9159,94784
2017-01-23,,,,9234,108094
2017-01-24,,,,9224,137580
2017-01-25,,,,9104,91415
2017-01-26,,,,9045,202644
2017-01-31,,,,9124,144953
2017-02-01,,,,9134,148590
2017-02-02,,,,9214,152831
2017-02-03,,,,9214,130193
2017-02-06,,,,9278,119547
2017-02-07,,,,9333,161403
2017-02-08,,,,9353,123588
2017-02-09,,,,9403,175521
