date,Close,Volume
2016-01-04,3800.0,71196
2016-01-05,3846.0,18515
2016-01-06,3819.0,10178
2016-01-07,3764.0,38006
2016-01-08,3782.0,58025
2016-01-11,3701.0,29957
2016-01-12,3704.0,17653
2016-01-13,3755.0,9065
2016-01-14,3693.0,8940
2016-01-15,3567.0,89519
2016-01-18,3595.0,27702
2016-01-19,3551.0,34622
2016-01-20,3431.0,41833
2016-01-21,3464.0,19175
2016-01-22,3533.0,142326
2016-01-25,3581.0,56104
2016-01-26,3505.0,12423
2016-01-27,3562.0,5733
2016-01-28,3647.0,59732
2016-01-29,3690.0,33430
2016-02-01,3666.0,20570
2016-02-02,3616.0,9030
2016-02-03,3516.0,18919
2016-02-04,3575.0,38489
2016-02-05,3698.0,179557
2016-02-11,3559.0,46670
2016-02-12,3540.0,19322
2016-02-15,3666.0,34734
2016-02-16,3672.0,78611
2016-02-17,3804.0,116015
2016-02-18,3762.0,18415
2016-02-19,3721.0,21226
2016-02-22,3698.0,11725
2016-02-23,3701.0,12654
2016-02-24,3678.0,14396
2016-02-25,3657.0,15265
2016-02-26,3657.0,7416
2016-02-29,3621.0,15629
2016-03-02,3649.0,39695
2016-03-03,3701.0,24689
2016-03-04,3797.0,80511
2016-03-07,3839.0,76103
2016-03-08,3812.0,25120
2016-03-09,3814.0,8742
2016-03-10,3827.0,6119
2016-03-11,3871.0,22105
2016-03-14,3928.0,55680
2016-03-15,3917.0,29739
2016-03-16,3939.0,17100
2016-03-17,3951.0,36401
2016-03-18,3955.0,12295
2016-03-21,3968.0,17657
2016-03-22,3941.0,5765
2016-03-23,3922.0,30669
2016-03-24,3891.0,14492
2016-03-25,3853.0,13516
2016-03-28,3876.0,13327
2016-03-29,3947.0,36097
2016-03-30,3898.0,22237
2016-03-31,3934.0,16139
2016-04-01,3869.0,19169
2016-04-04,3839.0,13670
2016-04-05,3853.0,217279
2016-04-06,3839.0,52565
2016-04-07,3871.0,10733
2016-04-08,3829.0,51996
2016-04-11,3805.0,6767
2016-04-12,3829.0,11115
2016-04-14,4023.0,73987
2016-04-15,4036.0,56147
2016-04-18,4062.0,59301
2016-04-19,4106.0,102258
2016-04-20,4139.0,124833
2016-04-21,4182.0,80690
2016-04-22,4202.0,69866
2016-04-25,4224.0,84639
2016-04-26,4182.0,38792
2016-04-27,4192.0,108277
2016-04-28,4127.0,28671
2016-04-29,4102.0,23113
2016-05-02,3992.0,87467
2016-05-03,3986.0,11688
2016-05-04,3931.0,20625
2016-05-09,3878.0,39358
2016-05-10,3931.0,173824
2016-05-11,3951.0,10942
2016-05-12,3923.0,10124
2016-05-13,3869.0,32246
2016-05-16,3878.0,25211
2016-05-17,3849.0,19069
2016-05-18,3846.0,53229
2016-05-19,3961.0,85786
2016-05-20,3888.0,32327
2016-05-23,3874.0,27596
2016-05-24,3842.0,18989
2016-05-25,3928.0,11374
2016-05-26,3914.0,8799
2016-05-27,3931.0,21075
2016-05-30,3895.0,17870
2016-05-31,3968.0,47226
2016-06-01,3931.0,21580
2016-06-02,3910.0,32282
2016-06-03,3895.0,69576
2016-06-07,3938.0,162831
2016-06-08,4008.0,187681
2016-06-09,4062.0,230974
2016-06-10,4008.0,26223
2016-06-13,3938.0,13652
2016-06-14,3899.0,12905
2016-06-15,3802.0,69929
2016-06-16,3788.0,14383
2016-06-17,3788.0,10071
2016-06-20,3899.0,584859
2016-06-21,3862.0,15579
2016-06-22,3905.0,14040
2016-06-23,3934.0,587368
2016-06-24,3756.0,74559
2016-06-27,3697.0,51605
2016-06-28,3704.0,25652
2016-06-29,3748.0,107647
2016-06-30,3759.0,83439
2016-07-01,3764.0,186512
2016-07-04,3780.0,2864
2016-07-05,3748.0,14018
2016-07-06,3675.0,1118524
2016-07-07,3710.0,20156
2016-07-08,3667.0,29848
2016-07-11,3717.0,7971
2016-07-12,3775.0,18328
2016-07-13,3828.0,23602
2016-07-14,3792.0,45375
2016-07-15,3888.0,30406
2016-07-18,3874.0,14606
2016-07-19,3905.0,88931
2016-07-20,3883.0,8087
2016-07-21,3899.0,19003
2016-07-22,3970.0,63430
2016-07-25,4119.0,109158
2016-07-26,4127.0,51895
2016-07-27,4148.0,52444
2016-07-28,4103.0,15195
2016-07-29,4092.0,35682
2016-08-01,4106.0,22939
2016-08-02,4065.0,5307
2016-08-03,4022.0,52879
2016-08-04,4016.0,2310
2016-08-05,4070.0,206232
2016-08-08,4172.0,52061
2016-08-09,4240.0,236702
2016-08-10,4214.0,412521
2016-08-11,4196.0,32228
2016-08-12,4206.0,46407
2016-08-16,4209.0,18521
2016-08-17,4196.0,5599
2016-08-18,4151.0,9417
2016-08-19,4137.0,7442
2016-08-22,4145.0,15822
2016-08-23,4190.0,23055
2016-08-24,4137.0,15704
2016-08-25,4211.0,13194
2016-08-26,4151.0,10400
2016-08-29,4243.0,31874
2016-08-30,4268.0,177191
2016-08-31,4276.0,98262
2016-09-01,4330.0,37516
2016-09-02,4285.0,40829
2016-09-05,4315.0,30653
2016-09-06,4310.0,60473
2016-09-07,4349.0,67343
2016-09-08,4330.0,100275
2016-09-09,4349.0,21373
2016-09-12,4349.0,33334
2016-09-13,4240.0,110407
2016-09-19,4233.0,11566
2016-09-20,4214.0,3216
2016-09-21,4293.0,10672
2016-09-22,4236.0,92478
2016-09-23,4261.0,10161
2016-09-26,4265.0,15755
2016-09-27,4285.0,73449
2016-09-28,4251.0,45796
2016-09-29,4276.0,40236
2016-09-30,4223.0,31484
2016-10-04,4268.0,42069
2016-10-05,4243.0,15753
2016-10-06,4268.0,8834
2016-10-07,4240.0,4759
2016-10-10,4341.0,130920
2016-10-11,4413.0,90124
2016-10-12,4413.0,140755
2016-10-13,4374.0,58380
2016-10-14,4386.0,142672
2016-10-17,4447.0,33406
2016-10-18,4581.0,252962
2016-10-19,4614.0,196069
2016-10-20,4635.0,115299
2016-10-21,4660.0,133665
2016-10-24,4767.0,223497
2016-10-25,4773.0,270377
2016-10-26,4681.0,83165
2016-10-27,4677.0,94192
2016-10-28,4652.0,65516
2016-10-31,4700.0,133664
2016-11-01,4645.0,38854
2016-11-02,4575.0,86028
2016-11-03,4593.0,60155
2016-11-04,4589.0,25130
2016-11-07,4599.0,26351
2016-11-08,4589.0,25073
2016-11-09,4524.0,119369
2016-11-10,4721.0,164824
2016-11-11,4812.0,378047
2016-11-14,4720.0,53936
2016-11-15,4714.0,129211
2016-11-16,4681.0,94161
2016-11-17,4606.0,47898
2016-11-18,4645.0,31419
2016-11-21,4581.0,193088
2016-11-22,4584.0,15101
2016-11-23,4677.0,78325
2016-11-24,4667.0,32470
2016-11-25,4649.0,28735
2016-11-28,4616.0,134231
2016-11-29,4606.0,94622
2016-11-30,4645.0,24177
2016-12-01,4635.0,14152
2016-12-02,4645.0,11550
2016-12-05,4620.0,6720
2016-12-06,4606.0,34794
2016-12-07,4694.0,38695
2016-12-08,4848.0,156099
2016-12-09,4814.0,120958
2016-12-12,4864.0,113345
2016-12-13,4797.0,55726
