Price,Close
Ticker,ES=F
Date,
2026-03-16,6704.75
2026-03-17,6721.75
2026-03-18,6626.0
2026-03-19,6609.25
2026-03-20,6594.6298828125
2026-03-23,6634.75
2026-03-24,6606.0
2026-03-25,6640.75
2026-03-26,6525.0
2026-03-27,6412.25
2026-03-30,6388.25
2026-03-31,6570.75
2026-04-01,6617.75
2026-04-02,6622.25
2026-04-06,6651.0
2026-04-07,6656.75
2026-04-08,6823.75
2026-04-09,6863.25
2026-04-10,6855.25
2026-04-13,6922.75
2026-04-14,7004.75
2026-04-15,7060.5
2026-04-16,7077.0
2026-04-17,7161.5
2026-04-20,7148.0
2026-04-21,7100.0
2026-04-22,7171.25
2026-04-23,7143.5
2026-04-24,7194.75
2026-04-27,7206.0
2026-04-28,7171.0
2026-04-29,7168.0
2026-04-30,7243.75
2026-05-01,7258.0
2026-05-04,7230.25
2026-05-05,7287.25
2026-05-06,7389.5
2026-05-07,7363.0
2026-05-08,7419.0
2026-05-11,7436.75
2026-05-12,7426.5
2026-05-13,7469.5
2026-05-14,7525.5
2026-05-15,7432.25
2026-05-18,7425.75
2026-05-19,7378.0
2026-05-20,7451.75
2026-05-21,7466.0
2026-05-22,7491.0
