Price,Close
Ticker,^IRX
Date,
2026-03-02,3.5899999141693115
2026-03-03,3.5950000286102295
2026-03-04,3.5950000286102295
2026-03-05,3.5880000591278076
2026-03-06,3.569999933242798
2026-03-09,3.5929999351501465
2026-03-10,3.5950000286102295
2026-03-11,3.5999999046325684
2026-03-12,3.6050000190734863
2026-03-13,3.6029999256134033
2026-03-16,3.6050000190734863
2026-03-17,3.6050000190734863
2026-03-18,3.609999895095825
2026-03-19,3.611999988555908
2026-03-20,3.618000030517578
2026-03-23,3.611999988555908
2026-03-24,3.619999885559082
2026-03-25,3.619999885559082
2026-03-26,3.619999885559082
2026-03-27,3.6070001125335693
2026-03-30,3.5980000495910645
2026-03-31,3.5999999046325684
2026-04-01,3.6050000190734863
2026-04-02,3.6070001125335693
2026-04-06,3.622999906539917
2026-04-07,3.615000009536743
2026-04-08,3.5999999046325684
2026-04-09,3.5880000591278076
2026-04-10,3.5929999351501465
2026-04-13,3.6029999256134033
2026-04-14,3.611999988555908
2026-04-15,3.611999988555908
2026-04-16,3.609999895095825
2026-04-17,3.5999999046325684
2026-04-20,3.5980000495910645
2026-04-21,3.5980000495910645
2026-04-22,3.5950000286102295
2026-04-23,3.5950000286102295
2026-04-24,3.5929999351501465
2026-04-27,3.5899999141693115
2026-04-28,3.5899999141693115
2026-04-29,3.5899999141693115
2026-04-30,3.5850000381469727
2026-05-01,3.575000047683716
2026-05-04,3.5899999141693115
2026-05-05,3.5999999046325684
2026-05-06,3.5999999046325684
2026-05-07,3.5980000495910645
2026-05-08,3.5950000286102295
2026-05-11,3.5999999046325684
2026-05-12,3.6029999256134033
2026-05-13,3.5999999046325684
2026-05-14,3.5880000591278076
2026-05-15,3.5880000591278076
2026-05-18,3.568000078201294
2026-05-19,3.575000047683716
2026-05-20,3.556999921798706
2026-05-21,3.5820000171661377
2026-05-22,3.5850000381469727
