Price,Close
Ticker,GBPUSD=X
Date,
2026-03-02,1.3406623601913452
2026-03-03,1.3410578966140747
2026-03-04,1.3353630304336548
2026-03-05,1.3369520902633667
2026-03-06,1.3357375860214233
2026-03-09,1.3301055431365967
2026-03-10,1.3424980640411377
2026-03-11,1.3419036865234375
2026-03-12,1.338186502456665
2026-03-13,1.335250735282898
2026-03-16,1.3247665166854858
2026-03-17,1.3314337730407715
2026-03-18,1.335951805114746
2026-03-19,1.32650625705719
2026-03-20,1.342570185661316
2026-03-23,1.3331555128097534
2026-03-24,1.342426061630249
2026-03-25,1.3416335582733154
2026-03-26,1.336362361907959
2026-03-27,1.3335645198822021
2026-03-30,1.3238370418548584
2026-03-31,1.3172800540924072
2026-04-01,1.324327826499939
2026-04-02,1.3302648067474365
2026-04-03,1.3230313062667847
2026-04-06,1.3186348676681519
2026-04-07,1.3234164714813232
2026-04-08,1.3401771783828735
2026-04-09,1.3394052982330322
2026-04-10,1.3430029153823853
2026-04-13,1.339441180229187
2026-04-14,1.3515340089797974
2026-04-15,1.357533574104309
2026-04-16,1.3573696613311768
2026-04-17,1.3526124954223633
2026-04-20,1.348435878753662
2026-04-21,1.3531250953674316
2026-04-22,1.3509680032730103
2026-04-23,1.3500378131866455
2026-04-24,1.3466380834579468
2026-04-27,1.3515102863311768
2026-04-28,1.3538211584091187
2026-04-29,1.3524478673934937
2026-04-30,1.3488596677780151
2026-05-01,1.3602666854858398
2026-05-04,1.3581420183181763
2026-05-05,1.353143334388733
2026-05-06,1.3568705320358276
2026-05-07,1.3591758012771606
2026-05-08,1.3555645942687988
2026-05-11,1.3594714403152466
2026-05-12,1.360470175743103
2026-05-13,1.3537001609802246
2026-05-14,1.352630853652954
2026-05-15,1.3391362428665161
2026-05-18,1.330849051475525
2026-05-19,1.3432012796401978
2026-05-20,1.3396027088165283
2026-05-21,1.3433998823165894
2026-05-22,1.3432555198669434
2026-05-24,1.3470735549926758
