Price,Close
Ticker,HG=F
Date,
2026-03-16,5.790500164031982
2026-03-17,5.726500034332275
2026-03-18,5.553999900817871
2026-03-19,5.433000087738037
2026-03-20,5.34250020980835
2026-03-23,5.439499855041504
2026-03-24,5.422500133514404
2026-03-25,5.5289998054504395
2026-03-26,5.446499824523926
2026-03-27,5.4670000076293945
2026-03-30,5.47599983215332
2026-03-31,5.587500095367432
2026-04-01,5.624000072479248
2026-04-02,5.563000202178955
2026-04-06,5.583499908447266
2026-04-07,5.54449987411499
2026-04-08,5.759500026702881
2026-04-09,5.748000144958496
2026-04-10,5.870500087738037
2026-04-13,5.97599983215332
2026-04-14,6.070499897003174
2026-04-15,6.072000026702881
2026-04-16,6.066500186920166
2026-04-17,6.103499889373779
2026-04-20,6.035999774932861
2026-04-21,6.001500129699707
2026-04-22,6.119999885559082
2026-04-23,6.075500011444092
2026-04-24,6.023499965667725
2026-04-27,6.01800012588501
2026-04-28,5.9145002365112305
2026-04-29,5.878499984741211
2026-04-30,5.926000118255615
2026-05-01,5.932000160217285
2026-05-04,5.795000076293945
2026-05-05,5.942999839782715
2026-05-06,6.136499881744385
2026-05-07,6.127500057220459
2026-05-08,6.249000072479248
2026-05-11,6.41349983215332
2026-05-12,6.485000133514404
2026-05-13,6.635499954223633
2026-05-14,6.567500114440918
2026-05-15,6.251500129699707
2026-05-18,6.271999835968018
2026-05-19,6.164999961853027
2026-05-20,6.290500164031982
2026-05-21,6.256999969482422
2026-05-22,6.379000186920166
