year,report,account,current,previous,fs_div,sj_div
2025,연간,자산총계,645998217783,569356264734,CFS,BS
2025,연간,자본총계,539036262184,471716805682,CFS,BS
2025,연간,부채와자본총계,645998217783,569356264734,CFS,BS
2025,연간,부채총계,106961955599,97639459052,CFS,BS
2025,연간,영업이익(손실),88494057075,83924423263,CFS,CIS
2025,연간,매출총이익,223228482975,209593989631,CFS,CIS
2025,연간,지배주주당기순이익,78545663379,79128216285,CFS,CIS
2025,연간,매출액,457213151918,398050977575,CFS,CIS
2024,연간,자산총계,569356264734,494393356491,CFS,BS
2024,연간,자본총계,471716805682,392569607133,CFS,BS
2024,연간,자본과부채총계,569356264734,494393356491,CFS,BS
2024,연간,부채총계,97639459052,101823749358,CFS,BS
2024,연간,영업이익(손실),83924423263,54118591422,CFS,CIS
2024,연간,매출총이익,209593989631,164600805861,CFS,CIS
2024,연간,당기순이익(손실),79128216285,52520188202,CFS,CIS
2024,연간,수익(매출액),398050977575,351863805650,CFS,CIS
2023,연간,자산총계,494393356491,472649339864,CFS,BS
2023,연간,자본총계,392569607133,353307517966,CFS,BS
2023,연간,자본과부채총계,494393356491,472649339864,CFS,BS
2023,연간,부채총계,101823749358,119341821898,CFS,BS
2023,연간,영업이익(손실),54118591422,91842998729,CFS,CIS
2023,연간,매출총이익,164600805861,213351161123,CFS,CIS
2023,연간,당기순이익(손실),52520188202,77443254531,CFS,CIS
2023,연간,수익(매출액),351863805650,460909201007,CFS,CIS
2022,연간,자산총계,472649339864,413262217895,CFS,BS
2022,연간,부채총계,119341821898,124191260092,CFS,BS
2022,연간,자본총계,353307517966,289070957803,CFS,BS
2022,연간,자본과부채총계,472649339864,413262217895,CFS,BS
2022,연간,수익(매출액),460909201007,445803726054,CFS,CIS
2022,연간,매출총이익,213351161123,200913309315,CFS,CIS
2022,연간,영업이익(손실),91842998729,94084940603,CFS,CIS
2022,연간,당기순이익(손실),77443254531,76728411521,CFS,CIS
2025,3분기,자산총계,608692803376,569356264734,CFS,BS
2025,3분기,자본총계,517612191036,471716805682,CFS,BS
2025,3분기,부채와자본총계,608692803376,569356264734,CFS,BS
2025,3분기,부채총계,91080612340,97639459052,CFS,BS
2025,3분기,영업이익(손실),23398597601,0,CFS,CIS
2025,3분기,매출총이익,52024428208,0,CFS,CIS
2025,3분기,지배주주당기순이익,20612385858,0,CFS,CIS
2025,3분기,매출액,104135755017,0,CFS,CIS
2024,3분기,자산총계,561039762647,495058245571,CFS,BS
2024,3분기,자본총계,452152397897,392569607133,CFS,BS
2024,3분기,자본과부채총계,561039762647,495058245571,CFS,BS
2024,3분기,부채총계,108887364750,102488638438,CFS,BS
2024,3분기,영업이익(손실),29124805762,0,CFS,CIS
2024,3분기,매출총이익,60753542513,0,CFS,CIS
2024,3분기,당기순이익(손실),23443964940,0,CFS,CIS
2024,3분기,수익(매출액),118006251997,0,CFS,CIS
2023,3분기,자산총계,494170924482,472649339864,CFS,BS
2023,3분기,자본총계,376014021474,353307517966,CFS,BS
2023,3분기,자본과부채총계,494170924482,472649339864,CFS,BS
2023,3분기,부채총계,118156903008,119341821898,CFS,BS
2023,3분기,영업이익(손실),25455503183,0,CFS,CIS
2023,3분기,매출총이익,50565121912,0,CFS,CIS
2023,3분기,당기순이익(손실),19974058790,0,CFS,CIS
2023,3분기,수익(매출액),93981377983,0,CFS,CIS
2022,3분기,자산총계,474755449651,413262217895,CFS,BS
2022,3분기,부채총계,119950000411,124191260092,CFS,BS
2022,3분기,자본총계,354805449240,289070957803,CFS,BS
2022,3분기,자본과부채총계,474755449651,413262217895,CFS,BS
2022,3분기,수익(매출액),142066261598,0,CFS,CIS
2022,3분기,매출총이익,76641025592,0,CFS,CIS
2022,3분기,영업이익(손실),45300454516,0,CFS,CIS
2022,3분기,당기순이익(손실),38733182160,0,CFS,CIS
2025,반기,자산총계,591871104887,569356264734,CFS,BS
2025,반기,자본총계,493515694294,471716805682,CFS,BS
2025,반기,부채와자본총계,591871104887,569356264734,CFS,BS
2025,반기,부채총계,98355410593,97639459052,CFS,BS
2025,반기,영업이익(손실),20563963939,0,CFS,CIS
2025,반기,매출총이익,51225747211,0,CFS,CIS
2025,반기,매출액,108451042678,0,CFS,CIS
2024,반기,자산총계,548181332652,495058245571,CFS,BS
2024,반기,자본총계,429856859378,392569607133,CFS,BS
2024,반기,자본과부채총계,548181332652,495058245571,CFS,BS
2024,반기,부채총계,118324473274,102488638438,CFS,BS
2024,반기,영업이익(손실),22782012785,0,CFS,CIS
2024,반기,매출총이익,51096235214,0,CFS,CIS
2024,반기,당기순이익(손실),19656990098,0,CFS,CIS
2024,반기,수익(매출액),97133170697,0,CFS,CIS
2023,반기,자산총계,493653368941,472649339864,CFS,BS
2023,반기,부채총계,138352363599,119341821898,CFS,BS
2023,반기,자본총계,355301005342,353307517966,CFS,BS
2023,반기,자본과부채총계,493653368941,472649339864,CFS,BS
2023,반기,수익(매출액),65537411482,0,CFS,CIS
2023,반기,매출총이익,27121670008,0,CFS,CIS
2023,반기,영업이익(손실),1471184771,0,CFS,CIS
2023,반기,당기순이익(손실),2531678217,0,CFS,CIS
2022,반기,자산총계,435721716466,413262217895,CFS,BS
2022,반기,부채총계,121048926740,124191260092,CFS,BS
2022,반기,자본총계,314672789726,289070957803,CFS,BS
2022,반기,자본과부채총계,435721716466,413262217895,CFS,BS
2022,반기,수익(매출액),133909105289,0,CFS,CIS
2022,반기,매출총이익,57523140084,0,CFS,CIS
2022,반기,영업이익(손실),27022600491,0,CFS,CIS
2022,반기,당기순이익(손실),22666155881,0,CFS,CIS
2026,1분기,자산총계,708427057908,645998217783,CFS,BS
2026,1분기,자본총계,567031454083,539036262184,CFS,BS
2026,1분기,부채와자본총계,708427057908,645998217783,CFS,BS
2026,1분기,부채총계,141395603825,106961955599,CFS,BS
2026,1분기,영업이익(손실),47177454732,0,CFS,CIS
2026,1분기,매출총이익,77137788030,0,CFS,CIS
2026,1분기,당기순이익(손실),41030149984,0,CFS,CIS
2026,1분기,매출액,156593558827,0,CFS,CIS
2025,1분기,자산총계,583059632530,569356264734,CFS,BS
2025,1분기,자본총계,479540605239,471716805682,CFS,BS
2025,1분기,자본과부채총계,583059632530,569356264734,CFS,BS
2025,1분기,부채총계,103519027291,97639459052,CFS,BS
2025,1분기,영업이익(손실),22633611790,0,CFS,CIS
2025,1분기,매출총이익,50927148281,0,CFS,CIS
2025,1분기,당기순이익(손실),19958459711,0,CFS,CIS
2025,1분기,수익(매출액),101958871892,0,CFS,CIS
2024,1분기,자산총계,514199276992,494393356491,CFS,BS
2024,1분기,자본총계,408846828883,392569607133,CFS,BS
2024,1분기,자본과부채총계,514199276992,494393356491,CFS,BS
2024,1분기,부채총계,105352448109,101823749358,CFS,BS
2024,1분기,영업이익(손실),21343121853,0,CFS,CIS
2024,1분기,매출총이익,44563390079,0,CFS,CIS
2024,1분기,당기순이익(손실),20646245794,0,CFS,CIS
