year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,151933828832,111415756439,619277678729,587561120459,151933828832,619277678729,0.054,0.3637,0.0,0.4211,1.0
2021,Q4,197684583161,151933828832,768688180555,619277678729,197684583161,768688180555,0.2413,0.3011,0.0,0.3759,1.0
2022,Q4,185990108464,197684583161,885470791861,768688180555,185990108464,885470791861,0.1519,-0.0592,0.0,-0.1058,-1.0
2023,Q4,124144351473,185990108464,771654641559,885470791861,124144351473,771654641559,-0.1285,-0.3325,0.0,-0.3994,-1.0
2024,Q1,34187406087.0,0,-11912889831.0,0.0,34187406087.0,-11912889831.0,0,34187406087.0,0.0,0.0,0.0
2024,Q2,35120557615.0,0,-12180463901.0,0.0,35120557615.0,-12180463901.0,0,35120557615.0,0.0,0.0,0.0
2024,Q3,37005571528.0,0,5117445879.0,0.0,37005571528.0,5117445879.0,0,37005571528.0,0.0,0.0,0.0
2024,Q4,128825376120,124144351473,776356975793,771654641559,128825376120,776356975793,0.0061,0.0377,0.0,0.0701,1.0
2025,Q1,41696010669.0,0,-3928330740.0,0.0,41696010669.0,-3928330740.0,0,41696010669.0,0.0,0.0,0.0
2025,Q2,48854536364.0,0,-10179938374.0,0.0,48854536364.0,-10179938374.0,0,48854536364.0,0.0,0.0,0.0
2025,Q3,48806980313.0,0,-10810127731.0,0.0,48806980313.0,-10810127731.0,0,48806980313.0,0.0,0.0,0.0
2025,Q4,156233146521,128825376120,883968714104,776356975793,156233146521,883968714104,0.1386,0.2128,0.0,0.2985,1.0
