date,name,position,change_dir,shares_before,shares_after,change_amount
2024-12-17,이두순,,,0,0,0
2024-12-17,박준영,,,0,0,0
2024-12-17,이승준,,,0,0,0
2024-12-17,방원조,,,0,0,0
2024-12-17,윤재동,,,0,0,0
2025-03-04,이승준,,,0,0,0
2025-03-04,박준영,,,0,0,0
2025-04-08,윤재동,,,0,0,0
2026-03-05,이두순,,,0,0,0
2026-03-05,박준영,,,0,0,0
2026-03-05,이승준,,,0,0,0
2024-12-17,이두순,,,0,0,0
2024-12-17,박준영,,,0,0,0
2024-12-17,이승준,,,0,0,0
2024-12-17,방원조,,,0,0,0
2024-12-17,윤재동,,,0,0,0
2025-03-04,이승준,,,0,0,0
2025-03-04,박준영,,,0,0,0
2025-04-08,윤재동,,,0,0,0
2026-03-05,이두순,,,0,0,0
2026-03-05,박준영,,,0,0,0
2026-03-05,이승준,,,0,0,0
2026-07-09,방원조,,,0,0,0
