date,short_proxy_vol,short_proxy_foreign,short_proxy_score
2026-02-19,0.0,0,0.0
2026-02-20,0.0,0,0.0
2026-02-23,1.435,0,0.718
2026-02-24,0.0,0,0.0
2026-02-25,0.0,0,0.0
2026-02-26,0.0,0,0.0
2026-02-27,0.0,0,0.0
2026-03-03,1.128,0,0.564
2026-03-04,1.052,0,0.526
2026-03-05,0.0,0,0.0
2026-03-06,0.0,0,0.0
2026-03-09,0.809,0,0.404
2026-03-10,0.0,0,0.0
2026-03-11,0.0,0,0.0
2026-03-12,1.163,1,1.082
2026-03-13,0.819,0,0.41
2026-03-16,0.645,0,0.322
2026-03-17,0.0,0,0.0
2026-03-18,0.0,0,0.0
2026-03-19,0.841,0,0.42
2026-03-20,0.0,0,0.0
2026-03-23,0.931,0,0.466
2026-03-24,0.0,0,0.0
2026-03-25,0.0,0,0.0
2026-03-26,0.0,0,0.0
2026-03-27,0.0,0,0.0
2026-03-30,1.106,0,0.553
2026-03-31,1.966,0,0.983
2026-04-01,0.0,0,0.0
2026-04-02,0.0,0,0.0
2026-04-03,0.51,0,0.255
2026-04-06,0.0,0,0.0
2026-04-07,0.0,0,0.0
2026-04-08,0.0,1,0.5
2026-04-09,1.075,0,0.538
2026-04-10,0.0,0,0.0
2026-04-13,0.866,0,0.433
2026-04-14,0.0,1,0.5
2026-04-15,0.0,0,0.0
2026-04-16,0.0,0,0.0
2026-04-17,0.0,0,0.0
2026-04-20,0.0,0,0.0
2026-04-21,1.215,0,0.608
2026-04-22,1.264,0,0.632
2026-04-23,2.458,1,1.729
2026-04-24,0.0,0,0.0
2026-04-27,1.164,1,1.082
2026-04-28,0.0,1,0.5
2026-04-29,0.88,1,0.94
2026-04-30,0.0,1,0.5
2026-05-04,0.0,1,0.5
2026-05-06,0.0,0,0.0
2026-05-07,0.0,1,0.5
2026-05-08,0.0,0,0.0
2026-05-11,0.0,0,0.0
2026-05-12,1.102,0,0.551
2026-05-13,1.072,0,0.536
2026-05-14,0.0,0,0.0
2026-05-15,1.062,0,0.531
2026-05-18,0.726,0,0.363
2026-05-19,0.923,1,0.962
2026-07-21,0.923,1,0.962
