year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2022,Q4,-17863480687,0,9767826850,0,-17863480687,9767826850,0.0,0,0.0,0.0,0.0
2023,Q4,-31335510474,-17863480687,0,9767826850,-31335510474,0,-1.0,-0.7542,0.0,-0.6013,-1.0
2024,Q1,-7615525436.0,0,0,0.0,-7615525436.0,0,0,-7615525436.0,0.0,0.0,0.0
2024,Q2,-8637806222.0,0,0,0.0,-8637806222.0,0,0,-8637806222.0,0.0,0.0,0.0
2024,Q3,-9493772141.0,0,0,0.0,-9493772141.0,0,0,-9493772141.0,0.0,0.0,0.0
2024,Q4,-36339049690,-31335510474,0,0,-36339049690,0,0.0,-0.1597,0.0,-0.2421,-1.0
2025,Q1,-14485101418.0,0,0,0.0,-14485101418.0,0,0,-14485101418.0,0.0,0.0,0.0
2025,Q2,-10161278152.0,0,3350250000.0,0.0,-10161278152.0,3350250000.0,0,-10161278152.0,0.0,0.0,0.0
2025,Q3,-13563158292.0,0,4140000000.0,0.0,-13563158292.0,4140000000.0,0,-13563158292.0,0.0,0.0,0.0
2025,Q4,-54384535976,-36339049690,7512306000,0,-54384535976,7512306000,0.0,-0.4966,0.0,-0.4983,-1.0
