ticker,name,PER,PBR,DIV,market_cap,revenue_growth,profit_margin
PLD,"Prologis, Inc.",39.75,2.4748163,3.08,131443965952,0.04,0.36205003
AMT,American Tower Corporation (REI,29.921724,22.190498,3.68,87708139520,0.077,0.28106
EQIX,"Equinix, Inc.",67.40087,6.4400206,2.09,91191377920,0.081,0.14579001
SPG,"Simon Property Group, Inc.",14.24435,12.693518,4.33,76077842432,0.131,0.72792
O,Realty Income Corporation,61.81308,1.5580316,4.95,60723515392,0.103,0.17135
