ticker,name,PER,PBR,DIV,market_cap,revenue_growth,profit_margin
ALB,Albemarle Corporation,19.371313,2.7164953,0.96,19847827456,0.159,-0.09929
ENPH,"Enphase Energy, Inc.",36.093025,5.6143737,0.0,6092828160,-0.103,0.11686
QS,QuantumScape Corporation,-12.047982,3.5592344,0.0,4137014272,0.0,0.0
PLUG,"Plug Power, Inc.",-5.992245,1.5847459,0.0,2602357760,0.019,0.0
FSLR,"First Solar, Inc.",18.54908,2.8790784,0.0,25955694592,0.797,0.27728
