ticker,name,PER,PBR,DIV,market_cap,revenue_growth,profit_margin
ISRG,"Intuitive Surgical, Inc.",63.884663,10.042037,0.0,179003392000,0.188,0.28375998
ROK,"Rockwell Automation, Inc.",45.628147,11.961308,1.4,44837228544,0.119,0.11557
ABB,ABB,0.0,0.0,0.0,0,0.0,0.0
FANUY,Fanuc Corporation,37.83636,1.6785787,1.63,38838087680,0.095,0.19348
IRBT,iRobot Corporation,-1.4133333,0.017574137,0.0,14843741,-0.246,0.01942
