ticker,name,PER,PBR,DIV,market_cap,revenue_growth,profit_margin
JPM,JP Morgan Chase & Co.,15.523976,2.4473968,1.95,846051934208,0.025,0.3391
BAC,Bank of America Corporation,13.92651,1.3802971,2.08,387470426112,0.132,0.28401
WFC,Wells Fargo & Company,14.169328,1.6674812,2.06,278436773888,0.05,0.26659
GS,"Goldman Sachs Group, Inc. (The)",17.96688,2.579988,1.96,279181492224,0.152,0.28917998
MS,Morgan Stanley,17.163404,2.7850373,2.29,278780739584,0.11,0.23986
