ticker,name,PER,PBR,DIV,market_cap,revenue_growth,profit_margin
AAPL,Apple Inc.,33.49114,44.111366,0.4,3888777003008,0.157,0.27037
MSFT,Microsoft Corporation,24.857948,7.549748,0.91,2952363507712,0.167,0.39044
NVDA,NVIDIA Corporation,46.98515,38.802124,0.02,4621547864064,0.625,0.53007
AVGO,Broadcom Inc.,69.59205,5.617095,0.78,1577184657408,0.164,0.36198002
CRM,"Salesforce, Inc.",24.720963,2.9059749,0.9,176272326656,0.086,0.17913
