ticker,name,PER,PBR,DIV,market_cap,revenue_growth,profit_margin
META,"Meta Platforms, Inc.",27.936089,7.635762,0.33,1658528202752,0.238,0.30084
GOOGL,Alphabet Inc.,29.137835,9.168922,0.28,3810313371648,0.18,0.32810003
DIS,Walt Disney Company (The),15.549337,1.7285811,1.42,187234205696,0.052,0.128
NFLX,"Netflix, Inc.",31.094862,12.479378,0.0,333709443072,0.176,0.24304001
T,AT&T Inc.,9.203947,1.7814847,3.98,198362791936,0.036,0.17472
