ticker,name,PER,PBR,DIV,market_cap,revenue_growth,profit_margin
LMT,Lockheed Martin Corporation,30.673813,22.428703,2.03,152319918080,0.091,0.06685
RTX,RTX Corporation,41.39798,4.2158537,1.32,275061571584,0.121,0.07598
NOC,Northrop Grumman Corporation,24.856062,6.1618905,1.25,103266525184,0.096,0.09968001
GD,General Dynamics Corporation,22.745632,3.702978,1.69,95020376064,0.078,0.08011
BA,Boeing Company (The),93.560486,33.419273,0.0,182224076800,0.571,0.02498
