date,name,position,change_dir,shares_before,shares_after,change_amount
2024-04-03,최성안,,,0,0,0
2024-12-06,박용구,,,0,0,0
2024-12-06,민준호,,,0,0,0
2025-12-03,황원준,,,0,0,0
2025-12-03,권혁수,,,0,0,0
2024-12-06,박용구,,,0,0,0
2024-12-06,민준호,,,0,0,0
2025-12-03,황원준,,,0,0,0
2025-12-03,권혁수,,,0,0,0
2026-06-26,안영규,,,0,0,0
2026-06-29,최성안,,,0,0,0
2026-06-30,염철성,,,0,0,0
2026-06-30,윤재균,,,0,0,0
2026-06-30,이승훈,,,0,0,0
2026-06-30,이성락,,,0,0,0
2026-07-01,김경희,,,0,0,0
2026-07-01,이호기,,,0,0,0
2026-07-06,이병선,,,0,0,0
2026-07-07,이왕근,,,0,0,0
2026-07-07,김경수,,,0,0,0
2026-07-08,안동민,,,0,0,0
2026-07-09,남궁금성,,,0,0,0
2026-07-10,백정훈,,,0,0,0
2026-07-10,정인호,,,0,0,0
2026-07-13,이동현,,,0,0,0
2026-07-14,박철희,,,0,0,0
2026-07-14,윤기원,,,0,0,0
