year,report,account,current,previous,fs_div,sj_div
2025,연간,자산총계,14948871093928,17194637128138,CFS,BS
2025,연간,자본총계,4095039935055,3749451105353,CFS,BS
2025,연간,자본과부채총계,14948871093928,17194637128138,CFS,BS
2025,연간,부채총계,10853831158873,13445186022785,CFS,BS
2025,연간,영업이익,862210880029,502698683088,CFS,IS
2025,연간,매출총이익,1374326131503,920562045854,CFS,IS
2025,연간,당기순이익(손실),535753735212,53877228765,CFS,IS
2025,연간,매출액,10650010702818,9903077919464,CFS,IS
2024,연간,자산총계,17194637128138,15593389152394,CFS,BS
2024,연간,자본총계,3749451105353,3409207598067,CFS,BS
2024,연간,자본과부채총계,17194637128138,15593389152394,CFS,BS
2024,연간,부채총계,13445186022785,12184181554327,CFS,BS
2024,연간,영업이익,502698683088,233344768042,CFS,IS
2024,연간,매출총이익,920562045854,645473765040,CFS,IS
2024,연간,당기순이익(손실),53877228765,-155556375770,CFS,IS
2024,연간,매출액,9903077919464,8009429912108,CFS,IS
2023,연간,자산총계,15593389152394,14491697984864,CFS,BS
2023,연간,자본총계,3409207598067,3571937396906,CFS,BS
2023,연간,자본과부채총계,15593389152394,14491697984864,CFS,BS
2023,연간,부채총계,12184181554327,10919760587958,CFS,BS
2023,연간,영업이익(손실),233344768042,-854420950816,CFS,IS
2023,연간,매출총이익(손실),645473765040,-462219958086,CFS,IS
2023,연간,당기순이익(손실),-155556375770,-627411807133,CFS,IS
2022,연간,자산총계,14491697984864,12138595961258,CFS,BS
2022,연간,부채총계,10919760587958,8041328855444,CFS,BS
2022,연간,자본총계,3571937396906,4097267105814,CFS,BS
2022,연간,부채와자본총계,14491697984864,12138595961258,CFS,BS
2022,연간,매출액,5944667452285,6622001487326,CFS,IS
2022,연간,매출총이익(손실),-462219958086,-765662003957,CFS,IS
2022,연간,영업이익(손실),-854420950816,-1311956174022,CFS,IS
2022,연간,당기순이익(손실),-627411807133,-1452069565718,CFS,IS
2025,3분기,자산총계,14539449705480,17194637128138,CFS,BS
2025,3분기,자본총계,3945345924966,3749451105353,CFS,BS
2025,3분기,자본과부채총계,14539449705480,17194637128138,CFS,BS
2025,3분기,부채총계,10594103780514,13445186022785,CFS,BS
2025,3분기,영업이익,238082461600,0,CFS,IS
2025,3분기,매출총이익,353381190212,0,CFS,IS
2025,3분기,매출액,2634818809913,0,CFS,IS
2024,3분기,자산총계,15075969114525,15593389152394,CFS,BS
2024,3분기,자본총계,3731177187223,3409207598067,CFS,BS
2024,3분기,자본과부채총계,15075969114525,15593389152394,CFS,BS
2024,3분기,부채총계,11344791927302,12184181554327,CFS,BS
2024,3분기,영업이익,119869330359,0,CFS,IS
2024,3분기,매출총이익,227364111368,0,CFS,IS
2024,3분기,매출액,2322956355625,0,CFS,IS
2023,3분기,자산총계,16599198922249,14491697984864,CFS,BS
2023,3분기,자본총계,3872126222998,3571937396906,CFS,BS
2023,3분기,부채와자본총계,16599198922249,14491697984864,CFS,BS
2023,3분기,부채총계,12727072699251,10919760587958,CFS,BS
2023,3분기,영업이익(손실),75874288927,0,CFS,IS
2023,3분기,매출총이익(손실),186626986691,0,CFS,IS
2023,3분기,매출액,2025430336171,0,CFS,IS
2022,3분기,자산총계,16861060285791,12138595961258,CFS,BS
2022,3분기,부채총계,12369442930338,8041328855444,CFS,BS
2022,3분기,자본총계,4491617355453,4097267105814,CFS,BS
2022,3분기,자본과부채총계,16861060285791,12138595961258,CFS,BS
2022,3분기,매출액,1400129051864,0,CFS,IS
2022,3분기,매출총이익(손실),-70328875548,0,CFS,IS
2022,3분기,영업이익(손실),-167918800731,0,CFS,IS
2025,반기,자산총계,13941719463198,17194637128138,CFS,BS
2025,반기,자본총계,3608957330867,3749451105353,CFS,BS
2025,반기,자본과부채총계,13941719463198,17194637128138,CFS,BS
2025,반기,부채총계,10332762132331,13445186022785,CFS,BS
2025,반기,영업이익,204816240484,0,CFS,IS
2025,반기,매출총이익,325230368867,0,CFS,IS
2025,반기,매출액,2682977392293,0,CFS,IS
2024,반기,자산총계,16778247957823,15593389152394,CFS,BS
2024,반기,자본총계,3918501591939,3409207598067,CFS,BS
2024,반기,자본과부채총계,16778247957823,15593389152394,CFS,BS
2024,반기,부채총계,12859746365884,12184181554327,CFS,BS
2024,반기,영업이익,130728942748,0,CFS,IS
2024,반기,매출총이익,232961988567,0,CFS,IS
2024,반기,매출액,2531955020493,0,CFS,IS
2023,반기,자산총계,14981181781856,14491697984864,CFS,BS
2023,반기,부채총계,11272755188852,10919760587958,CFS,BS
2023,반기,자본총계,3708426593004,3571937396906,CFS,BS
2023,반기,부채와자본총계,14981181781856,14491697984864,CFS,BS
2023,반기,매출액,1945786579939,0,CFS,IS
2023,반기,매출총이익(손실),152416638364,0,CFS,IS
2023,반기,영업이익(손실),58914338193,0,CFS,IS
2022,반기,자산총계,13796449422974,12138595961258,CFS,BS
2022,반기,부채총계,9570294283931,8041328855444,CFS,BS
2022,반기,자본총계,4226155139043,4097267105814,CFS,BS
2022,반기,자본과부채총계,13796449422974,12138595961258,CFS,BS
2022,반기,매출액,1426146296117,0,CFS,IS
2022,반기,매출총이익(손실),-173448577369,0,CFS,IS
2022,반기,영업이익(손실),-255741895140,0,CFS,IS
2026,1분기,자산총계,16568722984124,14948871093928,CFS,BS
2026,1분기,자본총계,4455492782205,4095039935055,CFS,BS
2026,1분기,자본과부채총계,16568722984124,14948871093928,CFS,BS
2026,1분기,부채총계,12113230201919,10853831158873,CFS,BS
2026,1분기,영업이익,273118473369,0,CFS,IS
2026,1분기,매출총이익,398051537934,0,CFS,IS
2026,1분기,매출액,2902250597972,0,CFS,IS
2025,1분기,자산총계,16281156024663,17194637128138,CFS,BS
2025,1분기,자본총계,3807958505639,3749451105353,CFS,BS
2025,1분기,자본과부채총계,16281156024663,17194637128138,CFS,BS
2025,1분기,부채총계,12473197519024,13445186022785,CFS,BS
2025,1분기,영업이익,123076970162,0,CFS,IS
2025,1분기,매출총이익,237605865386,0,CFS,IS
2025,1분기,매출액,2494285868057,0,CFS,IS
2024,1분기,자산총계,16359005440242,15593389152394,CFS,BS
2024,1분기,자본총계,3671870991224,3409207598067,CFS,BS
2024,1분기,자본과부채총계,16359005440242,15593389152394,CFS,BS
2024,1분기,부채총계,12687134449018,12184181554327,CFS,BS
2024,1분기,영업이익,77866935302,0,CFS,IS
2024,1분기,매출총이익,164613458930,0,CFS,IS
2024,1분기,매출액,2347795521953,0,CFS,IS
2023,1분기,자산총계,14651888207303,14491697984864,CFS,BS
2023,1분기,부채총계,10931420361114,10919760587958,CFS,BS
2023,1분기,자본총계,3720467846189,3571937396906,CFS,BS
2023,1분기,부채와자본총계,14651888207303,14491697984864,CFS,BS
2023,1분기,매출액,1605051963194,0,CFS,IS
2023,1분기,매출총이익(손실),108862263286,0,CFS,IS
2023,1분기,영업이익(손실),19557062137,0,CFS,IS
2022,1분기,자산총계,12286879304161,12138595961258,CFS,BS
2022,1분기,부채총계,8253315241446,8041328855444,CFS,BS
2022,1분기,자본총계,4033564062715,4097267105814,CFS,BS
2022,1분기,자본과부채총계,12286879304161,12138595961258,CFS,BS
2022,1분기,매출액,1483845987668,0,CFS,IS
2022,1분기,매출총이익(손실),10910442530,0,CFS,IS
2022,1분기,영업이익(손실),-94908336386,0,CFS,IS
