year,quarter,operating_income,prev_operating_income,revenue,prev_revenue,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2020,Q4,2681155696,0,620598045942,0,2681155696,620598045942,0.0,0,0.0,0.0,0.0
2021,Q4,72467127013,2681155696,1000931518781,620598045942,72467127013,1000931518781,0.6128,26.0283,0.0,0.9812,1.0
2022,Q4,232523019093,72467127013,1316163420252,1000931518781,232523019093,1316163420252,0.3149,2.2087,0.0,0.8154,1.0
2023,Q4,23732043885,232523019093,3034862226,1316163420252,23732043885,3034862226,-0.9977,-0.8979,0.0,-0.6423,-1.0
2024,Q1,-2885885635.0,0,214765964593.0,0.0,-2885885635.0,214765964593.0,0,-2885885635.0,0.0,0.0,0.0
2024,Q2,10903641724.0,0,238238516857.0,0.0,10903641724.0,238238516857.0,0,10903641724.0,0.0,0.0,0.0
2024,Q3,9218191469.0,0,232654029818.0,0.0,9218191469.0,232654029818.0,0,9218191469.0,0.0,0.0,0.0
2024,Q4,11259489061,23732043885,1910332427,3034862226,11259489061,1910332427,-0.3705,-0.5256,0.0,-0.5125,-1.0
2025,Q1,-6201501633.0,0,215375771235.0,0.0,-6201501633.0,215375771235.0,0,-6201501633.0,0.0,0.0,0.0
2025,Q2,1866095223.0,0,245857719982.0,0.0,1866095223.0,245857719982.0,0,1866095223.0,0.0,0.0,0.0
2025,Q3,24447836803.0,0,286173331095.0,0.0,24447836803.0,286173331095.0,0,24447836803.0,0.0,0.0,0.0
2025,Q4,49061483387,11259489061,4115177030,1910332427,49061483387,4115177030,1.1542,3.3573,0.0,0.8704,1.0
