date,close,volume,inst_net_buy,foreign_net_buy,foreign_net_buy_norm,inst_net_buy_norm,foreign_ratio_feat,short_proxy_score,source
2016-06-09,4185,249836,0,0,2e-06,0.0,,0.0,ohlcv_proxy
2016-06-10,4174,137330,0,0,2e-06,0.0,,0.0,ohlcv_proxy
2016-06-13,4119,75819,0,0,1e-06,0.0,,0.0,ohlcv_proxy
2016-06-14,4042,137341,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-06-15,4053,124743,0,0,0.0,0.0,,0.0,ohlcv_proxy
2016-06-16,3955,133854,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2016-06-17,3878,183596,0,0,-1e-06,0.0,,0.0,ohlcv_proxy
2016-06-20,3911,106473,0,0,-1e-06,0.0,,0.0,ohlcv_proxy
2016-06-21,3944,103569,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2016-06-22,3933,70771,0,0,-0.0,0.0,,0.0,ohlcv_proxy
2016-06-23,3878,134894,0,0,-1e-06,0.0,-0.023311,0.0,ohlcv_proxy
2016-06-24,3790,189136,0,0,-1e-06,-0.1,-0.027163,0.0,ohlcv_proxy
2016-06-27,3911,115957,0,0,-0.0,-0.1,-0.026544,0.0,ohlcv_proxy
2016-06-28,3878,54456,0,0,-0.0,-0.1,-0.029228,0.0,ohlcv_proxy
2016-06-29,3845,78489,0,0,-1e-06,-0.1,-0.03046,0.0,ohlcv_proxy
2016-06-30,4097,1110447,0,0,1e-06,0.0,0.002618,0.0,ohlcv_proxy
2016-07-01,4119,290898,0,0,1e-06,0.1,0.010215,0.0,ohlcv_proxy
2016-07-04,4020,102130,0,0,0.0,0.1,0.011669,0.0,ohlcv_proxy
2016-07-05,4075,94286,0,0,1e-06,0.1,0.013317,0.0,ohlcv_proxy
2016-07-06,4251,258684,0,0,2e-06,0.1,0.017336,0.0,ohlcv_proxy
2016-07-07,4470,314076,0,0,3e-06,0.2,0.04164,0.0,ohlcv_proxy
2016-07-08,4338,158452,0,0,2e-06,0.3,0.053234,0.0,ohlcv_proxy
2016-07-11,4426,98452,0,0,2e-06,0.3,0.06201,0.0,ohlcv_proxy
2016-07-12,4502,178374,0,0,2e-06,0.3,0.069688,0.0,ohlcv_proxy
2016-07-13,4426,160127,0,0,2e-06,0.3,0.077123,0.0,ohlcv_proxy
2016-07-14,4492,97551,0,0,2e-06,0.2,0.071762,0.0,ohlcv_proxy
2016-07-15,4404,143754,0,0,1e-06,0.1,0.069892,0.0,ohlcv_proxy
2016-07-18,4371,91940,0,0,1e-06,0.1,0.065084,0.0,ohlcv_proxy
2016-07-19,4316,146621,0,0,0.0,0.1,0.051277,0.0,ohlcv_proxy
2016-07-20,4294,122911,0,0,0.0,0.1,0.042451,0.0,ohlcv_proxy
2016-07-21,4251,91317,0,0,0.0,0.0,0.030335,0.0,ohlcv_proxy
2016-07-22,4174,72369,0,0,-0.0,0.0,0.015579,0.0,ohlcv_proxy
2016-07-25,4097,113009,0,0,-1e-06,0.0,0.001524,0.0,ohlcv_proxy
2016-07-26,4163,73885,0,0,-0.0,0.0,-0.007902,0.0,ohlcv_proxy
2016-07-27,4163,60711,0,0,-0.0,0.0,-0.017441,0.0,ohlcv_proxy
2016-07-28,4174,79144,0,0,-0.0,0.0,-0.034399,0.0,ohlcv_proxy
2016-07-29,4185,78103,0,0,-0.0,0.0,-0.037608,0.0,ohlcv_proxy
2016-08-01,4075,79568,0,0,-1e-06,0.0,-0.038549,0.0,ohlcv_proxy
2016-08-02,3988,138454,0,0,-1e-06,0.0,-0.049053,0.0,ohlcv_proxy
2016-08-03,3966,136047,0,0,-1e-06,0.0,-0.05612,0.0,ohlcv_proxy
2016-08-04,3878,251411,0,0,-2e-06,-0.1,-0.059714,0.1,ohlcv_proxy
2016-08-05,3911,184723,0,0,-1e-06,0.0,-0.061152,0.1,ohlcv_proxy
2016-08-08,3955,94537,0,0,-1e-06,0.0,-0.05966,0.1,ohlcv_proxy
2016-08-09,3988,114442,0,0,-1e-06,0.0,-0.052355,0.1,ohlcv_proxy
2016-08-10,3966,84472,0,0,-1e-06,0.0,-0.046884,0.1,ohlcv_proxy
2016-08-11,4010,124069,0,0,-0.0,0.0,-0.032794,0.1,ohlcv_proxy
2016-08-12,4020,75347,0,0,-0.0,0.0,-0.020622,0.1,ohlcv_proxy
2016-08-16,4031,120141,0,0,-0.0,0.0,-0.013196,0.1,ohlcv_proxy
2016-08-17,3977,78590,0,0,-0.0,0.0,-0.008369,0.1,ohlcv_proxy
2016-08-18,3955,103242,0,0,-1e-06,0.0,-0.004696,0.1,ohlcv_proxy
2016-08-19,3922,122658,0,0,-1e-06,0.1,-0.006331,0.0,ohlcv_proxy
2016-08-22,3867,83061,0,0,-1e-06,0.0,-0.009758,0.0,ohlcv_proxy
2016-08-23,3823,94023,0,0,-1e-06,0.0,-0.017839,0.0,ohlcv_proxy
2016-08-24,3714,166148,0,0,-2e-06,0.0,-0.028297,0.0,ohlcv_proxy
2016-08-25,3769,94100,0,0,-1e-06,0.0,-0.033465,0.0,ohlcv_proxy
2016-08-26,3834,14597254,0,0,-1e-06,0.1,-0.003837,0.0,ohlcv_proxy
2016-08-29,3911,123236,0,0,-0.0,0.1,-0.003435,0.0,ohlcv_proxy
2016-08-30,3878,61524,0,0,-0.0,0.1,-0.003121,0.0,ohlcv_proxy
2016-08-31,3856,89671,0,0,-0.0,0.1,-0.002451,0.0,ohlcv_proxy
2016-09-01,3769,74636,0,0,-1e-06,0.1,-0.002085,0.0,ohlcv_proxy
2016-09-02,3769,52335,0,0,-1e-06,0.1,0.001789,0.0,ohlcv_proxy
2016-09-05,3900,103557,0,0,0.0,0.1,0.000284,0.0,ohlcv_proxy
2016-09-06,3845,76713,0,0,-0.0,0.1,-0.000858,0.0,ohlcv_proxy
2016-09-07,3834,59489,0,0,-0.0,0.1,-0.001909,0.0,ohlcv_proxy
2016-09-08,3823,135525,0,0,-0.0,0.1,0.000401,0.0,ohlcv_proxy
2016-09-09,3747,124754,0,0,-1e-06,0.0,-0.003211,0.0,ohlcv_proxy
2016-09-12,3736,62566,0,0,-1e-06,0.0,-0.010473,0.0,ohlcv_proxy
2016-09-13,3506,185893,0,0,-2e-06,0.0,-0.035619,0.0,ohlcv_proxy
2016-09-19,3517,111572,0,0,-2e-06,0.0,-0.046738,0.0,ohlcv_proxy
2016-09-20,3188,664022,0,0,-5e-06,0.0,-0.115779,0.0,ohlcv_proxy
2016-09-21,3385,384204,0,0,-3e-06,0.0,-0.120764,0.0,ohlcv_proxy
2016-09-22,3385,114531,0,0,-2e-06,0.0,-0.12355,0.0,ohlcv_proxy
2016-09-23,3473,156523,0,0,-1e-06,0.0,-0.124808,0.0,ohlcv_proxy
2016-09-26,3495,69777,0,0,-1e-06,0.0,-0.126606,0.0,ohlcv_proxy
2016-09-27,3582,75245,0,0,-0.0,0.0,-0.093644,0.0,ohlcv_proxy
2016-09-28,3560,33184,0,0,-0.0,0.0,-0.012148,0.0,ohlcv_proxy
2016-09-29,3582,64626,0,0,-0.0,0.0,0.004888,0.0,ohlcv_proxy
2016-09-30,3571,95099,0,0,-0.0,0.0,0.01708,0.0,ohlcv_proxy
2016-10-04,3615,86542,0,0,0.0,0.0,0.026948,0.0,ohlcv_proxy
2016-10-05,3593,100353,0,0,-0.0,0.0,0.028847,0.0,ohlcv_proxy
2016-10-06,3593,87287,0,0,-0.0,0.0,0.030342,0.0,ohlcv_proxy
2016-10-07,3582,108768,0,0,-0.0,0.0,0.033544,0.0,ohlcv_proxy
2016-10-10,3725,230567,0,0,1e-06,0.1,0.045982,0.0,ohlcv_proxy
2016-10-11,3812,105618,0,0,1e-06,0.1,0.053778,0.0,ohlcv_proxy
2016-10-12,3845,122139,0,0,1e-06,0.1,0.066656,0.0,ohlcv_proxy
2016-10-13,3681,103423,0,0,0.0,0.1,0.070953,0.0,ohlcv_proxy
2016-10-14,3714,98671,0,0,0.0,0.1,0.07655,0.0,ohlcv_proxy
2016-10-17,3538,135835,0,0,-1e-06,0.1,0.064647,0.0,ohlcv_proxy
2016-10-18,3626,62513,0,0,-0.0,0.1,0.05535,0.0,ohlcv_proxy
2016-10-19,3549,84326,0,0,-1e-06,0.1,0.011349,0.0,ohlcv_proxy
2016-10-20,3626,56448,0,0,-0.0,0.1,-0.003245,0.0,ohlcv_proxy
2016-10-21,3582,52382,0,0,-0.0,0.1,-0.015216,0.0,ohlcv_proxy
2016-10-24,3747,95376,0,0,1e-06,0.0,-0.003689,0.0,ohlcv_proxy
2016-10-25,3747,69562,0,0,1e-06,0.0,0.000135,0.0,ohlcv_proxy
2016-10-26,3692,66159,0,0,0.0,0.0,0.008147,0.0,ohlcv_proxy
2016-10-27,3747,71660,0,0,1e-06,0.0,0.012671,0.0,ohlcv_proxy
2016-10-28,3593,85681,0,0,-1e-06,0.0,0.010402,0.0,ohlcv_proxy
2016-10-31,3517,68197,0,0,-1e-06,0.0,-0.002169,0.0,ohlcv_proxy
2016-11-01,3429,150776,0,0,-2e-06,-0.1,-0.022968,0.0,ohlcv_proxy
2016-11-02,3396,153143,0,0,-2e-06,-0.2,-0.036365,0.0,ohlcv_proxy
2016-11-03,3418,116187,0,0,-1e-06,-0.2,-0.046665,0.0,ohlcv_proxy
2016-11-04,3593,141062,0,0,0.0,-0.2,-0.043295,0.0,ohlcv_proxy
2016-11-07,3560,76425,0,0,-0.0,-0.2,-0.037738,0.0,ohlcv_proxy
2016-11-08,3593,43571,0,0,0.0,-0.2,-0.028413,0.0,ohlcv_proxy
2016-11-09,3484,117190,0,0,-1e-06,-0.2,-0.014191,0.0,ohlcv_proxy
2016-11-10,3670,109544,0,0,1e-06,-0.2,0.002128,0.0,ohlcv_proxy
2016-11-11,3834,144119,0,0,2e-06,-0.1,0.018397,0.0,ohlcv_proxy
2016-11-14,3900,155784,0,0,2e-06,0.0,0.032505,0.0,ohlcv_proxy
2016-11-15,3845,114726,0,0,1e-06,0.1,0.037013,0.0,ohlcv_proxy
2016-11-16,3878,106775,0,0,2e-06,0.2,0.051801,0.0,ohlcv_proxy
2016-11-17,3867,72191,0,0,1e-06,0.2,0.058687,0.0,ohlcv_proxy
2016-11-18,3769,82302,0,0,1e-06,0.2,0.055044,0.0,ohlcv_proxy
2016-11-21,3747,44204,0,0,0.0,0.2,0.048323,0.0,ohlcv_proxy
2016-11-22,3736,65156,0,0,0.0,0.2,0.042765,0.0,ohlcv_proxy
2016-11-23,3615,62492,0,0,-1e-06,0.2,0.027202,0.0,ohlcv_proxy
2016-11-24,3626,58539,0,0,-0.0,0.2,0.014645,0.0,ohlcv_proxy
2016-11-25,3659,51082,0,0,-0.0,0.1,0.006367,0.0,ohlcv_proxy
2016-11-28,3648,54362,0,0,-0.0,0.0,0.000727,0.0,ohlcv_proxy
2016-11-29,3747,92693,0,0,0.0,0.0,-0.002808,0.0,ohlcv_proxy
2016-11-30,3670,66666,0,0,-0.0,0.0,-0.006406,0.0,ohlcv_proxy
2016-12-01,3527,63485,0,0,-1e-06,0.0,-0.015175,0.0,ohlcv_proxy
2016-12-02,3451,101692,0,0,-2e-06,0.0,-0.028695,0.0,ohlcv_proxy
2016-12-05,3451,68039,0,0,-1e-06,0.0,-0.03652,0.0,ohlcv_proxy
2016-12-06,3363,143206,0,0,-2e-06,-0.1,-0.058252,0.0,ohlcv_proxy
2016-12-07,3308,104202,0,0,-2e-06,-0.1,-0.072997,0.0,ohlcv_proxy
2016-12-08,3396,124327,0,0,-1e-06,-0.1,-0.072571,0.0,ohlcv_proxy
2016-12-09,3254,130573,0,0,-2e-06,-0.1,-0.072777,0.0,ohlcv_proxy
2016-12-12,3286,96491,0,0,-2e-06,-0.1,-0.067141,0.0,ohlcv_proxy
2016-12-13,3297,98951,0,0,-2e-06,-0.1,-0.062166,0.0,ohlcv_proxy
2016-12-14,3254,130541,0,0,-2e-06,-0.2,-0.054162,0.0,ohlcv_proxy
2016-12-15,3319,90697,0,0,-1e-06,-0.2,-0.052869,0.0,ohlcv_proxy
2016-12-16,3330,93041,0,0,-1e-06,-0.2,-0.042378,0.0,ohlcv_proxy
2016-12-19,3254,91697,0,0,-2e-06,-0.2,-0.039265,0.0,ohlcv_proxy
2016-12-20,3243,58415,0,0,-1e-06,-0.1,-0.036591,0.0,ohlcv_proxy
2016-12-21,3199,56137,0,0,-2e-06,-0.1,-0.033481,0.0,ohlcv_proxy
2016-12-22,3243,41128,0,0,-1e-06,-0.1,-0.034749,0.0,ohlcv_proxy
2016-12-23,3166,255348,0,0,-2e-06,-0.2,-0.043004,0.1,ohlcv_proxy
2016-12-26,2936,611891,0,0,-4e-06,-0.3,-0.062136,0.2,ohlcv_proxy
2016-12-27,2958,285717,0,0,-3e-06,-0.2,-0.057051,0.2,ohlcv_proxy
2016-12-28,3210,532805,0,0,-0.0,0.0,-0.037522,0.2,ohlcv_proxy
2016-12-29,3243,182960,0,0,-0.0,0.0,-0.03227,0.2,ohlcv_proxy
2017-01-02,3221,64327,0,0,-0.0,0.0,-0.032403,0.2,ohlcv_proxy
2017-01-03,3100,129104,0,0,-1e-06,0.0,-0.006938,0.2,ohlcv_proxy
2017-01-04,3133,169784,0,0,-1e-06,0.0,0.011283,0.2,ohlcv_proxy
2017-01-05,3122,111878,0,0,-1e-06,0.0,0.004547,0.2,ohlcv_proxy
2017-01-06,3111,75458,0,0,-1e-06,0.0,-0.002893,0.2,ohlcv_proxy
2017-01-09,3045,87677,0,0,-2e-06,0.1,-0.008032,0.1,ohlcv_proxy
2017-01-10,3199,165140,0,0,0.0,0.2,0.000757,0.0,ohlcv_proxy
2017-01-11,3210,127959,0,0,0.0,0.1,0.006912,0.0,ohlcv_proxy
2017-01-12,3319,190759,0,0,1e-06,0.0,0.022448,0.0,ohlcv_proxy
2017-01-13,3341,108431,0,0,1e-06,0.0,0.032146,0.0,ohlcv_proxy
2017-01-16,3286,139890,0,0,1e-06,0.0,0.042172,0.0,ohlcv_proxy
2017-01-17,3265,76103,0,0,0.0,0.0,0.047881,0.0,ohlcv_proxy
2017-01-18,3319,76572,0,0,1e-06,0.0,0.053776,0.0,ohlcv_proxy
2017-01-19,3265,58167,0,0,0.0,0.0,0.050232,0.0,ohlcv_proxy
2017-01-20,3297,84471,0,0,1e-06,0.0,0.045917,0.0,ohlcv_proxy
2017-01-23,3210,70332,0,0,-0.0,0.0,0.041466,0.0,ohlcv_proxy
2017-01-24,3177,42480,0,0,-1e-06,0.0,0.023157,0.0,ohlcv_proxy
2017-01-25,3035,116087,0,0,-2e-06,0.0,-0.00852,0.0,ohlcv_proxy
2017-01-26,3024,93899,0,0,-2e-06,0.0,-0.020894,0.0,ohlcv_proxy
2017-01-31,3111,77739,0,0,-1e-06,0.0,-0.030859,0.0,ohlcv_proxy
2017-02-01,3111,88799,0,0,-1e-06,0.0,-0.034508,0.0,ohlcv_proxy
