date,name,position,change_dir,shares_before,shares_after,change_amount
2024-06-04,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2024-07-09,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2024-08-19,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2024-09-23,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2024-10-29,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2024-11-06,국민연금공단,,,0,0,0
2025-01-07,국민연금공단,,,0,0,0
2025-01-22,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2025-02-17,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2025-03-27,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2025-03-28,국민연금공단,,,0,0,0
2025-04-03,국민연금공단,,,0,0,0
2025-04-24,국민연금공단,,,0,0,0
2025-04-29,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2025-06-17,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2025-08-18,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2025-09-25,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2024-08-19,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2024-09-23,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2024-10-29,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2024-11-06,국민연금공단,,,0,0,0
2025-01-07,국민연금공단,,,0,0,0
2025-01-22,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2025-02-17,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2025-03-27,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2025-03-28,국민연금공단,,,0,0,0
2025-04-03,국민연금공단,,,0,0,0
2025-04-24,국민연금공단,,,0,0,0
2025-04-29,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2025-06-17,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2025-08-18,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
2025-09-25,유암코기업리바운스제팔차기업재무안정사모투자,,,0,0,0
