year,report,account,current,previous,fs_div,sj_div
2025,연간,자산총계,1083335531792,803831909889,CFS,BS
2025,연간,자본총계,921190987215,764404135605,CFS,BS
2025,연간,부채총계,162144544577,39427774284,CFS,BS
2025,연간,영업이익,181417657557,152676273166,CFS,CIS
2025,연간,당기순이익,191430447697,147973272692,CFS,CIS
2024,연간,자산총계,803831909889,203918102465,OFS,BS
2024,연간,자본총계,764404135605,181058284745,OFS,BS
2024,연간,자본과부채총계,803831909889,203918102465,OFS,BS
2024,연간,부채총계,39427774284,22859817720,OFS,BS
2024,연간,영업이익,152676273166,111062581629,OFS,CIS
2024,연간,당기순이익(손실),147973272692,106690578319,OFS,CIS
2025,3분기,자산총계,960206162498,803831909889,OFS,BS
2025,3분기,자본총계,848299324697,764404135605,OFS,BS
2025,3분기,부채총계,111906837801,39427774284,OFS,BS
2025,3분기,영업이익,49547619984,0,OFS,CIS
2024,3분기,자산총계,732291628577,203918102465,OFS,BS
2024,3분기,자본총계,706254885251,181058284745,OFS,BS
2024,3분기,자본과부채총계,732291628577,203918102465,OFS,BS
2024,3분기,부채총계,26036743326,22859817720,OFS,BS
2024,3분기,영업이익,35577193395,0,OFS,CIS
2025,반기,자산총계,886011577894,803831909889,OFS,BS
2025,반기,자본총계,793117394833,764404135605,OFS,BS
2025,반기,부채총계,92894183061,39427774284,OFS,BS
2025,반기,영업이익,68215269758,0,OFS,CIS
2026,1분기,자산총계,1093483673166,1083335531792,CFS,BS
2026,1분기,영업이익,21505889993,0,CFS,CIS
2025,1분기,자산총계,839127288943,803831909889,OFS,BS
2025,1분기,자본총계,790943052219,764404135605,OFS,BS
2025,1분기,부채총계,48184236724,39427774284,OFS,BS
2025,1분기,영업이익,26251344145,0,OFS,CIS
2025,1분기,당기순이익,26846163984,0,OFS,CIS
