timestamp,bid_price_1,ask_price_1,bid_total,ask_total,imbalance_ratio,note
2026-03-12 09:02:13,0,0,0,0,1.0,no_orderbook_api
2026-03-12 09:31:03,0,0,0,0,1.0,no_orderbook_api
2026-03-12 10:05:35,0,0,0,0,1.0,no_orderbook_api
2026-03-12 11:12:32,0,0,0,0,1.0,no_orderbook_api
2026-03-12 11:34:29,0,0,0,0,1.0,no_orderbook_api
2026-03-12 12:04:15,0,0,0,0,1.0,no_orderbook_api
2026-03-12 12:35:39,0,0,0,0,1.0,no_orderbook_api
2026-03-12 13:03:26,0,0,0,0,1.0,no_orderbook_api
2026-03-12 14:10:13,0,0,0,0,1.0,no_orderbook_api
2026-03-12 14:40:46,0,0,0,0,1.0,no_orderbook_api
