timestamp,bid_price_1,ask_price_1,bid_total,ask_total,imbalance_ratio,note
2026-03-10 09:27:50,0,0,0,0,1.0,no_orderbook_api
2026-03-10 10:02:25,0,0,0,0,1.0,no_orderbook_api
2026-03-10 10:45:06,0,0,0,0,1.0,no_orderbook_api
2026-03-10 11:04:21,0,0,0,0,1.0,no_orderbook_api
2026-03-10 11:30:45,0,0,0,0,1.0,no_orderbook_api
2026-03-10 12:11:03,0,0,0,0,1.0,no_orderbook_api
2026-03-10 12:33:34,0,0,0,0,1.0,no_orderbook_api
2026-03-10 13:06:32,0,0,0,0,1.0,no_orderbook_api
2026-03-10 14:05:29,0,0,0,0,1.0,no_orderbook_api
2026-03-10 14:32:06,0,0,0,0,1.0,no_orderbook_api
