Date,Close,High,Low,Open,Volume,"('Close', '^GDAXI')","('High', '^GDAXI')","('Low', '^GDAXI')","('Open', '^GDAXI')","('Volume', '^GDAXI')"
2023-07-05,15937.580078125,15982.9599609375,15901.3896484375,15930.16015625,66456400.0,,,,,
2023-07-06,15528.5400390625,15846.25,15495.83984375,15816.1103515625,80363000.0,,,,,
2023-07-07,15603.400390625,15661.41015625,15456.16015625,15515.0,67259700.0,,,,,
2023-07-10,15673.16015625,15722.0302734375,15545.330078125,15585.33984375,53384600.0,,,,,
2023-07-11,15790.33984375,15807.66015625,15659.099609375,15716.259765625,60828200.0,,,,,
2023-07-12,16023.0,16044.2802734375,15806.2802734375,15842.259765625,72341400.0,,,,,
2023-07-13,16141.0302734375,16185.1103515625,16000.3798828125,16009.259765625,64992600.0,,,,,
2023-07-14,16105.0703125,16149.1201171875,16071.740234375,16123.1298828125,61718900.0,,,,,
2023-07-17,16068.650390625,16102.509765625,15995.4501953125,16013.51953125,45553500.0,,,,,
2023-07-18,16125.490234375,16140.2001953125,16031.0703125,16042.0302734375,56765300.0,,,,,
2023-07-19,16108.9296875,16240.7900390625,16075.169921875,16190.0,62950200.0,,,,,
2023-07-20,16204.2197265625,16211.4296875,16050.98046875,16059.2197265625,66295300.0,,,,,
2023-07-21,16177.2197265625,16181.33984375,16103.48046875,16125.2099609375,69913700.0,,,,,
2023-07-24,16190.9501953125,16208.759765625,16121.26953125,16126.7099609375,51532000.0,,,,,
2023-07-25,16211.58984375,16225.8896484375,16135.599609375,16169.75,56468900.0,,,,,
2023-07-26,16131.4599609375,16212.91015625,16000.0400390625,16183.7001953125,76242600.0,,,,,
2023-07-27,16406.029296875,16408.80078125,16131.6396484375,16162.16015625,96512200.0,,,,,
2023-07-28,16469.75,16490.130859375,16336.419921875,16356.3798828125,70297300.0,,,,,
2023-07-31,16446.830078125,16528.970703125,16427.470703125,16434.66015625,60748100.0,,,,,
2023-08-01,16240.400390625,16430.66015625,16240.400390625,16414.7890625,63456600.0,,,,,
2023-08-02,16020.01953125,16140.759765625,15955.3095703125,16027.650390625,74404800.0,,,,,
2023-08-03,15893.3798828125,15920.3203125,15807.849609375,15879.0302734375,82642000.0,,,,,
2023-08-04,15951.8603515625,15973.9599609375,15784.51953125,15917.009765625,77046600.0,,,,,
2023-08-07,15950.759765625,15962.6103515625,15824.7802734375,15877.5400390625,68246900.0,,,,,
2023-08-08,15774.9296875,15946.5703125,15706.3095703125,15868.3095703125,80939300.0,,,,,
2023-08-09,15852.580078125,15983.7802734375,15831.080078125,15918.0595703125,65516200.0,,,,,
2023-08-10,15996.51953125,16060.26953125,15880.41015625,15921.419921875,74907500.0,,,,,
2023-08-11,15832.169921875,15962.4501953125,15803.080078125,15927.7900390625,60296700.0,,,,,
2023-08-14,15904.25,15937.7802734375,15817.58984375,15818.2099609375,43608500.0,,,,,
2023-08-15,15767.2802734375,15923.1298828125,15703.0302734375,15909.5703125,45352200.0,,,,,
2023-08-16,15789.4501953125,15814.66015625,15725.099609375,15737.01953125,39651700.0,,,,,
2023-08-17,15676.900390625,15793.5302734375,15664.2998046875,15712.9404296875,48603400.0,,,,,
2023-08-18,15574.259765625,15612.8798828125,15468.650390625,15597.1201171875,59909500.0,,,,,
2023-08-21,15603.2802734375,15710.2099609375,15571.8203125,15573.9501953125,45251100.0,,,,,
2023-08-22,15705.6201171875,15799.33984375,15677.4404296875,15684.6396484375,42807400.0,,,,,
2023-08-23,15728.41015625,15820.9501953125,15672.4296875,15761.25,53425400.0,,,,,
2023-08-24,15621.490234375,15896.740234375,15618.6904296875,15876.2197265625,48251600.0,,,,,
2023-08-25,15631.8203125,15739.7802734375,15578.9697265625,15582.9501953125,44315200.0,,,,,
2023-08-28,15792.6103515625,15804.9501953125,15673.8896484375,15756.4697265625,43473300.0,,,,,
2023-08-29,15930.8798828125,15942.1201171875,15805.419921875,15844.759765625,49760000.0,,,,,
2023-08-30,15891.9296875,15960.400390625,15823.330078125,15956.919921875,49478600.0,,,,,
2023-08-31,15947.080078125,16042.66015625,15914.4296875,15937.3896484375,92766900.0,,,,,
2023-09-01,15840.33984375,15984.58984375,15840.25,15936.33984375,54045200.0,,,,,
2023-09-04,15824.849609375,15958.740234375,15795.9697265625,15904.6298828125,34752500.0,,,,,
2023-09-05,15771.7099609375,15838.4404296875,15691.490234375,15729.7802734375,73334000.0,,,,,
2023-09-06,15741.3701171875,15781.8896484375,15676.509765625,15712.58984375,63047100.0,,,,,
2023-09-07,15718.66015625,15794.7197265625,15661.3798828125,15661.66015625,59410800.0,,,,,
2023-09-08,15740.2998046875,15783.3798828125,15577.0400390625,15777.5595703125,63810400.0,,,,,
2023-09-11,15800.990234375,15867.5703125,15771.0703125,15799.419921875,65431300.0,,,,,
2023-09-12,15715.5302734375,15808.3798828125,15686.33984375,15804.080078125,58026400.0,,,,,
2023-09-13,15654.0302734375,15726.599609375,15564.6396484375,15648.919921875,68861200.0,,,,,
2023-09-14,15805.2900390625,15824.0595703125,15588.1201171875,15652.41015625,77633300.0,,,,,
2023-09-15,15893.5302734375,15989.2998046875,15871.169921875,15940.3896484375,179829200.0,,,,,
2023-09-18,15727.1201171875,15870.6201171875,15693.8701171875,15858.8095703125,58899600.0,,,,,
2023-09-19,15664.48046875,15743.900390625,15630.9404296875,15688.0703125,53581800.0,,,,,
2023-09-20,15781.58984375,15810.3603515625,15699.33984375,15703.08984375,54733100.0,,,,,
2023-09-21,15571.8603515625,15696.66015625,15548.6904296875,15650.98046875,65995100.0,,,,,
2023-09-22,15557.2900390625,15592.26953125,15471.75,15473.7998046875,70200200.0,,,,,
2023-09-25,15405.490234375,15572.1396484375,15329.400390625,15513.3203125,64522900.0,,,,,
2023-09-26,15255.8701171875,15360.4296875,15229.349609375,15330.91015625,69660000.0,,,,,
2023-09-27,15217.4501953125,15299.6796875,15194.6796875,15225.580078125,72319500.0,,,,,
2023-09-28,15323.5,15323.73046875,15138.66015625,15229.099609375,60119100.0,,,,,
2023-09-29,15386.580078125,15515.990234375,15382.5595703125,15394.8203125,110121500.0,,,,,
2023-10-02,15247.2099609375,15476.3798828125,15192.009765625,15439.9599609375,61416800.0,,,,,
2023-10-03,15085.2099609375,15257.8603515625,15074.849609375,15184.490234375,64881000.0,,,,,
2023-10-04,15099.919921875,15174.6298828125,14948.080078125,14979.8095703125,75006400.0,,,,,
2023-10-05,15070.2197265625,15157.7001953125,15048.419921875,15113.9404296875,47650800.0,,,,,
2023-10-06,15229.76953125,15230.8896484375,15033.5498046875,15109.16015625,65528500.0,,,,,
2023-10-09,15128.1103515625,15201.0595703125,15077.66015625,15143.2900390625,52471000.0,,,,,
2023-10-10,15423.51953125,15443.4501953125,15272.5703125,15272.5703125,62641300.0,,,,,
2023-10-11,15460.009765625,15486.1103515625,15361.740234375,15366.7802734375,65776100.0,,,,,
2023-10-12,15425.0302734375,15575.2802734375,15413.2001953125,15537.8701171875,52453700.0,,,,,
2023-10-13,15186.66015625,15409.8896484375,15178.0703125,15400.08984375,63240100.0,,,,,
2023-10-16,15237.990234375,15271.509765625,15103.1201171875,15219.419921875,55502000.0,,,,,
2023-10-17,15251.6904296875,15288.3203125,15117.240234375,15211.2900390625,49443000.0,,,,,
2023-10-18,15094.91015625,15271.150390625,15081.6904296875,15244.0498046875,62492400.0,,,,,
2023-10-19,15045.23046875,15104.3701171875,14984.58984375,15060.650390625,69923300.0,,,,,
2023-10-20,14798.4697265625,14936.490234375,14798.4697265625,14872.01953125,90638400.0,,,,,
2023-10-23,14800.7197265625,14838.009765625,14630.2099609375,14823.0302734375,61261000.0,,,,,
2023-10-24,14879.9404296875,14916.599609375,14750.3203125,14802.51953125,62022100.0,,,,,
2023-10-25,14892.1796875,14933.6904296875,14789.6298828125,14870.6298828125,88086100.0,,,,,
2023-10-26,14731.0498046875,14795.41015625,14655.080078125,14696.2197265625,121803600.0,,,,,
2023-10-27,14687.41015625,14824.2900390625,14667.3701171875,14757.1103515625,86539200.0,,,,,
2023-10-30,14716.5400390625,14798.0,14678.73046875,14770.9501953125,76179000.0,,,,,
2023-10-31,14810.33984375,14829.6201171875,14722.3798828125,14741.4404296875,75370200.0,,,,,
2023-11-01,14923.26953125,14949.580078125,14786.3203125,14851.9599609375,63588700.0,,,,,
2023-11-02,15143.599609375,15202.4296875,15028.0302734375,15033.650390625,89446500.0,,,,,
2023-11-03,15189.25,15269.5,15149.7197265625,15203.7998046875,93603800.0,,,,,
2023-11-06,15135.9697265625,15223.41015625,15110.83984375,15219.3203125,59212500.0,,,,,
2023-11-07,15152.6396484375,15194.5302734375,15068.25,15084.7900390625,62049600.0,,,,,
2023-11-08,15229.599609375,15287.73046875,15086.41015625,15093.48046875,107586700.0,,,,,
2023-11-09,15352.5400390625,15364.490234375,15212.990234375,15246.5,68377100.0,,,,,
2023-11-10,15234.3896484375,15309.51953125,15171.580078125,15296.580078125,77014100.0,,,,,
2023-11-13,15345.0,15346.7900390625,15252.26953125,15285.1201171875,65170400.0,,,,,
2023-11-14,15614.4296875,15632.4404296875,15337.599609375,15358.58984375,98894400.0,,,,,
2023-11-15,15748.169921875,15759.83984375,15628.1904296875,15631.669921875,91670700.0,,,,,
2023-11-16,15786.6103515625,15862.08984375,15783.509765625,15806.91015625,68438900.0,,,,,
2023-11-17,15919.16015625,15952.4501953125,15826.669921875,15828.7802734375,81125800.0,,,,,
2023-11-20,15901.330078125,15929.9296875,15854.8203125,15915.240234375,93605500.0,,,,,
2023-11-21,15900.5302734375,15948.0703125,15891.3095703125,15911.01953125,70926900.0,,,,,
2023-11-22,15957.8203125,15998.41015625,15931.740234375,15965.1298828125,58757800.0,,,,,
2023-11-23,15994.73046875,16005.4501953125,15958.0595703125,15976.6201171875,38717400.0,,,,,
2023-11-24,16029.490234375,16041.169921875,15972.669921875,15988.1904296875,46227600.0,,,,,
2023-11-27,15966.3701171875,16039.419921875,15957.9599609375,16007.259765625,50564800.0,,,,,
2023-11-28,15992.669921875,15993.419921875,15915.400390625,15939.1904296875,60601100.0,,,,,
2023-11-29,16166.4501953125,16208.9697265625,16010.48046875,16013.16015625,69366600.0,,,,,
2023-11-30,16215.4296875,16262.9599609375,16169.1103515625,16204.740234375,108532100.0,,,,,
2023-12-01,16397.51953125,16399.060546875,16279.4501953125,16296.919921875,68139400.0,,,,,
2023-12-04,16404.759765625,16455.6796875,16386.80078125,16390.169921875,52149300.0,,,,,
2023-12-05,16533.109375,16551.33984375,16394.01953125,16405.140625,63916000.0,,,,,
2023-12-06,16656.439453125,16727.0703125,16536.119140625,16565.650390625,78581700.0,,,,,
2023-12-07,16628.990234375,16655.30078125,16595.109375,16623.890625,76803200.0,,,,,
2023-12-08,16759.220703125,16782.720703125,16630.1796875,16644.619140625,77814500.0,,,,,
2023-12-11,16794.4296875,16817.810546875,16734.26953125,16760.58984375,66736100.0,,,,,
2023-12-12,16791.740234375,16837.1796875,16753.810546875,16823.009765625,67862500.0,,,,,
2023-12-13,16766.05078125,16836.44921875,16760.119140625,16811.560546875,65413500.0,,,,,
2023-12-14,16752.23046875,17003.279296875,16670.349609375,16948.7890625,141290100.0,,,,,
2023-12-15,16751.439453125,16890.109375,16713.69921875,16822.5,173711500.0,,,,,
2023-12-18,16650.55078125,16744.26953125,16624.650390625,16683.689453125,56720400.0,,,,,
2023-12-19,16744.41015625,16750.509765625,16656.640625,16657.439453125,59217500.0,,,,,
2023-12-20,16733.05078125,16789.9609375,16694.560546875,16779.41015625,63366400.0,,,,,
2023-12-21,16687.419921875,16708.349609375,16624.16015625,16667.310546875,57871300.0,,,,,
2023-12-22,16706.1796875,16735.3203125,16651.779296875,16673.30078125,46295300.0,,,,,
2023-12-27,16742.0703125,16775.7109375,16697.580078125,16727.76953125,37678900.0,,,,,
2023-12-28,16701.55078125,16783.7890625,16688.51953125,16780.94921875,36091600.0,,,,,
2023-12-29,16751.640625,16758.529296875,16726.970703125,16729.259765625,26861900.0,,,,,
2024-01-02,16769.359375,16963.470703125,16648.80078125,16828.75,59893300.0,,,,,
2024-01-03,16538.390625,16784.0703125,16479.919921875,16771.349609375,70845800.0,,,,,
2024-01-04,16617.2890625,16626.83984375,16501.400390625,16563.689453125,65869400.0,,,,,
2024-01-05,16594.2109375,16645.890625,16448.7109375,16504.880859375,66762900.0,,,,,
2024-01-08,16716.470703125,16716.470703125,16517.490234375,16618.509765625,55073400.0,,,,,
2024-01-09,16688.359375,16743.26953125,16611.529296875,16743.26953125,59798500.0,,,,,
2024-01-10,16689.810546875,16753.689453125,16654.990234375,16703.119140625,61300900.0,,,,,
2024-01-11,16547.029296875,16839.490234375,16541.380859375,16775.919921875,72206800.0,,,,,
2024-01-12,16704.560546875,16752.240234375,16608.0,16649.44921875,62163000.0,,,,,
2024-01-15,16622.220703125,16736.16015625,16609.220703125,16723.240234375,47795000.0,,,,,
2024-01-16,16571.6796875,16581.9296875,16476.08984375,16497.5390625,73101900.0,,,,,
2024-01-17,16431.689453125,16435.6796875,16345.01953125,16400.419921875,71437800.0,,,,,
2024-01-18,16567.349609375,16579.119140625,16421.19921875,16440.66015625,72318600.0,,,,,
2024-01-19,16555.130859375,16647.849609375,16513.4609375,16626.529296875,66146800.0,,,,,
2024-01-22,16683.359375,16705.490234375,16607.720703125,16684.099609375,67438700.0,,,,,
2024-01-23,16627.08984375,16753.08984375,16626.58984375,16753.08984375,64365600.0,,,,,
2024-01-24,16889.919921875,16921.41015625,16760.919921875,16793.26953125,74569200.0,,,,,
2024-01-25,16906.919921875,16916.599609375,16785.689453125,16849.759765625,62016700.0,,,,,
2024-01-26,16961.390625,16967.720703125,16849.310546875,16879.009765625,84664200.0,,,,,
2024-01-29,16941.7109375,16941.7109375,16860.05078125,16925.390625,65956600.0,,,,,
2024-01-30,16972.33984375,16999.580078125,16946.560546875,16991.369140625,61107500.0,,,,,
2024-01-31,16903.759765625,16991.83984375,16884.869140625,16972.470703125,84388500.0,,,,,
2024-02-01,16859.0390625,16915.919921875,16821.599609375,16834.130859375,89451400.0,,,,,
2024-02-02,16918.2109375,17004.55078125,16894.669921875,16977.75,85847300.0,,,,,
2024-02-05,16904.060546875,16972.619140625,16859.0,16925.970703125,69935700.0,,,,,
2024-02-06,17033.240234375,17049.51953125,16871.3203125,16965.890625,75544200.0,,,,,
2024-02-07,16921.9609375,17021.55078125,16907.150390625,17020.76953125,93039700.0,,,,,
2024-02-08,16963.830078125,17029.5390625,16889.130859375,16936.140625,67419300.0,,,,,
2024-02-09,16926.5,16993.119140625,16876.359375,16973.580078125,61639700.0,,,,,
2024-02-12,17037.349609375,17042.740234375,16958.80078125,16975.990234375,53286500.0,,,,,
2024-02-13,16880.830078125,16991.609375,16831.529296875,16987.08984375,62956700.0,,,,,
2024-02-14,16945.48046875,16957.779296875,16857.33984375,16872.890625,53717300.0,,,,,
2024-02-15,17046.689453125,17089.119140625,17003.8203125,17022.5390625,83791100.0,,,,,
2024-02-16,17117.439453125,17198.44921875,17060.380859375,17117.369140625,76375500.0,,,,,
2024-02-19,17092.259765625,17098.609375,17049.220703125,17075.740234375,43224700.0,,,,,
2024-02-20,17068.4296875,17084.869140625,17019.150390625,17066.23046875,62710700.0,,,,,
2024-02-21,17118.119140625,17157.94921875,17063.25,17102.080078125,59403800.0,,,,,
2024-02-22,17370.44921875,17429.66015625,17279.73046875,17326.759765625,86130500.0,,,,,
2024-02-23,17419.330078125,17443.740234375,17354.759765625,17372.009765625,76799700.0,,,,,
2024-02-26,17423.23046875,17460.529296875,17396.400390625,17396.740234375,53156400.0,,,,,
2024-02-27,17556.490234375,17563.41015625,17428.169921875,17431.369140625,59725400.0,,,,,
2024-02-28,17601.220703125,17605.609375,17552.98046875,17569.609375,56644500.0,,,,,
2024-02-29,17678.189453125,17742.48046875,17620.109375,17634.609375,102738500.0,,,,,
2024-03-01,17735.0703125,17816.51953125,17690.890625,17793.470703125,85782600.0,,,,,
2024-03-04,17716.169921875,17756.390625,17684.73046875,17743.439453125,1220700.0,,,,,
2024-03-05,17698.400390625,17746.5703125,17643.109375,17682.779296875,74178400.0,,,,,
2024-03-06,17716.7109375,17745.16015625,17682.509765625,17685.919921875,91487700.0,,,,,
2024-03-07,17842.849609375,17879.109375,17619.400390625,17648.890625,86702800.0,,,,,
2024-03-08,17814.509765625,17860.509765625,17795.130859375,17849.849609375,67940300.0,,,,,
2024-03-11,17746.26953125,17750.720703125,17662.55078125,17690.94921875,66646400.0,,,,,
2024-03-12,17965.109375,17973.220703125,17746.890625,17810.150390625,91388300.0,,,,,
2024-03-13,17961.380859375,18001.419921875,17939.560546875,17984.5,92880500.0,,,,,
2024-03-14,17942.0390625,18039.05078125,17899.9296875,18002.970703125,93590600.0,,,,,
2024-03-15,17936.650390625,18038.109375,17926.720703125,17938.140625,202910600.0,,,,,
2024-03-18,17932.6796875,18015.490234375,17902.919921875,17936.310546875,63024300.0,,,,,
2024-03-19,17987.490234375,17998.0390625,17914.1796875,17932.1796875,73421100.0,,,,,
2024-03-20,18015.130859375,18044.490234375,17955.689453125,17987.91015625,61711000.0,,,,,
2024-03-21,18179.25,18179.810546875,18019.859375,18019.859375,79118500.0,,,,,
2024-03-22,18205.939453125,18225.970703125,18140.990234375,18175.080078125,68616300.0,,,,,
2024-03-25,18261.310546875,18285.580078125,18176.849609375,18206.359375,53804600.0,,,,,
2024-03-26,18384.349609375,18411.98046875,18256.810546875,18262.109375,58786600.0,,,,,
2024-03-27,18477.08984375,18511.169921875,18385.169921875,18385.169921875,66344700.0,,,,,
2024-03-28,18492.490234375,18513.830078125,18468.869140625,18477.400390625,75716300.0,,,,,
2024-04-02,18283.130859375,18567.16015625,18275.939453125,18492.359375,82077300.0,,,,,
2024-04-03,18367.720703125,18376.080078125,18281.8203125,18281.8203125,76334900.0,,,,,
2024-04-04,18403.130859375,18427.4296875,18340.240234375,18366.369140625,62521400.0,,,,,
2024-04-05,18175.0390625,18401.830078125,18088.029296875,18401.830078125,77046500.0,,,,,
2024-04-08,18318.970703125,18326.369140625,18163.390625,18163.390625,61073600.0,,,,,
2024-04-09,18076.689453125,18318.509765625,18058.220703125,18318.400390625,65276400.0,,,,,
2024-04-10,18097.30078125,18239.5,17975.83984375,18078.890625,83348200.0,,,,,
2024-04-11,17954.48046875,18101.310546875,17864.689453125,18096.509765625,84365100.0,,,,,
2024-04-12,17930.3203125,18162.560546875,17860.73046875,17965.94921875,78993900.0,,,,,
2024-04-15,18026.580078125,18191.94921875,17937.619140625,17937.619140625,65138500.0,,,,,
2024-04-16,17766.23046875,18022.689453125,17713.5,18022.169921875,73217300.0,,,,,
2024-04-17,17770.01953125,17907.580078125,17731.7890625,17764.029296875,55970700.0,,,,,
2024-04-18,17837.400390625,17863.3203125,17716.919921875,17775.41015625,60700500.0,,,,,
2024-04-19,17737.359375,17834.869140625,17626.900390625,17834.830078125,79447700.0,,,,,
2024-04-22,17860.80078125,17889.470703125,17738.0390625,17738.0390625,62454400.0,,,,,
2024-04-23,18137.650390625,18144.66015625,17861.19921875,17861.19921875,68529200.0,,,,,
2024-04-24,18088.69921875,18226.3203125,18060.259765625,18140.189453125,75104600.0,,,,,
2024-04-25,17917.279296875,18100.75,17795.9609375,18088.169921875,101517300.0,,,,,
2024-04-26,18161.009765625,18199.7109375,17920.73046875,17920.73046875,76008600.0,,,,,
2024-04-29,18118.3203125,18235.80078125,18103.4296875,18162.150390625,77251000.0,,,,,
2024-04-30,17932.169921875,18153.689453125,17920.720703125,18119.9296875,88206200.0,,,,,
2024-05-02,17896.5,17981.0390625,17875.98046875,17935.779296875,71332200.0,,,,,
2024-05-03,18001.599609375,18105.8203125,17900.01953125,17900.150390625,71259900.0,,,,,
2024-05-06,18175.2109375,18199.150390625,18001.130859375,18001.130859375,46036600.0,,,,,
2024-05-07,18430.05078125,18442.400390625,18175.2109375,18175.2109375,85365200.0,,,,,
2024-05-08,18498.380859375,18542.099609375,18427.259765625,18430.25,74222500.0,,,,,
2024-05-09,18686.599609375,18699.2890625,18488.0390625,18498.08984375,53613600.0,,,,,
2024-05-10,18772.849609375,18845.859375,18686.849609375,18686.849609375,87914100.0,,,,,
2024-05-13,18742.220703125,18799.76953125,18706.080078125,18773.240234375,66373100.0,,,,,
2024-05-14,18716.419921875,18748.759765625,18629.029296875,18735.83984375,73288600.0,,,,,
2024-05-15,18869.359375,18892.919921875,18719.810546875,18719.810546875,81628700.0,,,,,
2024-05-16,18738.810546875,18890.779296875,18716.330078125,18874.849609375,76322100.0,,,,,
2024-05-17,18704.419921875,18724.01953125,18627.91015625,18713.25,75994100.0,,,,,
2024-05-20,18768.9609375,18804.0,18710.130859375,18710.130859375,41185400.0,,,,,
2024-05-21,18726.759765625,18768.640625,18638.140625,18768.640625,65727800.0,,,,,
2024-05-22,18680.19921875,18731.650390625,18642.19921875,18731.650390625,57984200.0,,,,,
2024-05-23,18691.3203125,18766.6796875,18639.169921875,18682.48046875,63719300.0,,,,,
2024-05-24,18693.369140625,18706.650390625,18515.83984375,18687.599609375,53855900.0,,,,,
2024-05-27,18774.7109375,18775.130859375,18680.810546875,18703.130859375,37335400.0,,,,,
2024-05-28,18677.869140625,18855.05078125,18635.0390625,18775.55078125,52670400.0,,,,,
2024-05-29,18473.2890625,18677.69921875,18438.009765625,18677.69921875,59553600.0,,,,,
2024-05-30,18496.7890625,18531.849609375,18394.4296875,18465.470703125,52348300.0,,,,,
2024-05-31,18497.939453125,18542.26953125,18426.720703125,18495.220703125,144013800.0,,,,,
2024-06-03,18608.16015625,18697.08984375,18503.7890625,18503.7890625,54181600.0,,,,,
2024-06-04,18405.640625,18608.30078125,18365.529296875,18608.30078125,81414800.0,,,,,
2024-06-05,18575.939453125,18624.359375,18406.060546875,18406.060546875,63882100.0,,,,,
2024-06-06,18652.669921875,18784.650390625,18576.580078125,18576.580078125,60878800.0,,,,,
2024-06-07,18557.26953125,18649.080078125,18424.599609375,18649.080078125,61383200.0,,,,,
2024-06-10,18494.890625,18550.330078125,18359.419921875,18550.330078125,53451600.0,,,,,
2024-06-11,18369.939453125,18543.0390625,18281.560546875,18497.849609375,63755500.0,,,,,
2024-06-12,18630.859375,18651.69921875,18368.51953125,18368.51953125,61490000.0,,,,,
2024-06-13,18265.6796875,18632.009765625,18253.419921875,18632.009765625,72490900.0,,,,,
2024-06-14,18002.01953125,18304.7890625,17951.169921875,18267.6796875,92522600.0,,,,,
2024-06-17,18068.2109375,18149.330078125,17969.5390625,18008.23046875,57818800.0,,,,,
2024-06-18,18131.970703125,18214.19921875,18073.240234375,18073.439453125,50843000.0,,,,,
2024-06-19,18067.91015625,18148.009765625,18055.630859375,18131.349609375,52036900.0,,,,,
2024-06-20,18254.1796875,18254.1796875,18068.580078125,18068.669921875,59523600.0,,,,,
2024-06-21,18163.51953125,18257.939453125,18090.0390625,18254.5703125,154535300.0,,,,,
2024-06-24,18325.580078125,18354.7109375,18165.5390625,18165.5390625,61738700.0,,,,,
2024-06-25,18177.619140625,18307.609375,18075.75,18300.419921875,54133500.0,,,,,
2024-06-26,18155.240234375,18363.390625,18045.5390625,18176.80078125,56452300.0,,,,,
2024-06-27,18210.55078125,18265.51953125,18141.279296875,18154.970703125,54448500.0,,,,,
2024-06-28,18235.44921875,18352.650390625,18198.099609375,18211.970703125,64588100.0,,,,,
2024-07-01,18290.66015625,18460.720703125,18236.26953125,18236.349609375,55846500.0,,,,,
2024-07-02,18164.060546875,18286.859375,18030.490234375,18286.859375,57146800.0,,,,,
2024-07-03,18374.529296875,18395.599609375,18181.7109375,18181.7109375,59157800.0,,,,,
2024-07-04,18450.48046875,18468.16015625,18375.6796875,18375.9609375,34330900.0,,,,,
2024-07-05,18475.44921875,18650.359375,18420.5703125,18450.58984375,45501300.0,,,,,
2024-07-08,18472.05078125,18631.609375,18444.060546875,18474.26953125,45306600.0,,,,,
