Date,Close,High,Low,Open,Volume,"('Close', '^FTSE')","('High', '^FTSE')","('Low', '^FTSE')","('Open', '^FTSE')","('Volume', '^FTSE')"
2023-05-09,7764.10009765625,7792.39990234375,7735.10009765625,7778.39990234375,951320100.0,,,,,
2023-05-10,7741.2998046875,7779.0,7727.10009765625,7764.10009765625,712870600.0,,,,,
2023-05-11,7730.60009765625,7784.2998046875,7679.60009765625,7741.2998046875,883996400.0,,,,,
2023-05-12,7754.60009765625,7772.7998046875,7729.0,7730.60009765625,748114500.0,,,,,
2023-05-15,7777.7001953125,7794.89990234375,7754.60009765625,7754.60009765625,735218600.0,,,,,
2023-05-16,7751.10009765625,7804.89990234375,7741.2998046875,7777.7001953125,1082316100.0,,,,,
2023-05-17,7723.2001953125,7758.2001953125,7713.0,7751.10009765625,701763700.0,,,,,
2023-05-18,7742.2998046875,7776.60009765625,7723.2001953125,7723.2001953125,757218800.0,,,,,
2023-05-19,7756.89990234375,7790.89990234375,7742.10009765625,7742.2998046875,631941000.0,,,,,
2023-05-22,7771.0,7783.39990234375,7750.5,7756.89990234375,1205325000.0,,,,,
2023-05-23,7763.0,7800.89990234375,7747.10009765625,7771.0,698476000.0,,,,,
2023-05-24,7627.10009765625,7763.0,7590.2001953125,7763.0,989739200.0,,,,,
2023-05-25,7570.89990234375,7629.10009765625,7569.2001953125,7627.10009765625,725330600.0,,,,,
2023-05-26,7627.2001953125,7643.60009765625,7556.89990234375,7570.89990234375,817609400.0,,,,,
2023-05-30,7522.10009765625,7628.10009765625,7516.5,7627.2001953125,856682400.0,,,,,
2023-05-31,7446.10009765625,7522.10009765625,7446.10009765625,7522.10009765625,2295618500.0,,,,,
2023-06-01,7490.2998046875,7498.60009765625,7445.2998046875,7446.10009765625,967347300.0,,,,,
2023-06-02,7607.2998046875,7614.89990234375,7490.0,7490.2998046875,638696900.0,,,,,
2023-06-05,7600.0,7654.7998046875,7594.10009765625,7607.2998046875,548992900.0,,,,,
2023-06-06,7628.10009765625,7636.10009765625,7556.2001953125,7600.0,686044700.0,,,,,
2023-06-07,7624.2998046875,7642.39990234375,7604.39990234375,7628.10009765625,617864100.0,,,,,
2023-06-08,7599.7001953125,7638.60009765625,7588.0,7624.2998046875,531758500.0,,,,,
2023-06-09,7562.39990234375,7621.7001953125,7546.5,7599.7001953125,564539300.0,,,,,
2023-06-12,7570.7001953125,7599.89990234375,7556.7998046875,7562.39990234375,542917600.0,,,,,
2023-06-13,7594.7998046875,7610.7998046875,7556.2998046875,7570.7001953125,1003241900.0,,,,,
2023-06-14,7602.7001953125,7639.7998046875,7579.2998046875,7594.7998046875,698184100.0,,,,,
2023-06-15,7628.2998046875,7632.7001953125,7584.7998046875,7602.7001953125,837993200.0,,,,,
2023-06-16,7642.7001953125,7687.60009765625,7627.7998046875,7628.2998046875,2009880700.0,,,,,
2023-06-19,7588.5,7642.7001953125,7581.7998046875,7642.7001953125,439722500.0,,,,,
2023-06-20,7569.2998046875,7607.5,7566.2998046875,7588.5,584448300.0,,,,,
2023-06-21,7559.2001953125,7577.60009765625,7520.89990234375,7569.2998046875,611718700.0,,,,,
2023-06-22,7502.0,7559.2001953125,7458.39990234375,7559.2001953125,677771300.0,,,,,
2023-06-23,7461.89990234375,7502.0,7439.7001953125,7502.0,621489600.0,,,,,
2023-06-26,7453.60009765625,7476.5,7401.2001953125,7461.89990234375,850546800.0,,,,,
2023-06-27,7461.5,7495.89990234375,7428.10009765625,7453.60009765625,674737200.0,,,,,
2023-06-28,7500.5,7518.2998046875,7461.5,7461.5,642762300.0,,,,,
2023-06-29,7471.7001953125,7505.60009765625,7460.5,7500.5,609425000.0,,,,,
2023-06-30,7531.5,7551.60009765625,7471.7001953125,7471.7001953125,729525300.0,,,,,
2023-07-03,7527.2998046875,7561.2998046875,7513.89990234375,7531.5,533889900.0,,,,,
2023-07-04,7519.7001953125,7547.39990234375,7518.39990234375,7527.2998046875,664948700.0,,,,,
2023-07-05,7442.10009765625,7519.7001953125,7434.7001953125,7519.7001953125,765061200.0,,,,,
2023-07-06,7280.5,7442.10009765625,7267.60009765625,7442.10009765625,744552600.0,,,,,
2023-07-07,7256.89990234375,7280.5,7229.60009765625,7280.5,494690600.0,,,,,
2023-07-10,7273.7998046875,7306.10009765625,7238.7001953125,7256.89990234375,428066100.0,,,,,
2023-07-11,7282.5,7285.2998046875,7239.2001953125,7273.7998046875,790355100.0,,,,,
2023-07-12,7416.10009765625,7425.10009765625,7282.5,7282.5,994258000.0,,,,,
2023-07-13,7440.2001953125,7457.2001953125,7409.2998046875,7416.10009765625,584537900.0,,,,,
2023-07-14,7434.60009765625,7480.39990234375,7421.2998046875,7440.2001953125,620458500.0,,,,,
2023-07-17,7406.39990234375,7437.60009765625,7395.7001953125,7434.60009765625,439714200.0,,,,,
2023-07-18,7453.7001953125,7459.2001953125,7398.5,7406.39990234375,464666400.0,,,,,
2023-07-19,7588.2001953125,7625.10009765625,7453.7001953125,7453.7001953125,888485400.0,,,,,
2023-07-20,7646.10009765625,7661.89990234375,7585.89990234375,7588.2001953125,637548700.0,,,,,
2023-07-21,7663.7001953125,7674.2001953125,7639.5,7646.10009765625,506950300.0,,,,,
2023-07-24,7678.60009765625,7685.0,7633.2998046875,7663.7001953125,521826500.0,,,,,
2023-07-25,7691.7998046875,7702.39990234375,7676.5,7678.60009765625,444691500.0,,,,,
2023-07-26,7676.89990234375,7702.7001953125,7630.0,7691.7998046875,807357200.0,,,,,
2023-07-27,7692.7998046875,7709.7001953125,7662.39990234375,7676.89990234375,963946300.0,,,,,
2023-07-28,7694.2998046875,7716.7998046875,7680.2001953125,7692.7998046875,713370800.0,,,,,
2023-07-31,7699.39990234375,7722.89990234375,7667.7998046875,7694.2998046875,594121300.0,,,,,
2023-08-01,7666.2998046875,7715.2001953125,7650.2001953125,7699.39990234375,557045700.0,,,,,
2023-08-02,7561.60009765625,7666.2998046875,7522.2001953125,7666.2998046875,746909700.0,,,,,
2023-08-03,7529.2001953125,7562.10009765625,7437.89990234375,7561.60009765625,1245242400.0,,,,,
2023-08-04,7564.39990234375,7569.60009765625,7487.39990234375,7529.2001953125,524386200.0,,,,,
2023-08-07,7554.5,7565.0,7505.2001953125,7564.39990234375,487016200.0,,,,,
2023-08-08,7527.39990234375,7554.5,7487.5,7554.5,862447700.0,,,,,
2023-08-09,7587.2998046875,7600.7998046875,7527.39990234375,7527.39990234375,1098862000.0,,,,,
2023-08-10,7618.60009765625,7622.89990234375,7572.60009765625,7587.2998046875,636901200.0,,,,,
2023-08-11,7524.2001953125,7618.60009765625,7507.7998046875,7618.60009765625,494679400.0,,,,,
2023-08-14,7507.2001953125,7530.2998046875,7476.5,7524.2001953125,1154816600.0,,,,,
2023-08-15,7389.60009765625,7508.60009765625,7369.7001953125,7507.2001953125,463377300.0,,,,,
2023-08-16,7356.89990234375,7398.2001953125,7338.5,7389.60009765625,687073100.0,,,,,
2023-08-17,7310.2001953125,7357.0,7305.0,7356.89990234375,438920000.0,,,,,
2023-08-18,7262.39990234375,7310.2001953125,7215.7998046875,7310.2001953125,571961300.0,,,,,
2023-08-21,7257.7998046875,7316.0,7250.89990234375,7262.39990234375,469504000.0,,,,,
2023-08-22,7270.7998046875,7310.5,7257.60009765625,7257.7998046875,747925500.0,,,,,
2023-08-23,7320.5,7348.7998046875,7270.7998046875,7270.7998046875,909639000.0,,,,,
2023-08-24,7333.60009765625,7386.10009765625,7320.5,7320.5,377395800.0,,,,,
2023-08-25,7338.60009765625,7389.39990234375,7327.0,7333.60009765625,372649700.0,,,,,
2023-08-29,7465.0,7471.10009765625,7338.60009765625,7338.60009765625,1139311100.0,,,,,
2023-08-30,7473.7001953125,7509.39990234375,7464.7001953125,7465.0,536689700.0,,,,,
2023-08-31,7439.10009765625,7500.39990234375,7439.10009765625,7473.7001953125,1143207100.0,,,,,
2023-09-01,7464.5,7492.60009765625,7439.10009765625,7439.10009765625,683056600.0,,,,,
2023-09-04,7452.7998046875,7523.39990234375,7448.2998046875,7464.5,391662300.0,,,,,
2023-09-05,7437.89990234375,7481.39990234375,7389.7998046875,7452.7998046875,484546800.0,,,,,
2023-09-06,7426.10009765625,7447.89990234375,7369.60009765625,7437.89990234375,448751100.0,,,,,
2023-09-07,7441.7001953125,7462.2001953125,7385.89990234375,7426.10009765625,456225400.0,,,,,
2023-09-08,7478.2001953125,7480.60009765625,7402.10009765625,7441.7001953125,651366100.0,,,,,
2023-09-11,7496.89990234375,7549.2998046875,7467.39990234375,7478.2001953125,568717300.0,,,,,
2023-09-12,7527.5,7550.2001953125,7496.2998046875,7496.89990234375,670632100.0,,,,,
2023-09-13,7526.0,7545.2001953125,7490.39990234375,7527.5,684595300.0,,,,,
2023-09-14,7673.10009765625,7687.0,7526.0,7526.0,746569800.0,,,,,
2023-09-15,7711.39990234375,7745.7998046875,7673.10009765625,7673.10009765625,1804599000.0,,,,,
2023-09-18,7652.89990234375,7720.10009765625,7641.7998046875,7711.39990234375,463379300.0,,,,,
2023-09-19,7660.2001953125,7682.39990234375,7642.39990234375,7652.89990234375,595546000.0,,,,,
2023-09-20,7731.7001953125,7741.89990234375,7659.60009765625,7660.2001953125,806482700.0,,,,,
2023-09-21,7678.60009765625,7746.5,7674.7001953125,7731.7001953125,1000693700.0,,,,,
2023-09-22,7683.89990234375,7735.2001953125,7640.7998046875,7678.60009765625,989687600.0,,,,,
2023-09-25,7624.0,7684.7998046875,7580.7998046875,7683.89990234375,541205000.0,,,,,
2023-09-26,7625.7001953125,7656.89990234375,7593.5,7624.0,546325000.0,,,,,
2023-09-27,7593.2001953125,7645.60009765625,7577.2001953125,7625.7001953125,711885200.0,,,,,
2023-09-28,7601.89990234375,7605.60009765625,7524.10009765625,7593.2001953125,642160800.0,,,,,
2023-09-29,7608.10009765625,7674.2001953125,7601.89990234375,7601.89990234375,634751900.0,,,,,
2023-10-02,7510.7001953125,7630.39990234375,7491.2998046875,7608.10009765625,570804100.0,,,,,
2023-10-03,7470.2001953125,7545.7001953125,7466.60009765625,7510.7001953125,540181100.0,,,,,
2023-10-04,7412.5,7490.2001953125,7384.2001953125,7470.2001953125,1085406900.0,,,,,
2023-10-05,7451.5,7488.60009765625,7409.7001953125,7412.5,615457100.0,,,,,
2023-10-06,7494.60009765625,7496.39990234375,7423.39990234375,7451.5,613195400.0,,,,,
2023-10-09,7492.2001953125,7540.60009765625,7473.2001953125,7494.60009765625,738697000.0,,,,,
2023-10-10,7628.2001953125,7637.39990234375,7492.2001953125,7492.2001953125,719653800.0,,,,,
2023-10-11,7620.0,7652.0,7608.7001953125,7628.2001953125,630293300.0,,,,,
2023-10-12,7644.7998046875,7687.89990234375,7620.0,7620.0,668028900.0,,,,,
2023-10-13,7599.60009765625,7660.10009765625,7590.7001953125,7644.7998046875,567783300.0,,,,,
2023-10-16,7630.60009765625,7651.2998046875,7584.60009765625,7599.60009765625,558336100.0,,,,,
2023-10-17,7675.2001953125,7682.60009765625,7616.7998046875,7630.60009765625,668852200.0,,,,,
2023-10-18,7588.0,7681.5,7579.2998046875,7675.2001953125,613430800.0,,,,,
2023-10-19,7499.5,7588.0,7490.5,7588.0,727252500.0,,,,,
2023-10-20,7402.10009765625,7499.60009765625,7395.60009765625,7499.5,832451800.0,,,,,
2023-10-23,7374.7998046875,7402.2001953125,7338.60009765625,7402.10009765625,502765900.0,,,,,
2023-10-24,7389.7001953125,7405.2998046875,7325.0,7374.7998046875,699266600.0,,,,,
2023-10-25,7414.2998046875,7428.10009765625,7368.39990234375,7389.7001953125,681751000.0,,,,,
2023-10-26,7354.60009765625,7414.2998046875,7342.5,7414.2998046875,796762900.0,,,,,
2023-10-27,7291.2998046875,7380.2998046875,7279.89990234375,7354.60009765625,642603800.0,,,,,
2023-10-30,7327.39990234375,7361.5,7291.2998046875,7291.2998046875,1011063900.0,,,,,
2023-10-31,7321.7001953125,7373.5,7309.0,7327.39990234375,809030400.0,,,,,
2023-11-01,7342.39990234375,7385.39990234375,7304.89990234375,7321.7001953125,764584800.0,,,,,
2023-11-02,7446.5,7469.7998046875,7342.39990234375,7342.39990234375,978092600.0,,,,,
2023-11-03,7417.7001953125,7482.7001953125,7396.60009765625,7446.5,750991900.0,,,,,
2023-11-06,7417.7998046875,7448.39990234375,7403.5,7417.7001953125,781306000.0,,,,,
2023-11-07,7410.0,7431.10009765625,7397.39990234375,7417.7998046875,592558500.0,,,,,
2023-11-08,7401.7001953125,7442.10009765625,7384.5,7410.0,686578900.0,,,,,
2023-11-09,7455.7001953125,7465.2998046875,7367.2001953125,7401.7001953125,657728700.0,,,,,
2023-11-10,7360.60009765625,7455.7001953125,7320.0,7455.7001953125,837842200.0,,,,,
2023-11-13,7425.7998046875,7426.10009765625,7360.60009765625,7360.60009765625,649108100.0,,,,,
2023-11-14,7440.5,7456.60009765625,7386.7001953125,7425.7998046875,934829500.0,,,,,
2023-11-15,7486.89990234375,7533.7998046875,7440.5,7440.5,741908600.0,,,,,
2023-11-16,7411.0,7492.7998046875,7409.39990234375,7486.89990234375,798697800.0,,,,,
2023-11-17,7504.2998046875,7509.0,7410.0,7411.0,668943200.0,,,,,
2023-11-20,7496.39990234375,7506.0,7472.7001953125,7504.2998046875,466773500.0,,,,,
