Date,Open,High,Low,Close,Volume,"('Close', '^N225')","('High', '^N225')","('Low', '^N225')","('Open', '^N225')","('Volume', '^N225')","('Close', '^N225').1","('High', '^N225').1","('Low', '^N225').1","('Open', '^N225').1","('Volume', '^N225').1"
2023-05-16,29838.009765625,29916.560546875,29779.0703125,29842.990234375,107400000.0,,,,,,,,,,
2023-05-17,29912.439453125,30115.3203125,29912.439453125,30093.58984375,93100000.0,,,,,,,,,,
2023-05-18,30432.5390625,30667.130859375,30381.900390625,30573.9296875,90500000.0,,,,,,,,,,
2023-05-19,30847.359375,30924.5703125,30679.16015625,30808.349609375,80500000.0,,,,,,,,,,
2023-05-22,30735.7109375,31086.8203125,30689.26953125,31086.8203125,75400000.0,,,,,,,,,,
2023-05-23,31245.720703125,31352.529296875,30828.73046875,30957.76953125,92200000.0,,,,,,,,,,
2023-05-24,30728.689453125,30856.919921875,30566.830078125,30682.6796875,81700000.0,,,,,,,,,,
2023-05-25,30599.26953125,30889.98046875,30558.140625,30801.130859375,84000000.0,,,,,,,,,,
2023-05-26,30909.609375,31101.599609375,30864.490234375,30916.310546875,78300000.0,,,,,,,,,,
2023-05-29,31388.009765625,31560.4296875,31164.0,31233.5390625,78300000.0,,,,,,,,,,
2023-05-30,31196.240234375,31374.830078125,31064.189453125,31328.16015625,71800000.0,,,,,,,,,,
2023-05-31,31057.08984375,31142.779296875,30785.98046875,30887.880859375,184600000.0,,,,,,,,,,
2023-06-01,30886.009765625,31185.05078125,30853.439453125,31148.009765625,95100000.0,,,,,,,,,,
2023-06-02,31300.720703125,31555.5390625,31257.009765625,31524.220703125,90700000.0,,,,,,,,,,
2023-06-05,31864.119140625,32217.4296875,31798.720703125,32217.4296875,98800000.0,,,,,,,,,,
2023-06-06,31988.369140625,32534.470703125,31933.869140625,32506.779296875,82500000.0,,,,,,,,,,
2023-06-07,32618.779296875,32708.529296875,31913.740234375,31913.740234375,111900000.0,,,,,,,,,,
2023-06-08,31877.7890625,32035.94921875,31420.44921875,31641.26953125,86000000.0,,,,,,,,,,
2023-06-09,31927.380859375,32304.0390625,31898.75,32265.169921875,101500000.0,,,,,,,,,,
2023-06-12,32412.119140625,32517.6796875,32280.5390625,32434.0,68700000.0,,,,,,,,,,
2023-06-13,32668.94921875,33127.359375,32638.2109375,33018.6484375,89500000.0,,,,,,,,,,
2023-06-14,33331.46875,33665.51953125,33203.94921875,33502.421875,111600000.0,,,,,,,,,,
2023-06-15,33493.69140625,33767.12890625,33386.01171875,33485.48828125,105800000.0,,,,,,,,,,
2023-06-16,33399.1484375,33772.76171875,33186.9296875,33706.078125,132000000.0,,,,,,,,,,
2023-06-19,33768.69140625,33772.890625,33231.55859375,33370.421875,82900000.0,,,,,,,,,,
2023-06-20,33269.5703125,33474.73828125,33089.01953125,33388.91015625,82400000.0,,,,,,,,,,
2023-06-21,33200.62890625,33657.87109375,33154.6796875,33575.140625,82000000.0,,,,,,,,,,
2023-06-22,33438.01171875,33641.4609375,33232.19140625,33264.87890625,94700000.0,,,,,,,,,,
2023-06-23,33458.3515625,33533.46875,32575.560546875,32781.5390625,103600000.0,,,,,,,,,,
2023-06-26,32647.080078125,32884.73046875,32392.720703125,32698.810546875,74100000.0,,,,,,,,,,
2023-06-27,32629.9609375,32689.099609375,32306.990234375,32538.330078125,79600000.0,,,,,,,,,,
2023-06-28,32807.83984375,33193.98828125,32642.869140625,33193.98828125,91100000.0,,,,,,,,,,
2023-06-29,33306.83984375,33527.98046875,33185.19921875,33234.140625,117900000.0,,,,,,,,,,
2023-06-30,33068.359375,33232.890625,32918.76953125,33189.0390625,111300000.0,,,,,,,,,,
2023-07-03,33517.6015625,33762.80859375,33510.55078125,33753.328125,95400000.0,,,,,,,,,,
2023-07-04,33512.26171875,33576.44921875,33338.78125,33422.51953125,99400000.0,,,,,,,,,,
2023-07-05,33165.05859375,33389.21875,33041.140625,33338.69921875,95100000.0,,,,,,,,,,
2023-07-06,33058.3984375,33079.44921875,32637.720703125,32773.01953125,100600000.0,,,,,,,,,,
2023-07-07,32450.640625,32730.25,32327.900390625,32388.419921875,105100000.0,,,,,,,,,,
2023-07-10,32393.4609375,32558.98046875,32065.630859375,32189.73046875,101200000.0,,,,,,,,,,
2023-07-11,32434.669921875,32468.69921875,32084.419921875,32203.5703125,87200000.0,,,,,,,,,,
2023-07-12,32280.05078125,32312.029296875,31791.7109375,31943.9296875,88400000.0,,,,,,,,,,
2023-07-13,32106.05078125,32484.400390625,31952.98046875,32419.330078125,77800000.0,,,,,,,,,,
2023-07-14,32587.900390625,32780.62890625,32225.369140625,32391.259765625,90300000.0,,,,,,,,,,
2023-07-18,32457.1796875,32714.58984375,32338.30078125,32493.890625,81100000.0,,,,,,,,,,
2023-07-19,32812.359375,32896.03125,32671.029296875,32896.03125,81900000.0,,,,,,,,,,
2023-07-20,32803.3515625,32861.01953125,32462.859375,32490.51953125,75600000.0,,,,,,,,,,
2023-07-21,32336.859375,32462.439453125,32080.94921875,32304.25,79400000.0,,,,,,,,,,
2023-07-24,32648.140625,32793.76953125,32554.4609375,32700.939453125,83500000.0,,,,,,,,,,
2023-07-25,32705.390625,32715.560546875,32509.939453125,32682.509765625,101000000.0,,,,,,,,,,
2023-07-26,32704.9609375,32724.25,32488.51953125,32668.33984375,85200000.0,,,,,,,,,,
2023-07-27,32523.689453125,32938.58984375,32503.689453125,32891.16015625,90900000.0,,,,,,,,,,
2023-07-28,32444.419921875,32846.96875,32037.55078125,32759.23046875,170500000.0,,,,,,,,,,
2023-07-31,33128.828125,33402.078125,33025.9296875,33172.21875,134300000.0,,,,,,,,,,
2023-08-01,33292.30859375,33488.76953125,33203.87890625,33476.578125,110800000.0,,,,,,,,,,
2023-08-02,33123.12109375,33158.578125,32628.2890625,32707.689453125,124200000.0,,,,,,,,,,
2023-08-03,32375.849609375,32467.060546875,32142.25,32159.279296875,120300000.0,,,,,,,,,,
2023-08-04,32019.060546875,32294.69921875,31934.349609375,32192.75,106600000.0,,,,,,,,,,
2023-08-07,31921.279296875,32306.869140625,31830.23046875,32254.560546875,94100000.0,,,,,,,,,,
2023-08-08,32430.609375,32539.880859375,32238.58984375,32377.2890625,91800000.0,,,,,,,,,,
2023-08-09,32346.3203125,32407.849609375,32175.640625,32204.330078125,104500000.0,,,,,,,,,,
2023-08-10,32015.9609375,32504.849609375,32015.9609375,32473.650390625,108000000.0,,,,,,,,,,
2023-08-14,32456.720703125,32613.990234375,32031.5390625,32059.91015625,95600000.0,,,,,,,,,,
2023-08-15,32372.529296875,32403.9296875,32217.51953125,32238.890625,75100000.0,,,,,,,,,,
2023-08-16,31965.580078125,31997.279296875,31766.8203125,31766.8203125,84800000.0,,,,,,,,,,
2023-08-17,31621.98046875,31704.080078125,31309.6796875,31626.0,87700000.0,,,,,,,,,,
2023-08-18,31321.259765625,31644.890625,31275.25,31450.759765625,74800000.0,,,,,,,,,,
2023-08-21,31552.849609375,31758.69921875,31409.859375,31565.640625,69500000.0,,,,,,,,,,
2023-08-22,31792.599609375,31906.099609375,31693.759765625,31856.7109375,70200000.0,,,,,,,,,,
2023-08-23,31717.91015625,32039.599609375,31717.91015625,32010.259765625,65100000.0,,,,,,,,,,
2023-08-24,32130.51953125,32297.91015625,32063.140625,32287.2109375,73400000.0,,,,,,,,,,
2023-08-25,31840.91015625,31885.529296875,31572.060546875,31624.279296875,65700000.0,,,,,,,,,,
2023-08-28,31915.6796875,32205.48046875,31881.9296875,32169.990234375,69900000.0,,,,,,,,,,
2023-08-29,32280.5703125,32389.119140625,32186.5703125,32226.970703125,77500000.0,,,,,,,,,,
2023-08-30,32432.94921875,32557.44921875,32300.560546875,32333.4609375,89100000.0,,,,,,,,,,
2023-08-31,32361.01953125,32692.759765625,32359.150390625,32619.33984375,114600000.0,,,,,,,,,,
2023-09-01,32521.150390625,32845.4609375,32499.439453125,32710.619140625,88400000.0,,,,,,,,,,
2023-09-04,32797.3203125,32939.1796875,32714.939453125,32939.1796875,89600000.0,,,,,,,,,,
2023-09-05,32941.41015625,33036.76171875,32784.3203125,33036.76171875,91300000.0,,,,,,,,,,
2023-09-06,33115.05859375,33282.1484375,33088.21875,33241.01953125,94200000.0,,,,,,,,,,
2023-09-07,33118.55078125,33322.44921875,32986.3515625,32991.078125,100200000.0,,,,,,,,,,
2023-09-08,32916.25,32920.4296875,32512.80078125,32606.83984375,114100000.0,,,,,,,,,,
2023-09-11,32690.5390625,32746.140625,32391.689453125,32467.759765625,84200000.0,,,,,,,,,,
2023-09-12,32629.16015625,32799.69140625,32486.48046875,32776.37109375,94000000.0,,,,,,,,,,
2023-09-13,32742.2890625,32872.44140625,32616.650390625,32706.51953125,98100000.0,,,,,,,,,,
2023-09-14,32925.5390625,33244.44921875,32851.23828125,33168.1015625,112100000.0,,,,,,,,,,
2023-09-15,33428.44140625,33634.30859375,33391.4609375,33533.08984375,166600000.0,,,,,,,,,,
2023-09-19,33296.23046875,33337.23046875,33128.859375,33242.58984375,117200000.0,,,,,,,,,,
2023-09-20,33261.3515625,33267.140625,32988.6484375,33023.78125,113500000.0,,,,,,,,,,
2023-09-21,32865.55859375,32939.890625,32550.650390625,32571.029296875,107900000.0,,,,,,,,,,
2023-09-22,32189.3203125,32535.669921875,32154.529296875,32402.41015625,109800000.0,,,,,,,,,,
2023-09-25,32517.259765625,32722.220703125,32388.279296875,32678.619140625,82100000.0,,,,,,,,,,
2023-09-26,32640.05078125,32643.41015625,32315.05078125,32315.05078125,86500000.0,,,,,,,,,,
2023-09-27,32023.369140625,32371.900390625,31960.3203125,32371.900390625,105600000.0,,,,,,,,,,
2023-09-28,32119.369140625,32164.44921875,31674.419921875,31872.51953125,115900000.0,,,,,,,,,,
2023-09-29,32018.640625,32027.4609375,31717.740234375,31857.619140625,132000000.0,,,,,,,,,,
2023-10-02,32101.970703125,32401.580078125,31759.880859375,31759.880859375,103100000.0,,,,,,,,,,
2023-10-03,31607.970703125,31607.970703125,31157.400390625,31237.939453125,109600000.0,,,,,,,,,,
2023-10-04,30765.029296875,30830.849609375,30487.669921875,30526.880859375,137200000.0,,,,,,,,,,
2023-10-05,30733.650390625,31083.900390625,30565.3203125,31075.359375,114200000.0,,,,,,,,,,
2023-10-06,31003.94921875,31160.44921875,30928.16015625,30994.669921875,94600000.0,,,,,,,,,,
2023-10-10,31314.669921875,31818.259765625,31314.669921875,31746.529296875,101000000.0,,,,,,,,,,
2023-10-11,31847.099609375,32037.0703125,31804.08984375,31936.509765625,89500000.0,,,,,,,,,,
2023-10-12,32120.939453125,32494.66015625,32120.939453125,32494.66015625,100600000.0,,,,,,,,,,
2023-10-13,32328.390625,32533.080078125,32249.029296875,32315.990234375,91500000.0,,,,,,,,,,
2023-10-16,31983.0390625,31999.7890625,31564.310546875,31659.029296875,84500000.0,,,,,,,,,,
2023-10-17,32063.7890625,32260.76953125,31901.390625,32040.2890625,75600000.0,,,,,,,,,,
2023-10-18,32033.810546875,32101.470703125,31866.94921875,32042.25,83200000.0,,,,,,,,,,
2023-10-19,31579.5390625,31669.419921875,31399.169921875,31430.619140625,80700000.0,,,,,,,,,,
2023-10-20,31164.890625,31428.970703125,31093.900390625,31259.359375,84500000.0,,,,,,,,,,
2023-10-23,31151.98046875,31177.41015625,30974.259765625,30999.55078125,73500000.0,,,,,,,,,,
2023-10-24,31157.009765625,31210.259765625,30551.669921875,31062.349609375,97900000.0,,,,,,,,,,
2023-10-25,31302.509765625,31466.919921875,31195.580078125,31269.919921875,78700000.0,,,,,,,,,,
2023-10-26,30902.919921875,30943.330078125,30567.609375,30601.779296875,85600000.0,,,,,,,,,,
2023-10-27,30713.7890625,31081.48046875,30687.330078125,30991.689453125,89100000.0,,,,,,,,,,
2023-10-30,30663.48046875,30762.5,30538.2890625,30696.9609375,187000000.0,,,,,,,,,,
2023-10-31,30694.9609375,30973.66015625,30552.650390625,30858.849609375,134300000.0,,,,,,,,,,
2023-11-01,31311.220703125,31601.650390625,31301.509765625,31601.650390625,130100000.0,,,,,,,,,,
2023-11-02,31987.01953125,32087.130859375,31878.359375,31949.890625,121100000.0,,,,,,,,,,
2023-11-06,32450.8203125,32766.5390625,32395.5,32708.48046875,139400000.0,,,,,,,,,,
2023-11-07,32551.76953125,32591.109375,32250.9296875,32271.8203125,106700000.0,,,,,,,,,,
2023-11-08,32457.23046875,32512.169921875,32049.33984375,32166.48046875,156200000.0,,,,,,,,,,
2023-11-09,32316.390625,32723.7109375,32193.19921875,32646.4609375,115500000.0,,,,,,,,,,
2023-11-10,32491.240234375,32598.9296875,32248.240234375,32568.109375,111300000.0,,,,,,,,,,
2023-11-13,32818.1484375,32913.30859375,32499.279296875,32585.109375,90600000.0,,,,,,,,,,
2023-11-14,32760.509765625,32836.26953125,32667.400390625,32695.9296875,88100000.0,,,,,,,,,,
2023-11-15,33112.30859375,33556.51953125,33096.9296875,33519.69921875,123800000.0,,,,,,,,,,
2023-11-16,33399.58984375,33614.12890625,33233.83984375,33424.41015625,94200000.0,,,,,,,,,,
2023-11-17,33344.8515625,33599.62890625,33263.671875,33585.19921875,93200000.0,,,,,,,,,,
2023-11-20,33559.62109375,33853.4609375,33352.69140625,33388.03125,94900000.0,,,,,,,,,,
2023-11-21,33453.1484375,33460.3203125,33254.73046875,33354.140625,91900000.0,,,,,,,,,,
2023-11-22,33182.98828125,33593.5,33182.98828125,33451.828125,75600000.0,,,,,,,,,,
2023-11-24,33752.05078125,33817.859375,33622.5703125,33625.53125,80700000.0,,,,,,,,,,
2023-11-27,33710.03125,33811.41015625,33397.0390625,33447.671875,82700000.0,,,,,,,,,,
2023-11-28,33520.390625,33545.8515625,33298.0390625,33408.390625,84100000.0,,,,,,,,,,
2023-11-29,33244.4296875,33516.23046875,33179.0703125,33321.21875,89200000.0,,,,,,,,,,
2023-11-30,33260.140625,33486.890625,33161.0703125,33486.890625,152200000.0,,,,,,,,,,
2023-12-01,33537.44140625,33551.5703125,33397.421875,33431.51171875,87600000.0,,,,,,,,,,
2023-12-04,33318.0703125,33324.37890625,33023.0390625,33231.26953125,87300000.0,,,,,,,,,,
2023-12-05,33022.37890625,33089.8203125,32726.6796875,32775.8203125,86100000.0,,,,,,,,,,
2023-12-06,32928.921875,33452.12890625,32914.08984375,33445.8984375,91200000.0,,,,,,,,,,
2023-12-07,33165.71875,33195.87109375,32814.69140625,32858.30859375,105100000.0,,,,,,,,,,
2023-12-08,32600.470703125,32604.349609375,32205.380859375,32307.859375,144200000.0,,,,,,,,,,
2023-12-11,32665.08984375,32933.078125,32650.099609375,32791.80078125,105800000.0,,,,,,,,,,
2023-12-12,33107.6484375,33172.12890625,32800.23828125,32843.69921875,98100000.0,,,,,,,,,,
2023-12-13,32973.46875,33104.46875,32864.37890625,32926.3515625,100000000.0,,,,,,,,,,
2023-12-14,33032.30078125,33120.55078125,32515.0390625,32686.25,133400000.0,,,,,,,,,,
2023-12-15,32760.560546875,33122.328125,32732.66015625,32970.55078125,141100000.0,,,,,,,,,,
2023-12-18,32769.23046875,32790.578125,32541.23046875,32758.98046875,106900000.0,,,,,,,,,,
2023-12-19,32774.2109375,33219.390625,32654.4296875,33219.390625,106300000.0,,,,,,,,,,
2023-12-20,33467.3203125,33824.05859375,33467.3203125,33675.94140625,118000000.0,,,,,,,,,,
2023-12-21,33276.80859375,33337.83984375,33097.7890625,33140.46875,95600000.0,,,,,,,,,,
2023-12-22,33257.94921875,33375.19140625,33151.69921875,33169.05078125,89400000.0,,,,,,,,,,
2023-12-25,33414.51171875,33414.51171875,33221.5703125,33254.03125,58900000.0,,,,,,,,,,
2023-12-26,33295.6796875,33312.26171875,33181.359375,33305.8515625,68300000.0,,,,,,,,,,
2023-12-27,33532.96875,33755.75,33521.51953125,33681.23828125,93700000.0,,,,,,,,,,
2023-12-28,33477.46875,33571.73046875,33411.23828125,33539.62109375,73300000.0,,,,,,,,,,
2023-12-29,33458.640625,33652.7109375,33305.171875,33464.171875,89000000.0,,,,,,,,,,
2024-01-04,33193.05078125,33299.390625,32693.1796875,33288.2890625,117300000.0,,,,,,,,,,
2024-01-05,33397.51953125,33568.0390625,33257.4296875,33377.421875,115300000.0,,,,,,,,,,
2024-01-09,33704.828125,33990.28125,33600.3203125,33763.1796875,112100000.0,,,,,,,,,,
2024-01-10,33896.328125,34539.01953125,33885.73828125,34441.71875,106000000.0,,,,,,,,,,
2024-01-11,34871.328125,35157.55859375,34849.5703125,35049.859375,130100000.0,,,,,,,,,,
2024-01-12,35601.6484375,35839.6484375,35362.23828125,35577.109375,129200000.0,,,,,,,,,,
2024-01-15,35634.12109375,36008.23046875,35544.3203125,35901.7890625,105700000.0,,,,,,,,,,
2024-01-16,35909.19921875,35955.6796875,35587.53125,35619.1796875,103400000.0,,,,,,,,,,
2024-01-17,35850.1796875,36239.21875,35476.51953125,35477.75,139500000.0,,,,,,,,,,
2024-01-18,35371.25,35728.08984375,35371.25,35466.171875,100300000.0,,,,,,,,,,
2024-01-19,35913.71875,36076.23046875,35790.0703125,35963.26953125,104100000.0,,,,,,,,,,
2024-01-22,36294.1015625,36571.80078125,36225.91015625,36546.94921875,100000000.0,,,,,,,,,,
2024-01-23,36605.30078125,36984.51171875,36436.0703125,36517.5703125,111500000.0,,,,,,,,,,
2024-01-24,36415.66015625,36471.390625,36104.890625,36226.48046875,108600000.0,,,,,,,,,,
2024-01-25,36213.140625,36312.359375,35912.5390625,36236.46875,94600000.0,,,,,,,,,,
2024-01-26,36003.0,36060.3984375,35687.578125,35751.0703125,109600000.0,,,,,,,,,,
2024-01-29,35814.2890625,36186.87109375,35813.76953125,36026.94140625,95500000.0,,,,,,,,,,
2024-01-30,36196.640625,36249.03125,36039.30859375,36065.859375,87900000.0,,,,,,,,,,
2024-01-31,35747.890625,36292.53125,35704.578125,36286.7109375,111100000.0,,,,,,,,,,
2024-02-01,36008.55859375,36146.359375,35924.6015625,36011.4609375,118100000.0,,,,,,,,,,
2024-02-02,36249.98828125,36441.08984375,36083.609375,36158.01953125,114800000.0,,,,,,,,,,
2024-02-05,36419.33984375,36452.62109375,36213.0,36354.16015625,130500000.0,,,,,,,,,,
2024-02-06,36249.078125,36294.48046875,36065.98046875,36160.66015625,134700000.0,,,,,,,,,,
2024-02-07,36002.98828125,36195.5,35854.62890625,36119.921875,126500000.0,,,,,,,,,,
2024-02-08,36258.83984375,36956.96875,36206.19921875,36863.28125,151000000.0,,,,,,,,,,
2024-02-09,36915.44140625,37287.26171875,36807.03125,36897.421875,146800000.0,,,,,,,,,,
2024-02-13,37248.359375,38010.69140625,37184.1015625,37963.96875,140500000.0,,,,,,,,,,
2024-02-14,37712.87109375,37825.8515625,37594.46875,37703.3203125,120300000.0,,,,,,,,,,
2024-02-15,38017.828125,38188.73828125,37935.359375,38157.94140625,130000000.0,,,,,,,,,,
2024-02-16,38517.37109375,38865.05859375,38361.55078125,38487.23828125,151700000.0,,,,,,,,,,
2024-02-19,38473.41015625,38555.83984375,38281.69921875,38470.37890625,102000000.0,,,,,,,,,,
2024-02-20,38510.37109375,38742.328125,38288.0390625,38363.609375,108500000.0,,,,,,,,,,
2024-02-21,38191.96875,38339.69921875,38095.1484375,38262.16015625,104700000.0,,,,,,,,,,
2024-02-22,38508.0703125,39156.96875,38508.0703125,39098.6796875,122900000.0,,,,,,,,,,
2024-02-26,39320.640625,39388.078125,39181.03125,39233.7109375,125700000.0,,,,,,,,,,
2024-02-27,39260.78125,39426.2890625,39113.03125,39239.51953125,119100000.0,,,,,,,,,,
2024-02-28,39189.21875,39283.94921875,39075.46875,39208.03125,119900000.0,,,,,,,,,,
2024-02-29,38935.53125,39250.12109375,38876.80859375,39166.19140625,166000000.0,,,,,,,,,,
2024-03-01,39254.69140625,39990.23046875,39224.640625,39910.8203125,122800000.0,,,,,,,,,,
2024-03-04,40201.76171875,40314.640625,40001.55078125,40109.23046875,119400000.0,,,,,,,,,,
2024-03-05,39881.73046875,40226.98828125,39840.33984375,40097.62890625,115200000.0,,,,,,,,,,
2024-03-06,39792.37109375,40147.76953125,39769.0390625,40090.78125,112900000.0,,,,,,,,,,
2024-03-07,40331.05859375,40472.109375,39518.3984375,39598.7109375,137200000.0,,,,,,,,,,
2024-03-08,39809.55859375,39989.328125,39551.6015625,39688.94140625,143300000.0,,,,,,,,,,
2024-03-11,39232.140625,39241.28125,38496.66015625,38820.48828125,132900000.0,,,,,,,,,,
2024-03-12,38470.390625,38841.80078125,38271.37890625,38797.51171875,112900000.0,,,,,,,,,,
2024-03-13,39059.94921875,39147.80078125,38452.5703125,38695.96875,105400000.0,,,,,,,,,,
2024-03-14,38591.73046875,38840.328125,38400.171875,38807.37890625,111100000.0,,,,,,,,,,
2024-03-15,38548.16015625,38808.6796875,38519.94140625,38707.640625,167100000.0,,,,,,,,,,
2024-03-18,38960.98828125,39769.109375,38935.46875,39740.44140625,128700000.0,,,,,,,,,,
2024-03-19,39622.578125,40003.6015625,39407.5,40003.6015625,134700000.0,,,,,,,,,,
2024-03-21,40511.55078125,40823.3203125,40452.19140625,40815.66015625,157200000.0,,,,,,,,,,
2024-03-22,40942.87890625,41087.75,40714.140625,40888.4296875,136100000.0,,,,,,,,,,
2024-03-25,40798.9609375,40837.1796875,40414.12109375,40414.12109375,101500000.0,,,,,,,,,,
2024-03-26,40345.0390625,40529.53125,40280.8515625,40398.03125,101400000.0,,,,,,,,,,
2024-03-27,40517.171875,40979.359375,40452.2109375,40762.73046875,121300000.0,,,,,,,,,,
2024-03-28,40324.421875,40482.01953125,40054.05859375,40168.0703125,135600000.0,,,,,,,,,,
2024-03-29,40277.44921875,40521.7109375,40268.109375,40369.44140625,122000000.0,,,,,,,,,,
2024-04-01,40646.69921875,40697.21875,39706.44921875,39803.08984375,134500000.0,,,,,,,,,,
2024-04-02,39892.58984375,40151.05078125,39707.87109375,39838.91015625,115800000.0,,,,,,,,,,
2024-04-03,39503.71875,39625.8984375,39217.0390625,39451.8515625,123200000.0,,,,,,,,,,
2024-04-04,39928.328125,40243.01953125,39773.140625,39773.140625,145100000.0,,,,,,,,,,
2024-04-05,39237.390625,39274.76171875,38774.23828125,38992.078125,129600000.0,,,,,,,,,,
2024-04-08,39391.98046875,39617.359375,39197.0,39347.0390625,108300000.0,,,,,,,,,,
2024-04-09,39496.94921875,39773.12890625,39476.12890625,39773.12890625,105900000.0,,,,,,,,,,
2024-04-10,39582.328125,39708.69921875,39510.48046875,39581.80859375,97400000.0,,,,,,,,,,
2024-04-11,39090.6796875,39473.48046875,39065.30859375,39442.62890625,107000000.0,,,,,,,,,,
2024-04-12,39722.01953125,39774.8203125,39457.73046875,39523.55078125,107100000.0,,,,,,,,,,
2024-04-15,39056.9296875,39232.80078125,38820.94921875,39232.80078125,107000000.0,,,,,,,,,,
2024-04-16,38750.671875,38764.8203125,38322.3203125,38471.19921875,133000000.0,,,,,,,,,,
2024-04-17,38587.46875,38587.609375,37961.80078125,37961.80078125,120600000.0,,,,,,,,,,
2024-04-18,37745.0390625,38216.75,37644.91015625,38079.69921875,105800000.0,,,,,,,,,,
2024-04-19,37724.46875,37749.48046875,36733.05859375,37068.3515625,155400000.0,,,,,,,,,,
2024-04-22,37240.9296875,37511.80078125,37052.62890625,37438.609375,119400000.0,,,,,,,,,,
2024-04-23,37797.05859375,37817.78125,37397.26953125,37552.16015625,95900000.0,,,,,,,,,,
2024-04-24,37871.921875,38460.078125,37857.46875,38460.078125,121100000.0,,,,,,,,,,
2024-04-25,38065.91015625,38129.53125,37604.23046875,37628.48046875,113900000.0,,,,,,,,,,
2024-04-26,37725.609375,38097.5390625,37550.69921875,37934.76171875,124900000.0,,,,,,,,,,
2024-04-30,38312.66015625,38608.171875,38182.109375,38405.66015625,151400000.0,,,,,,,,,,
2024-05-01,38107.37890625,38433.33984375,38036.23828125,38274.05078125,108500000.0,,,,,,,,,,
2024-05-02,38004.01171875,38355.6015625,37958.19140625,38236.0703125,101900000.0,,,,,,,,,,
2024-05-07,38636.23046875,38863.140625,38541.96875,38835.1015625,115200000.0,,,,,,,,,,
2024-05-08,38677.5703125,38749.3515625,38159.8515625,38202.37109375,120100000.0,,,,,,,,,,
2024-05-09,38242.921875,38429.80859375,38072.23828125,38073.98046875,118600000.0,,,,,,,,,,
2024-05-10,38361.7890625,38741.87890625,38126.91015625,38229.109375,167300000.0,,,,,,,,,,
2024-05-13,38211.609375,38273.3984375,37969.578125,38179.4609375,128700000.0,,,,,,,,,,
2024-05-14,38287.98828125,38477.6796875,38084.7109375,38356.05859375,143300000.0,,,,,,,,,,
