year,quarter,operating_income,prev_operating_income,single_q_income,single_q_revenue,revenue_yoy,earnings_yoy,earnings_qoq,earnings_surprise,earnings_momentum
2025,Q1,78895171000.0,0.0,78895171000.0,,,,,0.0,0.0
2025,Q2,140789544000.0,0.0,61894373000.0,,,,-0.2154859135801861,-0.7071067811865476,-1.0
2025,Q3,120174788000.0,0.0,-20614756000.0,,,,-1.3330634918944892,-1.1398807653004113,-2.0
2025,Q4,551828295000.0,512864077000.0,431653507000.0,,,,-21.939054869240266,1.4643605268596835,-1.0
2026,Q1,94196997000.0,0.0,94196997000.0,,,0.19395136363922705,-0.7817763658294568,-0.2388805478317394,-1.0
