date,name,position,change_dir,shares_before,shares_after,change_amount
2024-05-23,"BRVLOTUSGROWTHFUND2015,L.P.",,,0,0,0
2024-06-10,이상학,,,0,0,0
2024-06-10,조병육,,,0,0,0
2024-06-18,"BRVLOTUSGROWTHFUND2015,L.P.",,,0,0,0
2024-10-18,"BRVLOTUSGROWTHFUND2015,L.P.",,,0,0,0
2024-12-06,이성준,,,0,0,0
2024-12-06,이상학,,,0,0,0
2025-01-15,이성준,,,0,0,0
2025-02-13,이성준,,,0,0,0
2025-03-13,이성준,,,0,0,0
2025-04-15,강동현,,,0,0,0
2025-04-24,이성준,,,0,0,0
2025-06-30,김관후,,,0,0,0
2025-07-07,이규봉,,,0,0,0
2025-11-13,이성준,,,0,0,0
2025-11-26,이성준,,,0,0,0
2025-11-26,김관후,,,0,0,0
2026-02-09,"BRVLOTUSGROWTHFUND2015,L.P.",,,0,0,0
2026-06-24,김수연,,,0,0,0
2026-06-24,이성준,,,0,0,0
2024-10-18,"BRVLOTUSGROWTHFUND2015,L.P.",,,0,0,0
2024-12-06,이성준,,,0,0,0
2024-12-06,이상학,,,0,0,0
2025-01-15,이성준,,,0,0,0
2025-02-13,이성준,,,0,0,0
2025-03-13,이성준,,,0,0,0
2025-04-15,강동현,,,0,0,0
2025-04-24,이성준,,,0,0,0
2025-06-30,김관후,,,0,0,0
2025-07-07,이규봉,,,0,0,0
2025-11-13,이성준,,,0,0,0
2025-11-26,이성준,,,0,0,0
2025-11-26,김관후,,,0,0,0
2026-02-09,"BRVLOTUSGROWTHFUND2015,L.P.",,,0,0,0
2026-06-24,김수연,,,0,0,0
2026-06-24,이성준,,,0,0,0
