current_assets,prev_current_assets,cash,short_term_investments,accounts_receivable,prev_accounts_receivable,inventory,ppe_net,prev_ppe_net,total_assets,current_liabilities,prev_current_liabilities,short_term_debt,long_term_debt,total_liabilities,retained_earnings,total_equity,revenue,prev_revenue,cost_of_goods_sold,prev_cogs,gross_profit,prev_gross_profit,sga_expense,prev_sga,operating_income,prev_operating_income,income_tax,net_income,cash_from_operations,capex,roe,debt_ratio,opm,year
474620148743,465383551507,117451294430,141479350,181086163413,188258168140,131619722422,344273160200,341023963361,1115539570562,303845193762,310487327740,137543332431,2113575303,325069654925,742132162292,790469915637,959031647029,910458499136,792258908791,757081398395,166772738238,153377100741,74622465160,68440878330,92150273078,84936222411,110238691257,83981344493,136105488782,-73904894906,,,,2016
387821769453,474620148743,88514064640,250800000,150747147697,181086163413,119221249126,280883173437,344273160200,778625092622,247317754629,303845193762,84861926919,3318430993,265832535321,784220530055,512792557301,877858995478,795682659707,747020699000,665651803597,130838296478,130030856110,71367235691,64807514941,59471060787,65223341169,50950703382,53477949395,79757790196,-45099051069,,,,2017
454682427149,387821769453,151828241476,239850000,133740703208,150747147697,133818790873,292575716780,280883173437,870759625705,284270736447,247317754629,127360522794,3090278091,307231005013,831709649971,563528620692,908521022197,877858995478,776307013662,747020699000,132214008535,130838296478,60522651578,71367235691,71691356957,59471060787,78843228307,58472495803,74155011183,-49398093401,,,,2018
431881632793,454682427149,122932866442,243450000,137546178767,133740703208,136947873948,319830548397,292575716780,911746199157,268372943940,284270736447,110699623455,1122231306,285645034477,887953543640,626101164680,929772577258,908521022197,785979280673,776307013662,143793296585,132214008535,63563388162,60522651578,80229908423,71691356957,87654710355,68290129655,90547901759,-93930527957,,,,2019
476131998056,431881632793,167573560609,455449566,148462759647,137546178767,131914943762,297018824437,319830548397,961755008032,290885879628,268372943940,121971560273,8106174534,307077824011,919295522426,654677184021,823880444139,929772577258,694995258346,785979280673,128885185793,143793296585,57477277856,63563388162,71407907937,80229908423,64491588009,48427397900,105541543367,-48012397968,,,,2020
1077073232833,476131998056,571605248687,0,161016944360,148462759647,184422720747,290539799548,297018824437,1484962432663,558066306879,290885879628,393468486170,199423359542,770989552036,978750748924,713972880627,930752730400,803096377188,780624256265,679033394295,150128474135,124062982893,60483130725,54481545767,89645343410,69581437126,93790030179,69638800174,40896236584,-67941301034,,,,2021
1775650459528,1077073232833,509347063692,135659786261,385312107665,161016944360,659977419130,711569594867,290539799548,4591590751746,1358459213708,558066306879,521110576287,89881650086,3460082191971,1149664445529,1131508559775,3156376223570,930752730400,2423676520779,780624256265,732699702791,150128474135,311171216931,60483130725,421528485860,89645343410,253511360007,184899013321,152952367507,-1745898295738,,,,2022
1740312507736,1775650459528,442144983180,151668531591,414269400958,385312107665,626773901954,749158637575,711569594867,4567386501437,1404917464019,1358459213708,542662848593,117899340261,4567386501437,1397266946491,1394417748532,114768827989,86719296991,2443559361265,2423676520779,825683703851,732699702791,335294006704,311171216931,490389697147,421528485860,106706543190,283445370500,356302607155,-89884640594,,,,2023
1964801236000,1740312509000,364059805000,171772789000,584757080000,414269401000,732397269000,905718652000,749158635000,5006031529000,1334190771000,1404917464000,560757855000,44975696000,5006031529000,1835116867000,2170771614000,151590147000,114768830000,2537793750000,2443559361000,896748518000,825683704000,373831711000,335294008000,522916807000,490389696000,103558213000,318229010000,197148752000,-48717040000,,,,2024
2085071777000,1964801236000,387784364000,182678434000,610057301000,584757080000,806567072000,1016568189000,905718652000,5275680667000,2542827942000,1334190771000,641674039000,0,5275680667000,2080136165000,2449662359000,85617081000,151590147000,2709252113000,2537793750000,966452142000,896748518000,438544533000,373831711000,527907609000,522916807000,118373922000,324985358000,259273221000,-181615152000,,,,2025
