date,ticker,short_ratio,source
2026-04-13,4990,0.1054,multi_fallback
2026-04-14,4990,0.185,multi_fallback
2026-04-15,4990,0.0796,multi_fallback
2026-04-16,4990,0.0796,multi_fallback
2026-04-17,4990,0.0796,multi_fallback
2026-04-20,4990,0.0796,multi_fallback
2026-04-24,4990,0.0825999999999999,multi_fallback
2026-04-27,4990,0.0825999999999999,multi_fallback
2026-04-28,4990,0.0825999999999999,multi_fallback
2026-04-29,4990,0.0825999999999999,multi_fallback
2026-04-30,4990,0.0825999999999999,multi_fallback
2026-05-01,4990,0.0742,multi_fallback
2026-05-04,4990,0.0742,multi_fallback
2026-05-05,4990,0.1928,multi_fallback
2026-05-06,4990,0.1928,multi_fallback
2026-05-07,4990,0.2672,multi_fallback
2026-05-08,4990,0.2672,multi_fallback
2026-05-11,4990,0.3607999999999999,multi_fallback
2026-05-12,4990,0.3607999999999999,multi_fallback
2026-05-13,4990,0.4152,multi_fallback
2026-05-14,4990,0.4152,multi_fallback
2026-05-15,4990,0.5316,multi_fallback
2026-05-18,4990,0.53,multi_fallback
2026-05-19,4990,0.748,multi_fallback
2026-05-20,4990,0.6008,multi_fallback
2026-05-21,4990,0.6008,multi_fallback
2026-05-22,4990,0.484,multi_fallback
2026-05-25,004990,0.484,multi_fallback
